experiment,split_seed,representation_family,condition,normalization,n_bins,requested_duration_ms,samples_per_bin,actual_duration_ms,feature_dim,classifier,eval_split,accuracy,balanced_accuracy,macro_f1
experiment_1_3_1,37,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,5nn,val,0.42613636363636365,0.4123424369747899,0.40344961361597775
experiment_1_3_1,37,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,5nn,test,0.4810126582278481,0.4711600899100899,0.4676445619021128
experiment_1_3_1,37,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,linear,val,0.5170454545454546,0.5140756302521009,0.508542090625424
experiment_1_3_1,37,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,linear,test,0.47468354430379744,0.4760413197913198,0.4676091229083281
experiment_1_3_1,37,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,val,0.3977272727272727,0.3987346327419857,0.38688927949096247
experiment_1_3_1,37,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,test,0.46835443037974683,0.4520632145632146,0.4409296173557267
experiment_1_3_1,53,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,val,0.4472361809045226,0.4457619074395391,0.446525642508602
experiment_1_3_1,53,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,test,0.42857142857142855,0.41253885003885005,0.39217433684384023
experiment_1_3_1,53,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,val,0.135678391959799,0.12137548732943469,0.0730898730898731
experiment_1_3_1,53,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,test,0.12142857142857143,0.12402874902874901,0.07092380790198627
experiment_1_3_1,53,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,val,0.4221105527638191,0.42283801116037956,0.42123901898595434
experiment_1_3_1,53,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,test,0.37857142857142856,0.3831585081585081,0.36963453213453207
experiment_1_3_1,53,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,val,0.11557788944723618,0.10594729344729344,0.05831161652057174
experiment_1_3_1,53,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,test,0.07857142857142857,0.08333333333333333,0.022848200312989047
experiment_1_3_1,53,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,val,0.6331658291457286,0.6309412687702162,0.6244381169732868
experiment_1_3_1,53,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,test,0.5285714285714286,0.523358585858586,0.5197612718665351
experiment_1_3_1,53,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,val,0.39195979899497485,0.3819706183193025,0.3745315075581381
experiment_1_3_1,53,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,test,0.29285714285714287,0.2873445998445998,0.2760427098100623
experiment_1_3_1,53,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,val,0.5879396984924623,0.5859459680183364,0.581642988406321
experiment_1_3_1,53,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,test,0.4357142857142857,0.4290986790986791,0.4168765815504946
experiment_1_3_1,53,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,val,0.40703517587939697,0.408337015080436,0.3788206956716731
experiment_1_3_1,53,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,test,0.32142857142857145,0.32604895104895104,0.29716577601059624
experiment_1_3_1,53,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,val,0.6532663316582915,0.6466038225906646,0.6458885029735976
experiment_1_3_1,53,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,test,0.4785714285714286,0.4664432789432789,0.461972573070774
experiment_1_3_1,53,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,val,0.5125628140703518,0.5075913608808346,0.5110309927626931
experiment_1_3_1,53,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,test,0.35714285714285715,0.35538073038073037,0.3466812627554316
experiment_1_3_1,53,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,val,0.5628140703517588,0.5612321401795086,0.5605071176739476
experiment_1_3_1,53,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,test,0.42857142857142855,0.4395881895881895,0.44165322565070064
experiment_1_3_1,53,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,val,0.4321608040201005,0.43409786485444385,0.4080542011337749
experiment_1_3_1,53,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,test,0.37857142857142856,0.4034090909090909,0.36695403909362717
experiment_1_3_1,53,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,val,0.6381909547738693,0.6334875650665125,0.6323746959286174
experiment_1_3_1,53,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,test,0.5285714285714286,0.5204448329448329,0.5175553246796408
experiment_1_3_1,53,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,val,0.5326633165829145,0.5254744767902663,0.5218174570625983
experiment_1_3_1,53,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,test,0.42142857142857143,0.42035742035742035,0.41407683153372815
experiment_1_3_1,53,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,val,0.6130653266331658,0.6129171754171755,0.6119211806711807
experiment_1_3_1,53,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,test,0.5285714285714286,0.5142288267288267,0.513360474275017
experiment_1_3_1,53,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,val,0.4371859296482412,0.4378597401623718,0.4176794854468773
experiment_1_3_1,53,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,test,0.42142857142857143,0.41783216783216787,0.40195614992602113
experiment_1_3_1,53,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,val,0.6733668341708543,0.6667816041171304,0.6632628275544882
experiment_1_3_1,53,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,test,0.5857142857142857,0.5866841491841491,0.5820738816901098
experiment_1_3_1,53,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,val,0.45226130653266333,0.4513518036544352,0.43804041329451876
experiment_1_3_1,53,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,test,0.4142857142857143,0.4059343434343435,0.3845976690179589
experiment_1_3_1,53,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,val,0.542713567839196,0.5362205594113488,0.5303787807061574
experiment_1_3_1,53,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,test,0.5071428571428571,0.5104895104895105,0.5121949987116629
experiment_1_3_1,53,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,val,0.4723618090452261,0.460426908617698,0.4551475052616251
experiment_1_3_1,53,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,test,0.4,0.3955905205905206,0.37368918147426916
experiment_1_3_1,53,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,val,0.6532663316582915,0.6428772251140672,0.6458347054651394
experiment_1_3_1,53,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,test,0.5428571428571428,0.5454545454545455,0.5377146673517642
experiment_1_3_1,53,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,val,0.4271356783919598,0.42209175449307024,0.4199964981371585
experiment_1_3_1,53,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,test,0.40714285714285714,0.41108197358197357,0.40628383244662314
experiment_1_3_1,53,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,val,0.542713567839196,0.5360569559582717,0.5358254152302852
experiment_1_3_1,53,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,test,0.4928571428571429,0.4917443667443668,0.49174923682857563
experiment_1_3_1,53,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,val,0.46733668341708545,0.4617055459160722,0.45701395275698675
experiment_1_3_1,53,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,test,0.36428571428571427,0.35844017094017094,0.34790794508673767
experiment_1_3_1,53,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,val,0.6030150753768844,0.5938711629501104,0.5953572217175158
experiment_1_3_1,53,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,test,0.4785714285714286,0.47853535353535354,0.46434150680524416
experiment_1_3_1,53,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,val,0.5125628140703518,0.5020279732450784,0.4896409690527337
experiment_1_3_1,53,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,test,0.39285714285714285,0.3887917637917638,0.37959616440592026
experiment_1_3_1,53,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,val,0.5376884422110553,0.5307958062892274,0.5352512258660355
experiment_1_3_1,53,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,test,0.42142857142857143,0.4105963480963481,0.4047649247762968
experiment_1_3_1,53,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,val,0.4723618090452261,0.4599990226634963,0.43455243884022954
experiment_1_3_1,53,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,test,0.37857142857142856,0.3754370629370629,0.364495129450149
experiment_1_3_1,53,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,val,0.6030150753768844,0.5995911921898763,0.5965478497788127
experiment_1_3_1,53,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,test,0.45,0.44196775446775444,0.4363035535821201
experiment_1_3_1,53,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,val,0.47738693467336685,0.4733635638240902,0.46945780850246804
experiment_1_3_1,53,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,test,0.36428571428571427,0.3575660450660451,0.34375527946654055
experiment_1_3_1,53,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,val,0.542713567839196,0.5355453939335519,0.5308285360086665
experiment_1_3_1,53,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,test,0.37857142857142856,0.3819444444444444,0.3726827094474153
experiment_1_3_1,53,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,val,0.41708542713567837,0.40632303247434826,0.3979863121655436
experiment_1_3_1,53,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,test,0.36428571428571427,0.3741258741258741,0.3745205642945917
experiment_1_3_1,53,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,val,0.6130653266331658,0.605602614977615,0.5975439585881013
experiment_1_3_1,53,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,test,0.4785714285714286,0.45711926961926963,0.4490868414790829
experiment_1_3_1,53,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,val,0.4472361809045226,0.4428109536662168,0.4294631673048235
experiment_1_3_1,53,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,test,0.36428571428571427,0.3587315462315462,0.34934367667464644
experiment_1_3_1,53,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,val,0.5527638190954773,0.5439831550028918,0.5388751761016093
experiment_1_3_1,53,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,test,0.39285714285714285,0.3832070707070707,0.38776139541506854
experiment_1_3_1,53,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,5nn,val,0.4120603015075377,0.3948506415611679,0.3890671547545587
experiment_1_3_1,53,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,5nn,test,0.30714285714285716,0.3003593628593629,0.29591230740683544
experiment_1_3_1,53,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,linear,val,0.592964824120603,0.5823705229955229,0.578895630581136
experiment_1_3_1,53,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,linear,test,0.5,0.4826631701631701,0.4813394587004172
experiment_1_3_1,53,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,5nn,val,0.47738693467336685,0.4649435420817,0.46501122952694957
experiment_1_3_1,53,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,5nn,test,0.32142857142857145,0.3075951825951826,0.30650659421809007
experiment_1_3_1,53,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,linear,val,0.5276381909547738,0.5128268722018722,0.507984035467338
experiment_1_3_1,53,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,linear,test,0.4928571428571429,0.4764471639471641,0.47733699186633
experiment_1_3_1,53,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,val,0.45226130653266333,0.44057620011567383,0.4243249415942947
experiment_1_3_1,53,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,test,0.32857142857142857,0.33624708624708627,0.3215838161395279
experiment_1_3_1,71,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,val,0.49411764705882355,0.4971764346764347,0.48400158148095124
experiment_1_3_1,71,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,test,0.4388888888888889,0.43284605508870216,0.4259269468387917
experiment_1_3_1,71,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,val,0.10588235294117647,0.09650106837606838,0.05258353459363926
experiment_1_3_1,71,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,test,0.12777777777777777,0.12018849206349207,0.08690662587873481
experiment_1_3_1,71,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,val,0.4,0.40240003052503054,0.39379199360821443
experiment_1_3_1,71,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,test,0.34444444444444444,0.33901727357609707,0.322555911174537
experiment_1_3_1,71,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,val,0.1,0.08854166666666667,0.024156838402648456
experiment_1_3_1,71,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,test,0.10555555555555556,0.09375,0.03237806558280518
experiment_1_3_1,71,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,val,0.6529411764705882,0.6506601037851039,0.6442543207488541
experiment_1_3_1,71,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,test,0.5833333333333334,0.5775268440709617,0.5796120676480941
experiment_1_3_1,71,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,val,0.3588235294117647,0.34989697802197806,0.36548374139720635
experiment_1_3_1,71,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,test,0.37777777777777777,0.3642536181139122,0.3590855948865102
experiment_1_3_1,71,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,val,0.5529411764705883,0.5590697496947497,0.5452678618058714
experiment_1_3_1,71,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,test,0.55,0.5492296918767507,0.5505729314077571
experiment_1_3_1,71,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,val,0.40588235294117647,0.3974511599511599,0.3874547117023672
experiment_1_3_1,71,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,test,0.4166666666666667,0.4139268207282913,0.40174410400260974
experiment_1_3_1,71,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,val,0.611764705882353,0.6140796703296704,0.6067103510581772
experiment_1_3_1,71,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,test,0.6333333333333333,0.6269286881419234,0.6324110555949952
experiment_1_3_1,71,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,val,0.5176470588235295,0.5104967948717948,0.5076078656908541
experiment_1_3_1,71,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,test,0.45555555555555555,0.4527719421101774,0.4501114744310833
experiment_1_3_1,71,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,val,0.5588235294117647,0.5528960622710622,0.553317577742865
experiment_1_3_1,71,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,test,0.5333333333333333,0.5315884687208215,0.5396144224214615
experiment_1_3_1,71,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,val,0.4647058823529412,0.46212225274725266,0.44897913362075986
experiment_1_3_1,71,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,test,0.42777777777777776,0.43872840802987856,0.44285974784269744
experiment_1_3_1,71,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,val,0.6941176470588235,0.6928342490842491,0.6871505044421711
experiment_1_3_1,71,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,test,0.6,0.5929621848739496,0.6013610595105693
experiment_1_3_1,71,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,val,0.5294117647058824,0.5208485958485959,0.5125190927633457
experiment_1_3_1,71,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,test,0.5055555555555555,0.49572537348272644,0.49547303334806453
experiment_1_3_1,71,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,val,0.6235294117647059,0.6213217338217337,0.6124651184756776
experiment_1_3_1,71,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,test,0.5444444444444444,0.5397875816993464,0.5458795948370314
experiment_1_3_1,71,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,val,0.5,0.5017666361416361,0.49104973546508024
experiment_1_3_1,71,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,test,0.4166666666666667,0.418359010270775,0.40264445189738224
experiment_1_3_1,71,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,val,0.6823529411764706,0.6818872100122101,0.6696249216992252
experiment_1_3_1,71,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,test,0.6444444444444445,0.633657212885154,0.6327811433871816
experiment_1_3_1,71,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,val,0.4764705882352941,0.4676510989010989,0.4648205892918155
experiment_1_3_1,71,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,test,0.4722222222222222,0.46232784780578906,0.46167089150811463
experiment_1_3_1,71,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,val,0.6470588235294118,0.6473252442002443,0.6433888935018788
experiment_1_3_1,71,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,test,0.5222222222222223,0.5178892390289448,0.5151970399248075
experiment_1_3_1,71,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,val,0.4588235294117647,0.4522741147741147,0.43072120887021037
experiment_1_3_1,71,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,test,0.4444444444444444,0.43778594771241824,0.44209355001344014
experiment_1_3_1,71,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,val,0.6588235294117647,0.6573679792429792,0.6495816825127887
experiment_1_3_1,71,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,test,0.65,0.6352532679738563,0.6410690717510837
experiment_1_3_1,71,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,val,0.5117647058823529,0.4988018925518925,0.4883169490908596
experiment_1_3_1,71,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,test,0.4222222222222222,0.41835609243697486,0.4208483723653134
experiment_1_3_1,71,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,val,0.5411764705882353,0.5444749694749695,0.534065945594005
experiment_1_3_1,71,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,test,0.55,0.5474177170868347,0.5537842004291417
experiment_1_3_1,71,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,val,0.48823529411764705,0.480921855921856,0.478865456073361
experiment_1_3_1,71,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,test,0.4388888888888889,0.43742705415499533,0.42727006556940145
experiment_1_3_1,71,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,val,0.5705882352941176,0.569993894993895,0.5553058389139129
experiment_1_3_1,71,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,test,0.5166666666666667,0.5059348739495798,0.5097896950734927
experiment_1_3_1,71,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,val,0.5,0.49256333943833946,0.4867374438094087
experiment_1_3_1,71,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,test,0.4444444444444444,0.43064892623716156,0.42495395764708155
experiment_1_3_1,71,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,val,0.5823529411764706,0.5783768315018315,0.5722530096441167
experiment_1_3_1,71,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,test,0.5166666666666667,0.5089460784313725,0.5111564955206266
experiment_1_3_1,71,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,val,0.4764705882352941,0.4742368742368743,0.44861796636041945
experiment_1_3_1,71,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,test,0.42777777777777776,0.41686799719887957,0.41260599721840036
experiment_1_3_1,71,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,val,0.5176470588235295,0.5155181623931623,0.5030733693262912
experiment_1_3_1,71,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,test,0.5722222222222222,0.5623657796451914,0.5659707787731981
experiment_1_3_1,71,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,val,0.5058823529411764,0.4922542735042736,0.4830704672083983
experiment_1_3_1,71,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,test,0.43333333333333335,0.4214723389355742,0.4277263672851908
experiment_1_3_1,71,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,val,0.5058823529411764,0.5041323260073259,0.4992325634555313
experiment_1_3_1,71,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,test,0.5222222222222223,0.5125904528478058,0.5139090947554191
experiment_1_3_1,71,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,val,0.40588235294117647,0.39690552503052506,0.3822283262990722
experiment_1_3_1,71,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,test,0.3888888888888889,0.38055263772175535,0.38922829467527614
experiment_1_3_1,71,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,val,0.611764705882353,0.6073221916971917,0.6036157828822042
experiment_1_3_1,71,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,test,0.5777777777777777,0.5639939309056957,0.5577045990757304
experiment_1_3_1,71,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,val,0.5117647058823529,0.49015949328449326,0.47515199086332643
experiment_1_3_1,71,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,test,0.37222222222222223,0.35908905228758164,0.35855470683369234
experiment_1_3_1,71,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,val,0.5294117647058824,0.5347756410256411,0.5197686168990364
experiment_1_3_1,71,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,test,0.5333333333333333,0.5232376283846872,0.5205534880973478
experiment_1_3_1,71,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,5nn,val,0.4294117647058823,0.41741834554334556,0.39590578275392213
