epoch,optimization_train_loss,train_lif_ba,val_lif_ba,train_lif_loss,val_lif_loss,train_linear_ba,val_linear_ba,train_linear_loss,val_linear_loss,weight_relative_frobenius_drift,weight_norm_ratio,weight_mean_class_cosine,weight_min_class_cosine,val_mean_total_output_spikes_per_sample,val_silent_sample_fraction,val_output_spike_fraction,val_mean_spike_count_margin
0.0,,0.8259820810460781,0.5253427128427128,2.106035321591848,2.197993278503418,0.9174331048696077,0.5722643097643098,0.6015098609427783,1.2229337692260742,0.0,1.0,1.0,0.9999999999999998,236.75396728515625,0.0,0.2182351564100313,-0.4523809552192688
1.0,2.1056433236947774,0.831230065152924,0.5253427128427128,2.103334921362478,2.1964669227600098,0.9192006388062594,0.5798400673400673,0.6014260151607855,1.2289665937423706,0.012321713106233962,1.0015296454236553,0.9999253104651543,0.9998494920578398,237.53968811035156,0.0,0.2189594124016036,-0.2380952388048172
2.0,2.1030965245324036,0.8449303433075123,0.5177669552669553,2.1014017508895795,2.195512294769287,0.9175286302592508,0.5517316017316017,0.6018307787621083,1.2289835214614868,0.020615617264061924,1.002659627595672,0.9997889821627894,0.9996287564260563,237.57936096191406,0.0,0.21899599098703654,-0.1190476194024086
3.0,2.1008053741028303,0.843546829895697,0.5177669552669553,2.0995423133114732,2.194377899169922,0.9148404582162399,0.5503427128427127,0.60227102456733,1.2320071458816528,0.02803700972021759,1.0034831280195173,0.9996076821516987,0.9992993064054106,237.8174591064453,0.0,0.21921546249963422,-0.0634920671582222
4.0,2.0993192889399044,0.8484792332714965,0.5154521404521405,2.0982210993151247,2.1933324337005615,0.9068638246347677,0.5378066378066377,0.6034100134175738,1.2351282835006714,0.03506159217017707,1.0042947663073205,0.9993889200343807,0.9988575569800936,237.22222900390625,0.0,0.21866678371814005,0.1269841343164444
5.0,2.0977261210062417,0.8543665598039843,0.5293410293410294,2.0969233594950216,2.1935741901397705,0.9025416656636521,0.5378066378066377,0.6043734364788627,1.2373344898223877,0.04140620862544793,1.005030667111203,0.9991497719646515,0.9983318563911051,236.35714721679688,0.0,0.21786937055570188,0.1031746044754982
6.0,2.0966219672237534,0.8523484812050235,0.5293410293410294,2.095692218478493,2.192563056945801,0.8971653215776306,0.5447510822510823,0.6053621752537056,1.2394317388534546,0.04734506957812831,1.0055764494465858,0.9988802450633884,0.9976711439993506,236.10317993164062,0.0,0.21763526760893104,0.1666666716337204
7.0,2.0953127262719526,0.8523811609435855,0.5243807118807119,2.09436972169991,2.190762758255005,0.8960203594111632,0.5378066378066378,0.6065464003361031,1.239935278892517,0.05303740177630997,1.0060287915485049,0.9985856570847194,0.9968802934350168,235.3412628173828,0.0,0.2169329587686185,0.3571428656578064
8.0,2.0942651433501513,0.8490490845232738,0.51247594997595,2.0931478687489915,2.189133405685425,0.8974893765051805,0.5378066378066378,0.608287130339831,1.2390010356903076,0.058518266920828205,1.0063559827435926,0.9982684333707638,0.9962322582653186,236.39682006835938,0.0,0.2179059491411348,0.3730158805847168
9.0,2.0927668077399932,0.85361223741976,0.5055315055315056,2.0918898689151835,2.188459634780884,0.8974893765051805,0.5461399711399711,0.6090935070625476,1.2410625219345093,0.06379699708954767,1.0067609545718512,0.9979398196322807,0.9957659027160684,236.34921264648438,0.0,0.2178620548386153,0.3492063581943512
10.0,2.091619406222476,0.8408439133287793,0.49858706108706113,2.090564997389066,2.188124418258667,0.8958868124026163,0.5461399711399711,0.6102956316967634,1.244958519935608,0.06949181312434075,1.0071678178639158,0.99755642806542,0.9952312634458208,237.1746063232422,0.0,0.21862288941562052,0.30158731341362
11.0,2.090280481542039,0.8359329110710788,0.4916426166426167,2.0894621239266584,2.1877105236053467,0.8958868124026163,0.5316197691197692,0.6111711991017944,1.2469216585159302,0.07491903745440776,1.0077238961743447,0.9971711386243554,0.994667561692728,237.08729553222656,0.0,0.21854241652766804,0.341269850730896
12.0,2.089178923280227,0.8451773509203574,0.5055315055315056,2.0883612050041687,2.188396692276001,0.893167217534065,0.5316197691197692,0.6112989111324185,1.2446430921554565,0.07956257236476849,1.0082114309678665,0.9968178878487205,0.994269612682145,236.05555725097656,0.0,0.21759137330641148,0.3571428656578064
13.0,2.088307954768511,0.8483462921941375,0.49101130351130357,2.0876143499824145,2.188288927078247,0.893167217534065,0.5371753246753247,0.6114269555538329,1.2447072267532349,0.08421677015122078,1.0085427048388058,0.9964373001134496,0.9938374933963878,236.1666717529297,0.0,0.21769379334562375,0.3888888955116272
14.0,2.087385731596955,0.8462629588608043,0.4910113035113035,2.086695254156799,2.1881091594696045,0.8933310016011508,0.5371753246753247,0.6118084069168301,1.2472217082977295,0.08920082198994277,1.0088830705268879,0.9960069023256425,0.9932753995447414,236.3095245361328,0.0,0.21782547625318233,0.3492063581943512
