split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train,0.0852359208523592,0.08022875816993465,0.022185824895771294,0.022824251225860147,2.526763502684177
val,0.08661417322834646,0.07638888888888888,0.015406162464985995,0.01746840468470853,2.5117387771606445
test,0.07086614173228346,0.06313131313131314,0.0177450644756362,0.019435691045295134,2.525463581085205
