D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.04061714841743303,0.011394988745450974,0.2805462517471969,0.2107984607984608,0.2125984251968504,0.20509270141623084
