kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,1.2030246257781982,0.25421107520522274,0.019948946177661353,-0.3350556185069432,-0.3279674131322477,126
