configuration,configuration_label,objective,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_silent_output_fraction,val_hidden_1_shift_2_firing_rate,val_hidden_2_shift_2_firing_rate,val_hidden_1_shift_3_firing_rate,val_hidden_2_shift_3_firing_rate,val_hidden_2_shift_4_firing_rate,val_hidden_2_shift_5_firing_rate,val_hidden_2_shift_6_firing_rate,val_hidden_2_shift_7_firing_rate,val_hidden_1_shift_4_firing_rate,val_hidden_1_shift_5_firing_rate,val_hidden_1_shift_6_firing_rate,val_hidden_1_shift_7_firing_rate
single_scale_2,Single-scale 2,timestep_ce,11,1,2.4849114290818495,0.08261617900172118,0.08333333333333333,0.012738853503184712,0.00021930008206742929,4.2394526604920695e-05,2.791409159171733e-06,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,4.800939338073918e-05,0.0,0.0,1.0,4.800939338073918e-05,0.0,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,2,2.484848870672991,0.08433734939759036,0.08493589743589743,0.015903824741957808,0.00022270211198016982,4.226367930058452e-05,6.978522897929333e-06,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,4.869524185760688e-05,0.0,0.0,1.0,4.869524185760688e-05,0.0,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,3,2.4847188689417354,0.08777969018932874,0.0880514343564658,0.022003142536475867,0.00022989871371865945,4.5796556517661246e-05,2.0935568693788e-05,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,4.869524185760688e-05,0.0,0.0,1.0,4.869524185760688e-05,0.0,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,4,2.4844912739916225,0.09122203098106713,0.09125656256159402,0.028075494158225866,0.0002448153064129834,5.691857738623612e-05,4.884966028550533e-05,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,5.41820296725485e-05,6.858484768677026e-07,0.0,1.0,5.41820296725485e-05,6.858484768677026e-07,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,5,2.4842764953738032,0.09122203098106713,0.09125656256159402,0.02769182208935476,0.00026483494397641817,7.824668799303264e-05,0.00012840482132189972,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,5.966881748749012e-05,6.858484768677026e-07,0.0,1.0,5.966881748749012e-05,6.858484768677026e-07,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,6,2.484024948589568,0.09122203098106713,0.09125656256159402,0.02765875817865714,0.0002893033898872829,0.00010297682851256972,0.00018283729992574853,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,6.858484768677026e-05,6.858484768677026e-07,0.0,1.0,6.858484768677026e-05,6.858484768677026e-07,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,7,2.483820431408907,0.09122203098106713,0.09125656256159402,0.02739453628194763,0.00031416437771115616,0.00013110899894484734,0.00022749984647249625,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,7.681502940918269e-05,6.858484768677026e-07,0.0,1.0,7.681502940918269e-05,6.858484768677026e-07,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,8,2.4835175331201076,0.08950086058519793,0.08952045145048289,0.027089795049565168,0.0003425582427521061,0.00016957810641968278,0.0002944936662926178,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,8.984615046966904e-05,4.800939338073918e-06,0.0,1.0,8.984615046966904e-05,4.800939338073918e-06,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,9,2.4832449086561876,0.09122203098106713,0.09160378478381621,0.03104215574229158,0.00036755007788031555,0.0001983645133736413,0.0003419476219985373,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,9.327539285400755e-05,2.7433939074708104e-06,0.0,1.0,9.327539285400755e-05,2.7433939074708104e-06,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,10,2.482801890003907,0.0963855421686747,0.09743711811714956,0.04154771492292594,0.0003897941196174653,0.0002270200730232636,0.00041591996471658824,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.00010356312000702309,4.115090861206216e-06,0.0,1.0,0.00010356312000702309,4.115090861206216e-06,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,11,2.48250371905079,0.09982788296041308,0.10064224632227775,0.047538510689490804,0.000421720861875492,0.00026391901284606497,0.0005080364669692554,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.00011522254411377403,4.800939338073918e-06,0.0,1.0,0.00011522254411377403,4.800939338073918e-06,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,12,2.4822047265589546,0.0981067125645439,0.0994462586679568,0.04658011378095378,0.0004649004723064297,0.0003318287637965398,0.0006601682661441149,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.0001309970590817312,1.3031121060486349e-05,0.0,1.0,0.0001309970590817312,1.3031121060486349e-05,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,13,2.481762385409383,0.10154905335628227,0.10272557965561109,0.04973020916986434,0.0005006217863902055,0.00040026190396435927,0.0007941559057843581,2.4847781658172607,0.07142857142857142,0.09722222222222222,0.031196581196581197,0.00014951496795715917,2.67480905978404e-05,2.926286834635531e-05,0.9761904761904762,0.00014951496795715917,2.67480905978404e-05,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,14,2.4813226578362837,0.11015490533562823,0.11111948789621745,0.06614274022949822,0.0005417078399517645,0.0004683025022191703,0.0009044165675716415,2.48486590385437,0.06349206349206349,0.09027777777777778,0.020810614322064703,0.0001639177859713809,3.429242384338513e-05,2.926286834635531e-05,0.9841269841269841,0.0001639177859713809,3.429242384338513e-05,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,15,2.4808875061763955,0.10843373493975904,0.10899694717697862,0.06378354987568914,0.0005872427018607533,0.000558587142211131,0.0010007201835630663,2.484509229660034,0.07142857142857142,0.09722222222222222,0.031266149870801035,0.0001865507857080151,5.966881748749012e-05,8.04728879524771e-05,0.9682539682539683,0.0001865507857080151,5.966881748749012e-05,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,16,2.480492957487779,0.11015490533562823,0.11084705199878157,0.0708372812130982,0.0006384039978561978,0.0006579002462022878,0.0010830667537586325,2.4839465618133545,0.07936507936507936,0.10416666666666667,0.040364583333333336,0.00020849793696778158,8.778860503906593e-05,0.00016826149299154302,0.9603174603174603,0.00020849793696778158,8.778860503906593e-05,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,17,2.4797535861831115,0.11359724612736662,0.11414117794620939,0.0767429601367286,0.0006940141021990722,0.0007699055387140536,0.0012184500979784615,2.4834861755371094,0.0873015873015873,0.1111111111111111,0.04833026960784314,0.0002448479062417698,0.0001282536651742604,0.0002633658151171978,0.9603174603174603,0.0002448479062417698,0.0001282536651742604,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,18,2.4791697442223817,0.11703958691910499,0.11697956422799193,0.0842973558846239,0.0007428201467164654,0.0008901542113989984,0.0014110573299613112,2.4825756549835205,0.0873015873015873,0.1111111111111111,0.04840203798054655,0.00027571108770081643,0.0001858649372311474,0.00040968015684897434,0.9523809523809523,0.00027571108770081643,0.0001858649372311474,,,,,,,,,,
single_scale_2,Single-scale 2,timestep_ce,11,19,2.4780054822846247,0.13769363166953527,0.13700990207672598,0.10932594939605873,0.0008376844423601923,0.001144128829115514,0.0019525907068406272,2.480888605117798,0.09523809523809523,0.11805555555555557,0.05311890838206627,0.0003271497234658941,0.00028462711790009656,0.0006803616890527609,0.9365079365079365,0.0003271497234658941,0.00028462711790009656,,,,,,,,,,
