title,experiment,configuration,configuration_label,objective,seed,best_epoch_by_val_ba,best_val_ba,val_loss_at_best_val_ba,firing_onset_epoch,backbone_parameters,readout_parameters,total_parameters,train_accuracy,train_balanced_accuracy,train_macro_f1,train_loss,train_mean_hidden_firing_rate,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_hidden_1_shift_2_firing_rate,train_hidden_2_shift_2_firing_rate,train_output_firing_rate,train_network_firing_rate,train_silent_output_fraction,train_samples,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss,val_mean_hidden_firing_rate,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_hidden_1_shift_2_firing_rate,val_hidden_2_shift_2_firing_rate,val_output_firing_rate,val_network_firing_rate,val_silent_output_fraction,val_samples,test_accuracy,test_balanced_accuracy,test_macro_f1,test_loss,test_mean_hidden_firing_rate,test_hidden_1_firing_rate,test_hidden_2_firing_rate,test_hidden_1_shift_2_firing_rate,test_hidden_2_shift_2_firing_rate,test_output_firing_rate,test_network_firing_rate,test_silent_output_fraction,test_samples,before_zero_hidden_1_firing_rate,before_zero_hidden_2_firing_rate,before_zero_output_firing_rate,before_zero_mean_hidden_firing_rate,after_zero_hidden_1_firing_rate,after_zero_hidden_2_firing_rate,after_zero_output_firing_rate,after_zero_mean_hidden_firing_rate,train_hidden_1_shift_3_firing_rate,train_hidden_2_shift_3_firing_rate,val_hidden_1_shift_3_firing_rate,val_hidden_2_shift_3_firing_rate,test_hidden_1_shift_3_firing_rate,test_hidden_2_shift_3_firing_rate,train_hidden_2_shift_4_firing_rate,train_hidden_2_shift_5_firing_rate,train_hidden_2_shift_6_firing_rate,train_hidden_2_shift_7_firing_rate,val_hidden_2_shift_4_firing_rate,val_hidden_2_shift_5_firing_rate,val_hidden_2_shift_6_firing_rate,val_hidden_2_shift_7_firing_rate,test_hidden_2_shift_4_firing_rate,test_hidden_2_shift_5_firing_rate,test_hidden_2_shift_6_firing_rate,test_hidden_2_shift_7_firing_rate,train_hidden_1_shift_4_firing_rate,train_hidden_1_shift_5_firing_rate,train_hidden_1_shift_6_firing_rate,train_hidden_1_shift_7_firing_rate,val_hidden_1_shift_4_firing_rate,val_hidden_1_shift_5_firing_rate,val_hidden_1_shift_6_firing_rate,val_hidden_1_shift_7_firing_rate,test_hidden_1_shift_4_firing_rate,test_hidden_1_shift_5_firing_rate,test_hidden_1_shift_6_firing_rate,test_hidden_1_shift_7_firing_rate,neurons_per_layer,L1_shift_syn,L1_tau_syn_ms,L1_neurons_per_tau,L2_shift_syn,L2_tau_syn_ms,L2_neurons_per_tau
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,single_scale_3,Single-scale 3,relative_10bin_ce,23,66,0.5651575276575277,1.6607710123062134,5,21760,1452,23212,0.9328743545611016,0.9322525441332278,0.934918069427635,0.23716327703194034,0.04345674502152176,0.01114099372770362,0.07577249631533992,,,0.23554189626007002,0.052057572688919446,0.022375215146299483,581,0.5714285714285714,0.5651575276575277,0.5779608305924094,1.6607710123062134,0.03233535521464314,0.0073330919146694755,0.0573376185146168,,,0.21730606034003452,0.04061762559339201,0.047619047619047616,126,0.5273972602739726,0.5294857919857919,0.5318678916662788,1.9286190287707603,0.05237908486580517,0.012428683109675282,0.09232948662193506,,,0.2802007400044179,0.06258005449887738,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01114099372770362,0.07577249631533992,0.0073330919146694755,0.0573376185146168,0.012428683109675282,0.09232948662193506,,,,,,,,,,,,,,,,,,,,,,,,,128/128,[3],[117.013683],[128],[3],[117.013683],[128]
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,single_scale_3,Single-scale 3,relative_10bin_ce,101,66,0.5547979797979798,1.6420085430145264,6,21760,1452,23212,0.9139414802065404,0.9153455857787588,0.9185418121259353,0.3046954672610493,0.04526001714623076,0.011827811228164202,0.07869222306429732,,,0.22161416026038264,0.05315647131552114,0.0378657487091222,581,0.5555555555555556,0.5547979797979798,0.555957278854281,1.6420085430145264,0.033121337569133526,0.008228810025458696,0.05801386511280836,,,0.17995200889591198,0.039695845240481815,0.1111111111111111,126,0.5616438356164384,0.5384393384393386,0.5383692288104053,1.6624659381500662,0.056042973927269715,0.014027812292909211,0.09805813556163022,,,0.2692249282085266,0.06558843456672898,0.0136986301369863,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011827811228164202,0.07869222306429732,0.008228810025458696,0.05801386511280836,0.014027812292909211,0.09805813556163022,,,,,,,,,,,,,,,,,,,,,,,,,128/128,[3],[117.013683],[128],[3],[117.013683],[128]
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,short_to_multi_scale,Short → Multi-scale,timestep_ce,11,99,0.35814694564694566,2.3160574436187744,1,21760,0,21760,0.7108433734939759,0.6964158673619562,0.6741222619374211,2.0653023861361453,0.058230256188554104,0.008595097727234663,0.10786541464987355,0.0021165859949419667,0.01927214259939066,0.08620150624438229,0.05948270022090462,0.027538726333907058,581,0.36507936507936506,0.35814694564694566,0.32387095409983346,2.3160574436187744,0.045507761061364234,0.005957279870072865,0.08505824225265561,0.0009684180493371961,0.012222568056120861,0.09228045533023146,0.04760206080474635,0.07142857142857142,126,0.4315068493150685,0.4159097846597846,0.3641055102033011,2.2626938819885254,0.06731259577948973,0.01010279469019218,0.12452239686878727,0.0019518306825712392,0.02331842279655401,0.09789871879832118,0.06868212367585531,0.00684931506849315,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015073609459527359,0.0422954315797701,0.010946141690808533,0.027151761415653963,0.01825375869781312,0.051823976774274985,0.06795645720729881,0.12008004166377556,0.20665041268990555,0.19118894236552134,0.054278440372725334,0.08611226072379614,0.16945290977421607,0.1609843496859562,0.08969200669001862,0.13712565874593707,0.23687241629587555,0.20909392132056148,,,,,,,,,,,,,128/128,"[2, 3]","[54.31343, 117.013683]","[64, 64]","[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,short_to_multi_scale,Short → Multi-scale,timestep_ce,23,92,0.2833694083694083,2.345412254333496,3,21760,0,21760,0.6798623063683304,0.6594428463365307,0.6298473539771328,2.091360955148063,0.05658216896678781,0.006980180297117591,0.10618415763645804,0.00217599067111059,0.024898862170873826,0.08065078913136929,0.05765986837714221,0.04647160068846816,581,0.30158730158730157,0.2833694083694083,0.271947129857599,2.345412254333496,0.04207234604073391,0.004438125493810903,0.07970656658765692,0.0009697897462909315,0.01359925299877894,0.07552014748485647,0.04357000879196328,0.1111111111111111,126,0.3493150684931507,0.3291222666222666,0.2778526876738462,2.3285617730388903,0.06088566258697813,0.007483096214380384,0.11428822895957588,0.0022210487077534793,0.026240285559371048,0.08898000883587365,0.06214361838916748,0.00684931506849315,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011784369923124592,0.028301698692105175,0.007906461241330875,0.016245072341990963,0.012745143721007289,0.02950945122913314,0.06432603020942747,0.17696417505485118,0.16369301836667471,0.1793097200419625,0.0460304919088169,0.14364305989273068,0.12483121595578799,0.1344322870527769,0.07628041276152608,0.18717062703146203,0.18554151282779513,0.1819574974396048,,,,,,,,,,,,,128/128,"[2, 3]","[54.31343, 117.013683]","[64, 64]","[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,short_to_multi_scale,Short → Multi-scale,timestep_ce,101,82,0.32705627705627704,2.321894645690918,1,21760,0,21760,0.6419965576592083,0.6274281130030342,0.5953267868665045,2.1001076275633452,0.05646911689584136,0.007289503324568309,0.10564873046711441,0.001109585140770764,0.020438444098986413,0.09165731544598345,0.058044707875698466,0.039586919104991396,581,0.3412698412698413,0.32705627705627704,0.2916194984822436,2.321894645690918,0.04276299545693969,0.004871581731191291,0.08065440918268808,0.00033469405671143884,0.011424489828492989,0.09462880051502648,0.04508534493715253,0.11904761904761904,126,0.4520547945205479,0.42876845376845374,0.38263265839217914,2.2822009047416794,0.06537306111249172,0.008550260934393638,0.12219586129058979,0.0008141256626905235,0.023292065787095608,0.1025168433841396,0.0670362155425655,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013469421508365853,0.04218776294077348,0.009408469405671143,0.029058028267930823,0.016286396206096752,0.05227365962952444,0.08074111115630535,0.17633172149393028,0.12945359362027425,0.18501789800799967,0.05951231339695917,0.1434131373557236,0.10096525661445335,0.14002282503731014,0.10096563476285146,0.21296033323866326,0.15105004891287196,0.19392734502078438,,,,,,,,,,,,,128/128,"[2, 3]","[54.31343, 117.013683]","[64, 64]","[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,11,78,0.5325877825877826,1.9091449975967407,1,21760,1452,23212,0.8588640275387264,0.8554060017125025,0.8683704937962798,0.48091599214405284,0.03328559151355787,0.00643938838829618,0.06013179463881957,0.000896565729311471,0.02915525360967269,0.20701788176707364,0.04106464928610336,0.08433734939759036,581,0.5396825396825397,0.5325877825877826,0.5453791669563196,1.9091449975967407,0.024229654990782196,0.004127436133789834,0.04433187384777456,0.0002441620577649021,0.01939729132249543,0.17979106312000703,0.03119509117567286,0.16666666666666666,126,0.5205479452054794,0.508927183927184,0.5112656751307819,2.1913873953362035,0.03970383428595096,0.00732324801192843,0.0720844205599735,0.0005384360503644798,0.03810093981565155,0.26416500994035785,0.04975433468838709,0.0547945205479452,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011982211047280889,0.0600240699224068,0.008010710209814765,0.044655137096538206,0.01410805997349238,0.07904162327621572,0.05002284967783151,0.055465299992742335,0.05394996359204911,0.11121583124865822,0.037841069181601183,0.0347893700540527,0.03629849797877188,0.09193063104045458,0.06633611032219382,0.06329483416958566,0.06056912493294203,0.12429589131875414,,,,,,,,,,,,,128/128,"[2, 3]","[54.31343, 117.013683]","[64, 64]","[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,23,97,0.5049362674362674,2.0552756786346436,6,21760,1452,23212,0.891566265060241,0.8926947924479341,0.9000703108624459,0.3573420400540513,0.034660011598305056,0.005042200872594503,0.0642778223240156,0.0011606155894618721,0.0237021089349962,0.20246648913304413,0.04217373447299486,0.08089500860585198,581,0.5158730158730159,0.5049362674362674,0.5139380801593858,2.0552756786346436,0.022734505311210605,0.0028908513299973665,0.042578159292423846,0.0003731015714160302,0.013567329869673826,0.1553126737482808,0.028670841211377928,0.1984126984126984,126,0.4657534246575342,0.4428127428127428,0.4398750126215341,2.365666683406046,0.037498964546056994,0.005324821901921802,0.06967310719019218,0.0009888585155732274,0.025630309054762334,0.22924950298210736,0.04608480955065626,0.0410958904109589,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008923786155727134,0.03400335128608195,0.005408601088578702,0.018443967877731376,0.009660785288270378,0.0338603300829941,0.06403093838402932,0.07975614249585476,0.09097521467930297,0.09372892168879239,0.04163270083733608,0.053622116039814226,0.06289008448608133,0.06559803991987295,0.0760240146423049,0.08794849947931459,0.09653586417999938,0.09875218386649798,,,,,,,,,,,,,128/128,"[2, 3]","[54.31343, 117.013683]","[64, 64]","[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,short_to_multi_scale,Short → Multi-scale,relative_10bin_ce,101,100,0.5408429533429533,2.019073724746704,4,21760,1452,23212,0.9036144578313253,0.904783080969815,0.9089341654537196,0.3317523110087275,0.04565825091697791,0.006153094486408629,0.08516340734754718,0.0011548583080710805,0.03272191322168712,0.19642169259885775,0.05240885278333074,0.04819277108433735,581,0.5555555555555556,0.5408429533429533,0.5367653047858997,2.019073724746704,0.031572691708366254,0.004052678649811255,0.05909270476692125,0.00033469405671143884,0.02070613961580514,0.15621250694993125,0.03715357895798856,0.14285714285714285,126,0.5205479452054794,0.5166860916860917,0.5122684705927459,1.8722608612008291,0.05320130001242545,0.007014553305168986,0.0993880467196819,0.0008710756295559973,0.03752861618169769,0.23171388336646787,0.061194400759621376,0.03424657534246575,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011151330664746177,0.05296419738612446,0.00777066324291107,0.035625452006805704,0.013158030980781974,0.06773249392533687,0.05574523845413356,0.08934822191224288,0.12659439309580833,0.15287913553611043,0.0389028932615975,0.06341263570655195,0.08444009681829012,0.11083311386182074,0.06568130897156742,0.10589242323834769,0.15126305658114803,0.1679129766853425,,,,,,,,,,,,,128/128,"[2, 3]","[54.31343, 117.013683]","[64, 64]","[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,multi_scale_to_short,Multi-scale → Short,timestep_ce,11,100,0.36601731601731596,2.3389830589294434,1,21760,0,21760,0.8743545611015491,0.8639386291583149,0.8625930618546493,1.952234150210264,0.09284931258060194,0.05229600381864773,0.13340262134255615,0.002016666235267069,0.10767921893580318,0.08968099776128985,0.09270744773794617,0.0051635111876075735,581,0.38095238095238093,0.36601731601731596,0.332852885726449,2.3389830589294434,0.07063862095075059,0.038141405495566674,0.1031358364059345,0.00068634727575997,0.0758740452989202,0.08298217891317707,0.07119131757593387,0.007936507936507936,126,0.3493150684931507,0.33117854367854366,0.2894326956826957,2.3274963293990045,0.08947454595344599,0.05262953528827038,0.1263195566186216,0.001445870233146575,0.10467533341616965,0.0798611111111111,0.08904409364707279,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013071770319664201,0.15912602374930912,0.00808073207335783,0.1303976275129488,0.015064375650856764,0.14796377982107356,,,,,,,,,,,,,0.02188145762601019,0.05963805791296705,0.12166875224808131,0.09582095597135709,0.014200851967509856,0.04481817307732504,0.09577736809762093,0.06575366517426039,0.023628072832844203,0.06718025182239894,0.12346950045757203,0.0858447798060124,128/128,"[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]","[2, 3]","[54.31343, 117.013683]","[64, 64]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,multi_scale_to_short,Multi-scale → Short,timestep_ce,23,95,0.34603174603174597,2.3379037380218506,1,21760,0,21760,0.882960413080895,0.8810525069995955,0.8791004550602327,1.9777577071099601,0.08962732855862797,0.04524019377962383,0.13401446333763212,0.0013954508151168509,0.09713711332004622,0.09645435208602006,0.08993301617925746,0.0051635111876075735,581,0.36507936507936506,0.34603174603174597,0.3091280451574569,2.3379037380218506,0.06906699916600825,0.03310247673601967,0.10503152159599684,0.0006943280580362487,0.07118421341409885,0.09241213823779007,0.07011230390056565,0.007936507936507936,126,0.3561643835616438,0.34747335997336,0.318647103312351,2.343837319988094,0.08560906695245195,0.04454781726308814,0.12667031664181577,0.0013969215012952587,0.08823750207090789,0.08865556660039761,0.08574547738444953,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01014238579348198,0.17089181335521797,0.005731341786121876,0.13887882977789484,0.010930449051721417,0.16510313121272366,,,,,,,,,,,,,0.02940390653724099,0.05250082346570196,0.08229153955785674,0.09540605106451656,0.019267508601193088,0.04096383527513367,0.062099987040729734,0.06966025809849881,0.034605856921960304,0.05859288712171416,0.07568872479409258,0.08614600277125128,128/128,"[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]","[2, 3]","[54.31343, 117.013683]","[64, 64]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,multi_scale_to_short,Multi-scale → Short,timestep_ce,101,51,0.3529761904761905,2.337566614151001,1,21760,0,21760,0.685025817555938,0.6664453841839184,0.6322645826018094,2.10341941181846,0.09047986417003032,0.0439480766493041,0.13701165169075652,0.0005572667739582841,0.09341974140385549,0.11029415869719351,0.09136707138766449,0.0068846815834767644,581,0.36507936507936506,0.3529761904761905,0.302422604628487,2.337566614151001,0.06948228041875165,0.0329042665262049,0.10606029431129839,0.00014365408097301698,0.06888250592573084,0.10891639598513446,0.07124798708590312,0.007936507936507936,126,0.3219178082191781,0.3023837273837274,0.2602657084867711,2.3338145327894657,0.0911995475066269,0.04635339007620941,0.1360457049370444,0.00022591722392915236,0.09672563576872101,0.10794952507179148,0.09194954650208204,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006022265874544502,0.18060356197765756,0.0027548900343211643,0.14323808269686594,0.006674240272649816,0.1753657741053678,,,,,,,,,,,,,0.019580538933378633,0.05384468758947463,0.13129672121080163,0.05397570255962069,0.013001074365309288,0.03644481232050366,0.10694742298640113,0.039385160533435486,0.023040329451860266,0.059038625390514056,0.13709015746789108,0.05388878848123381,128/128,"[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]","[2, 3]","[54.31343, 117.013683]","[64, 64]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,11,92,0.4688612313612313,2.613542318344116,1,21760,1452,23212,0.9948364888123924,0.9951294620412267,0.9951433639425492,0.044533226824976284,0.08219605217981141,0.044443595390825194,0.11994850896879763,0.0016017613284265435,0.09464996775922421,0.21998397731142635,0.08836566076779417,0.0051635111876075735,581,0.46825396825396826,0.4688612313612313,0.48410148546138426,2.613542318344116,0.06112590257659556,0.03184325893249056,0.09040854622070055,0.0005347124125106743,0.0660760139583882,0.2030477277382729,0.0674806111659244,0.007936507936507936,126,0.4589041095890411,0.4480443167943167,0.46349939814244895,2.3635371090614634,0.08322817004224652,0.04604922548045063,0.12040711460404241,0.0010580456654015302,0.09374093977799867,0.2201237022310581,0.08935782073726793,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006862878804192218,0.14524705017837106,0.004205492222347634,0.1147410784830129,0.007833948688819464,0.14707328943008616,,,,,,,,,,,,,0.027165196391585256,0.05453934969737137,0.11593679292609066,0.06177058575437325,0.018673890414738454,0.03964700619954768,0.0914631852214154,0.03774510977566021,0.03218782542838209,0.0613264855312569,0.11948546814351983,0.05606888969215013,128/128,"[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]","[2, 3]","[54.31343, 117.013683]","[64, 64]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,23,64,0.46112914862914867,2.2773144245147705,1,21760,1452,23212,0.9862306368330465,0.9858422199557498,0.9866777348121231,0.07526481831237905,0.07555522436648969,0.036812188060026466,0.11429826067295291,0.0005945701509035791,0.08399036126417338,0.19056392047833587,0.08070486747597534,0.0017211703958691911,581,0.46825396825396826,0.46112914862914867,0.4531213274861187,2.2773144245147705,0.05521457455447283,0.026285828724431567,0.0841433203845141,0.00022346190373580418,0.058722346589412694,0.1474555935972844,0.05934476943698678,0.015873015873015872,126,0.4452054794520548,0.4503219003219003,0.44875045068275127,2.1251643977753103,0.07015168105947647,0.03529215333001988,0.10501120878893307,0.0004706608831857341,0.076653361083499,0.1756958250497018,0.07487753825306866,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005066008851159671,0.14460616008173247,0.002249060452905594,0.10956429417961548,0.004544163589889236,0.13336905649436714,,,,,,,,,,,,,0.027910103864347086,0.0448148777322911,0.06921498396534824,0.07326154844033819,0.0184648699265502,0.03211390780524307,0.05072927248328881,0.053862299582605085,0.032014263624601594,0.045252295749313644,0.06381946416737669,0.0658548707753479,128/128,"[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]","[2, 3]","[54.31343, 117.013683]","[64, 64]"
Experiment 3.0 - Layer-wise Multi-Tau Synaptic SNN Comparison,experiment_3_0_phase_c_layerwise_multitau_comparison,multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,60,0.5693662818662818,1.67421293258667,1,21760,1452,23212,0.9862306368330465,0.9860310335879596,0.9866360776057763,0.08972151456288545,0.08894299715694977,0.039799301170717,0.13808669314318253,0.0007612934070468363,0.09211964258797126,0.17699767196476124,0.09288574379013537,0.0,581,0.5793650793650794,0.5693662818662818,0.5774908424908426,1.67421293258667,0.06811469855587744,0.030295298920200157,0.10593409819155473,0.0001915387746306893,0.06970552409797208,0.1596362625464548,0.07221267903306748,0.0,126,0.589041095890411,0.5867778055278056,0.5903406156288014,1.596952056231564,0.08976123726391651,0.04166990246023857,0.13785257206759444,0.000353936984155672,0.09542355243538768,0.16442318312348134,0.09310430946658359,0.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061299345135411255,0.18405374369839383,0.0025082458582590264,0.14216267228513738,0.005632869449966865,0.18028159169980118,,,,,,,,,,,,,0.021778574259857863,0.03893058722475709,0.11578127155865109,0.05647883528199069,0.015626371696953734,0.02619862798951553,0.09512940458423735,0.042948579819793935,0.02460238568588469,0.041165704187572975,0.12354839218656316,0.056001114524971383,128/128,"[2, 3, 4, 5, 6, 7]","[54.31343, 117.013683, 242.103471, 492.146161, 992.166994, 1992.177288]","[22, 21, 21, 21, 21, 22]","[2, 3]","[54.31343, 117.013683]","[64, 64]"
