epoch,train_loss,train_phase_ce,train_progress_loss,train_phase_balanced_accuracy,train_progress_sample_balanced_mae,val_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae
1,4.411716960178185,4.3158033062381715,0.09591363007507307,0.18378687156619675,0.37614079802048594,3.4311158657073975,3.359635829925537,0.07147996127605438,0.19190262535242764,0.32015058729383683
2,3.207749556346112,3.125791369945375,0.08195819764713823,0.194302648004259,0.34667375863316546,2.6584527492523193,2.594775438308716,0.06367727369070053,0.23268554159258575,0.30505165221199154
3,2.7013890997678196,2.625683159918465,0.07570590096783925,0.230183487038318,0.3345655943563596,2.467801809310913,2.406367778778076,0.06143411621451378,0.21559257802152945,0.3003787388877263
4,2.4894373035266764,2.419139407793134,0.0702978668288807,0.23700818955075756,0.3216637695102396,2.3378968238830566,2.279472589492798,0.05842431262135506,0.24211121683025255,0.2928715054951017
5,2.309236487915512,2.246393675237843,0.06284276230610177,0.25447014883416114,0.3023924047893583,2.2309117317199707,2.1777424812316895,0.05316925421357155,0.2471419987967173,0.27705604311019655
6,2.22838346231825,2.1725755890962795,0.055807890508343144,0.26151205616844864,0.2846755390528352,2.194085121154785,2.145453929901123,0.048631250858306885,0.2541841113983503,0.2639492882622613
7,2.170948282576674,2.121858974332038,0.049089260578873646,0.2721589751038439,0.2646152378154499,2.145469903945923,2.1023998260498047,0.04307010397315025,0.24770290189531557,0.24805560944572327
8,2.1016454310917814,2.0589668603033697,0.04267860097544534,0.2772735512330094,0.24401495009404248,2.1234514713287354,2.085252046585083,0.03819946199655533,0.2563755799117529,0.23280016581217447
9,2.063584258757442,2.0234289772539253,0.040155271981905334,0.290338023856413,0.23539227996143333,2.081461191177368,2.0452311038970947,0.03623003140091896,0.26924066485982184,0.22500268239823598
10,2.0290803170655556,1.9895582578678754,0.039522046707378196,0.29838658872142976,0.23386117472295712,2.0667526721954346,2.030815601348877,0.03593708202242851,0.26576139915813324,0.2249622344970703
11,1.9968698685427746,1.95911918511284,0.03775067245283143,0.30724799031185457,0.2287271076143301,2.0569097995758057,2.0213797092437744,0.035530053079128265,0.27800855062329904,0.2232802254813058
12,1.9726600778287535,1.9369822024478354,0.03567784860499344,0.3119096479360922,0.2205636554658926,2.0394678115844727,2.00337553024292,0.03609231114387512,0.2759950892830111,0.2258236294700986
13,1.95530121051506,1.9214489681585316,0.033852213060743014,0.3158314666819216,0.21455833874963443,2.034972667694092,1.9989014863967896,0.036071207374334335,0.27940158633272194,0.22588069855220735
14,1.9334217166326133,1.9007939405982959,0.03262777200125786,0.32174855529221824,0.20963048852864724,2.0241572856903076,1.9888453483581543,0.03531189262866974,0.28137210202009916,0.22167920309399802
15,1.9168054743601,1.8852594128574234,0.031546025920063,0.32844142419351935,0.20588935057595756,2.0070736408233643,1.9734514951705933,0.03362223133444786,0.291292169792828,0.2158351322961232
16,1.9026154527976058,1.8720176695956625,0.030597770573786123,0.3325896181992295,0.20178774671177035,2.0087480545043945,1.975836992263794,0.03291098773479462,0.2960146470182492,0.21291107601589626
17,1.8879027017833034,1.858263276530215,0.029639420995613792,0.33805334999481235,0.1984051000230694,1.9855027198791504,1.953343152999878,0.03215956315398216,0.2918648355518241,0.21163177490234375
18,1.8755001112844365,1.8465694771781436,0.02893062069268317,0.33945516820389604,0.19573211669921875,1.9954472780227661,1.9628814458847046,0.03256579115986824,0.2943985502881232,0.21202396211170016
19,1.8653779111917992,1.8371506166129843,0.028227285326501792,0.34331778540929736,0.19258344850523748,1.9857559204101562,1.9543730020523071,0.0313829630613327,0.3005472123937841,0.20812499333941747
20,1.854321039482156,1.826644902180066,0.027676131406385394,0.34952762699927137,0.19021738745054156,1.9744189977645874,1.9428324699401855,0.031586531549692154,0.29594832748160077,0.20813743651859343
21,1.8445739493722966,1.817525881292898,0.02704808399363352,0.3483330875865258,0.18759869133954205,1.9840785264968872,1.9531258344650269,0.030952729284763336,0.3035530721776025,0.2060254869006929
22,1.8395528307059545,1.8128665209637247,0.02668633572629007,0.3502092914815315,0.18600522466452726,1.9664008617401123,1.9367295503616333,0.029671262949705124,0.30248394945521956,0.2016603227645632
23,1.825384305594505,1.799279006130724,0.026105307068246163,0.35839077226520544,0.1838280617062278,1.963643193244934,1.9333103895187378,0.03033285029232502,0.30646961361304126,0.2034208509657118
24,1.8182057484907455,1.7925448727484619,0.025660870439675916,0.3596226966012031,0.1816455296107701,1.9686692953109741,1.9393647909164429,0.029304519295692444,0.30471736615142225,0.19999183170379153
