architecture,condition,seed,epoch,train_balanced_accuracy,val_balanced_accuracy,train_task_ce,val_task_ce,train_optim_task_loss,train_optim_raw_reg_loss,train_optim_weighted_reg_loss,train_optim_total_loss,train_sat_loss,train_relative_tail_loss,train_capacity_loss,train_weighted_sat_loss,train_weighted_relative_tail_loss,train_weighted_capacity_loss,regularizer_warmup_scale,gradient_calibration_kappa,train_long_valid_fr_hz,train_long_tail_fr_hz,train_long_tail_valid_ratio,val_long_valid_fr_hz,val_long_tail_fr_hz,val_long_tail_valid_ratio,output_weight_norm_s2,output_weight_norm_s3,output_weight_norm_s4,output_weight_norm_s5,output_weight_norm_s6,output_weight_norm_s7,output_weight_energy_long_fraction
mid_long,sat_relative_tail,23,1,0.11933499815020347,0.12229437229437229,2.4655961099877417,2.463686943054199,2.5491514205932617,0.0,0.0,2.5491514205932617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1744702503575,22.663336482341826,1.49351747431235,13.335707806079151,21.110872419143096,1.583033516190239,0.18072688579559326,0.17092575132846832,0.17501291632652283,0.17676354944705963,0.17149470746517181,0.17118528485298157,0.31672973541132776
mid_long,sat_relative_tail,23,2,0.1314196128131585,0.09586940836940837,2.439687588539058,2.4471733570098877,2.461856412887573,0.0,0.0,2.461856412887573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.507218982858355,22.859075399341727,1.4740925129521998,13.524729213957553,21.455861876914508,1.5864171132366929,0.18075412511825562,0.17155888676643372,0.1756327748298645,0.17675969004631042,0.17076078057289124,0.17105142772197723,0.3147438241874886
mid_long,sat_relative_tail,23,3,0.13555583289328202,0.11607142857142856,2.4141858933099165,2.445418357849121,2.4376402854919434,0.0,0.0,2.4376402854919434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.804110070845965,23.3279239406606,1.4760669114608298,13.740103924986727,21.647451963241437,1.5754940487658902,0.18102893233299255,0.17232269048690796,0.17625702917575836,0.1772202104330063,0.17025677859783173,0.17114131152629852,0.3128383366362609
mid_long,sat_relative_tail,23,4,0.15868383683635254,0.10416666666666667,2.374520648572203,2.440096139907837,2.3994662284851076,0.0,0.0,2.3994662284851076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.774811440311298,23.612559798808554,1.4968521106039026,13.702513680390952,21.791940167880018,1.5903607670952724,0.1816183626651764,0.1734180748462677,0.1767381876707077,0.17786568403244019,0.17013929784297943,0.17163607478141785,0.31157687191735717
mid_long,sat_relative_tail,23,5,0.19524201702129007,0.11388888888888889,2.343819720404489,2.442150831222534,2.3671812057495116,0.0,0.0,2.3671812057495116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.761948626905834,23.833076667572545,1.512064100176624,13.766457228137503,22.172892548832397,1.610646238272025,0.1822652667760849,0.17413771152496338,0.17714083194732666,0.1784995198249817,0.17040318250656128,0.17250296473503113,0.3115604218035107
mid_long,sat_relative_tail,23,6,0.21158807007724875,0.14494348244348246,2.308160020644406,2.4230480194091797,2.3436129570007322,621.9182244539261,0.002985519796493463,2.346598482131958,0.0,621.9182244539261,0.0,0.0,0.0029855198502783927,0.0,0.1,4.800502273268839e-05,15.543255277557789,23.5849520531104,1.5173753265935004,13.442057430469335,21.7817559772447,1.620418309467391,0.1828756481409073,0.17480160295963287,0.17790472507476807,0.1791640967130661,0.171004056930542,0.17363828420639038,0.31219220935781905
mid_long,sat_relative_tail,23,7,0.23525512304045415,0.1637926887926888,2.261862190167793,2.4122395515441895,2.302080774307251,13.485053443908692,0.0001294700567086693,2.3022101879119874,0.0,13.485053443908692,0.0,0.0,0.00012947005942527093,0.0,0.2,4.800502273268839e-05,15.348067188420917,23.403362105780804,1.5248409990957732,13.109096153604977,21.418625929904124,1.6338751107576583,0.18370193243026733,0.17585867643356323,0.17863638699054718,0.1799895465373993,0.17145951092243195,0.1750127077102661,0.3124957702580305
mid_long,sat_relative_tail,23,8,0.26467480274107175,0.13403078403078403,2.215892759329686,2.4133262634277344,2.268631649017334,624.6029200077057,0.008995222904923139,2.277626895904541,0.0,624.6029200077057,0.0,0.0,0.008995223212162038,0.0,0.3,4.800502273268839e-05,15.225998068344861,23.366367726545278,1.5346361940715334,12.838339374025441,21.302462505470025,1.659284887620997,0.18456868827342987,0.17721153795719147,0.17932385206222534,0.18073402345180511,0.1717323362827301,0.17664025723934174,0.31282176314656235
mid_long,sat_relative_tail,23,9,0.24882168093276116,0.17804834054834054,2.203455702983574,2.399975061416626,2.2161631107330324,334458.67948989867,6.42227848911134,8.638441848754884,0.0,334458.67948989867,0.0,0.0,6.422278604823011,0.0,0.4,4.800502273268839e-05,14.192021833604898,21.866438902764656,1.5407557259380562,11.786882710243258,19.976926443091855,1.6948439154087052,0.1854487955570221,0.17836172878742218,0.17996418476104736,0.18136778473854065,0.1724332720041275,0.17835329473018646,0.3140011358568197
mid_long,sat_relative_tail,23,10,0.2689065923902217,0.17507215007215007,2.1958039213170695,2.359931707382202,2.218654823303223,282955.5513051033,6.79164381219307,9.01029829978943,0.0,282955.5513051033,0.0,0.0,6.791643836370932,0.0,0.5,4.800502273268839e-05,12.913779751436978,19.815390455484668,1.5344376965450193,10.563928916312378,18.075983609818195,1.7111042447385287,0.18620070815086365,0.1795630156993866,0.18114446103572845,0.18206274509429932,0.1732988804578781,0.17968305945396423,0.31451192039549025
mid_long,sat_relative_tail,23,11,0.2693451825712277,0.1806277056277056,2.188809452286686,2.338059425354004,2.2091384410858153,6138.467951750756,0.17680637578014285,2.3859448432922363,0.0,6138.467951750756,0.0,0.0,0.17680637614060452,0.0,0.6,4.800502273268839e-05,11.998223068683819,18.32871334963916,1.5276189853044448,9.784566763234132,16.879341210168278,1.725098475856184,0.18726997077465057,0.18107229471206665,0.18223877251148224,0.18277926743030548,0.17410697042942047,0.18103303015232086,0.31463202913185445
