architecture,condition,seed,epoch,train_balanced_accuracy,val_balanced_accuracy,train_task_ce,val_task_ce,train_optim_task_loss,train_optim_raw_reg_loss,train_optim_weighted_reg_loss,train_optim_total_loss,train_sat_loss,train_relative_tail_loss,train_capacity_loss,train_weighted_sat_loss,train_weighted_relative_tail_loss,train_weighted_capacity_loss,regularizer_warmup_scale,gradient_calibration_kappa,train_long_valid_fr_hz,train_long_tail_fr_hz,train_long_tail_valid_ratio,val_long_valid_fr_hz,val_long_tail_fr_hz,val_long_tail_valid_ratio,output_weight_norm_s2,output_weight_norm_s3,output_weight_norm_s4,output_weight_norm_s5,output_weight_norm_s6,output_weight_norm_s7,output_weight_energy_long_fraction
mid_long,sat_relative_tail_capacity,37,1,0.14916010085377604,0.10555555555555556,2.430856244289116,2.4414315223693848,2.6044284820556642,0.0,0.0,2.6044284820556642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.957249967500022,26.34862543622395,1.8878092387524554,9.68677861804014,21.070453912559177,2.1751765724591543,0.16820764541625977,0.16961440443992615,0.17976011335849762,0.17862167954444885,0.17930173873901367,0.17184002697467804,0.33298752069068577
mid_long,sat_relative_tail_capacity,37,2,0.1692646986784996,0.09583333333333334,2.365816284990557,2.4317636489868164,2.4059563636779786,0.0,0.0,2.4059563636779786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.547605090573251,25.75347145833603,1.9009611873212864,9.167471395546192,20.330190555754466,2.217644285820344,0.16805104911327362,0.17047251760959625,0.17922866344451904,0.17889058589935303,0.17874014377593994,0.17166922986507416,0.3316595781416121
mid_long,sat_relative_tail_capacity,37,3,0.19228470094429215,0.125,2.322176601308143,2.3992249965667725,2.35677056312561,0.0,0.0,2.35677056312561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09927686551868,26.501089211841997,1.879606270918284,9.455217360405667,20.887456737080797,2.209093238252604,0.1681233048439026,0.17127341032028198,0.17892035841941833,0.17939887940883636,0.17898115515708923,0.17202088236808777,0.3317480684453435
mid_long,sat_relative_tail_capacity,37,4,0.20851447246050614,0.16468253968253968,2.277381134935993,2.3432276248931885,2.3217944145202636,0.0,0.0,2.3217944145202636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.746041582425926,27.46722227254884,1.862684444433128,10.013853877957118,21.79130365596531,2.1761156016000163,0.16850462555885315,0.17194829881191254,0.17918796837329865,0.180399551987648,0.17945842444896698,0.17274992167949677,0.3318793599364835
mid_long,sat_relative_tail_capacity,37,5,0.23514334750031649,0.20674603174603176,2.2201012083667484,2.317401170730591,2.2589534282684327,0.0,0.0,2.2589534282684327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01952949602304,27.636181676221536,1.8400164721231254,10.25625075769927,22.10955961331901,2.155715586099684,0.16904768347740173,0.1726161539554596,0.17960503697395325,0.18173155188560486,0.1799304187297821,0.17359697818756104,0.3316999017598089
mid_long,sat_relative_tail_capacity,37,6,0.28570859625485306,0.20257936507936505,2.1738510751478026,2.2926816940307617,2.210687494277954,8877193.587668609,0.00021911905634971473,2.210906648635864,0.0,8877193.585533332,0.002135559885937255,0.0,0.00021911905329848004,5.271281469307597e-14,0.1,2.468336993974831e-10,15.370908890797681,27.897488989254548,1.8149537667194378,10.440723879754694,22.360981819628435,2.1417079962231322,0.1699056476354599,0.17322950065135956,0.1801580786705017,0.18303881585597992,0.1805650144815445,0.1744893193244934,0.33164483718406307
mid_long,sat_relative_tail_capacity,37,7,0.30715036520943634,0.22400793650793652,2.128056299665914,2.2605738639831543,2.169305372238159,5712520.583522988,0.0002820085273735673,2.1695873737335205,0.0,5712520.583521461,0.001402674317432684,0.0,0.00028200851770297423,6.92454581643498e-14,0.2,2.468336993974831e-10,15.699344497374879,28.30808518715032,1.803138034959598,10.615966657051723,22.677328241238015,2.1361529264199843,0.17059865593910217,0.17408262193202972,0.18088357150554657,0.18416336178779602,0.18140506744384766,0.17534498870372772,0.3318095217850801
mid_long,sat_relative_tail_capacity,37,8,0.32607934071558714,0.2378968253968254,2.0903050247034805,2.258737087249756,2.135123538970947,1299830.7096196176,9.625260983088246e-05,2.135219764709473,0.0,1299830.7087112428,0.0021921189501881598,0.0,9.625260672649448e-05,1.6232664899828113e-13,0.3,2.468336993974831e-10,15.75806936572006,28.36081598143379,1.7997646363411508,10.657168775683392,22.529339221068543,2.1140079222986548,0.17155210673809052,0.17494802176952362,0.18158388137817383,0.1852698028087616,0.18256732821464539,0.1761806756258011,0.33202583096706684
mid_long,sat_relative_tail_capacity,37,9,0.3558541235051728,0.26666666666666666,2.0423112075628387,2.2514960765838623,2.084126615524292,929246.4928661346,9.174773923490421e-05,2.0842183113098143,0.0,929246.491309166,0.0025795477580686566,0.0,9.174773964078903e-05,2.5468772635862815e-13,0.4,2.468336993974831e-10,15.595650825020916,28.008817223782348,1.7959376968639449,10.497042360092136,22.08378088077336,2.103809827874175,0.1724405735731125,0.17590048909187317,0.1819416731595993,0.1865045130252838,0.18393565714359283,0.17706380784511566,0.33271744952442167
mid_long,sat_relative_tail_capacity,37,10,0.35505903383517706,0.26011904761904764,2.009620121957513,2.2306156158447266,2.0497456312179567,1083733.359765625,0.0001337509504537593,2.0498793840408327,0.0,1083733.359765625,0.0026849978137761356,0.0,0.00013375095717570634,3.3137397162425896e-13,0.5,2.468336993974831e-10,15.609432410812483,27.847449950176646,1.7840142560780765,10.546672184807555,22.090782511835144,2.094573731385796,0.1734197735786438,0.1770152896642685,0.18261200189590454,0.18806679546833038,0.18523970246315002,0.17794479429721832,0.33279726912588725
