model_kind,history_ms,anchor_type,anchor_value,layer,state,corr_mean_mean,corr_mean_std,corr_mean_count,cosine_mean_mean,cosine_mean_std,cosine_mean_count,normalized_l2_mean_mean,normalized_l2_mean_std,normalized_l2_mean_count
a2,250,phase,0.5,L1,pre_reset,0.9577677584928408,0.006879171836335367,9,0.9618658198951423,0.0057715692706581815,9,0.2971451118660576,0.020060857979364424,9
a2,250,phase,0.5,L2,spike50,0.5333492262482247,0.046957887584006916,9,0.6823384689093197,0.037219542059956104,9,0.7150494696142435,0.03996765940540754,9
a2,250,phase,0.5,L2,syn_current,0.6800045059576358,0.04907964606399778,9,0.7265640442668004,0.03671314699177998,9,0.7088527909743306,0.046148306381944,9
a2,250,phase,0.5,L2,pre_reset,0.6548461735500828,0.05373819706700886,9,0.6896909760692241,0.04311178369567699,9,0.7378992366079772,0.04652774102498526,9
a2,250,phase,0.75,L1,spike50,0.8129614722568771,0.019857812970130256,9,0.823525339677436,0.018797237743885278,9,0.6349141904868921,0.01891430545838794,9
a2,250,phase,0.75,L1,syn_current,0.9628046431464011,0.005103500358589773,9,0.9664789459908119,0.004267141071694321,9,0.3135648921223441,0.008509852827093633,9
a2,250,phase,0.75,L1,pre_reset,0.9500617595496608,0.005153853740413217,9,0.9545661304017661,0.0038179061342681012,9,0.3317455778295705,0.009987222880901772,9
a2,250,phase,0.75,L2,spike50,0.4514906830333198,0.026050040158274137,9,0.6438787893027016,0.01797795749258391,9,0.7848649157346896,0.020535999340773336,9
a2,250,phase,0.75,L2,syn_current,0.5888950198357963,0.0257933420757356,9,0.6600616273104002,0.01684160676075889,9,0.7851362673213402,0.015188736826102755,9
a2,250,phase,0.75,L2,pre_reset,0.5592452728944912,0.026330848968088818,9,0.6161549737092787,0.018102534799523593,9,0.8136460752886321,0.012526242238179865,9
a2,250,phase,1.0,L1,spike50,0.7892867089846951,0.03102796483494837,9,0.7986506061638343,0.03100051660557973,9,0.67331557034316,0.06649782524580296,9
a2,250,phase,1.0,L1,syn_current,0.9572192869387407,0.007560071616855778,9,0.9613652352488447,0.006213256526603298,9,0.33732564309217095,0.031777426605846384,9
a2,250,phase,1.0,L1,pre_reset,0.9459903318536043,0.008610088917442159,9,0.9509509087529945,0.00630522182662953,9,0.3440146786505623,0.02409444698753437,9
a2,250,phase,1.0,L2,spike50,0.3704720488100789,0.04984919311431479,9,0.5800244637222512,0.040884912752202233,9,0.8221748230122757,0.04788256191418736,9
a2,250,phase,1.0,L2,syn_current,0.4972922227098707,0.05829884272859364,9,0.5765440737592233,0.048423753118600525,9,0.8331162466409767,0.04807235838254157,9
a2,250,phase,1.0,L2,pre_reset,0.4706931436857809,0.06089229432800109,9,0.5321563013018284,0.050703131659128514,9,0.8559957045924844,0.044990873338111304,9
a2,250,stroke,mid_stroke,L1,spike50,0.8687169003156946,0.0058370790977125145,3,0.8781090712266648,0.005321418901412959,3,1126126126.6107864,1950507666.1852543,3
a2,250,stroke,stroke_end,L1,spike50,0.8328519547078082,0.008033063287078862,3,0.842682436447863,0.007161772685931722,3,0.5810084777164471,0.012864287979730606,3
a2,250,stroke,mid_stroke,L1,syn_current,0.9805687375393575,0.0020005444164422413,3,0.9825013329394338,0.0012888112048180002,3,0.21256652255477018,0.004139844993054015,3
a2,250,stroke,stroke_end,L1,syn_current,0.9724116077279724,0.0029655415268873856,3,0.9752562277466611,0.0018943125565715803,3,0.27233393284346985,0.002251147656056548,3
a2,250,stroke,mid_stroke,L1,pre_reset,0.9701096514029482,0.002693063976039328,3,0.9727387971581484,0.0015394328873810593,3,0.24360194186654227,0.0040899711149204165,3
a2,250,stroke,stroke_end,L1,pre_reset,0.9601551718282805,0.003753943038083642,3,0.96378724582438,0.0018693371480439822,3,0.2962101063220251,0.005177105240856203,3
a2,250,stroke,mid_stroke,L2,spike50,0.6458978050984291,0.008797141554919794,3,0.7725433253774839,0.0036745093949016837,3,0.5871554566899363,0.005834437358720589,3
a2,250,stroke,stroke_end,L2,spike50,0.4879282229782606,0.011513508731793094,3,0.6710797874395599,0.0018228928093420322,3,0.7340536482663885,0.007824940917455761,3
a2,250,stroke,mid_stroke,L2,syn_current,0.7592730616093347,0.02123145409575894,3,0.7872445378930513,0.014251096018070505,3,1006764292.3611764,1743766904.6296897,3
a2,250,stroke,stroke_end,L2,syn_current,0.614491663267687,0.011369653198550584,3,0.6859869239329864,0.008076809033359191,3,0.727146866991943,0.011356959886526085,3
a2,250,stroke,mid_stroke,L2,pre_reset,0.7447452268338304,0.020411775001845912,3,0.7606387656282619,0.015318503634132676,3,1006764292.3823824,1743766904.6293957,3
a2,250,stroke,stroke_end,L2,pre_reset,0.5910195477624857,0.014141913904253301,3,0.6467553593649925,0.010812868224443165,3,0.7559962995408299,0.013504468434144544,3
a2,500,phase,0.25,L1,spike50,0.9969060377817708,0.00359462545002331,9,0.9970311997042679,0.0034509271218979972,9,0.01865060294435012,0.02081689821660187,9
a2,500,phase,0.25,L1,syn_current,0.9998729931478894,0.00013718649027926396,9,0.9998854030522693,0.00012341530970927584,9,0.003555711801590108,0.003846452393640038,9
a2,500,phase,0.25,L1,pre_reset,0.9995079566332371,0.000483073204798861,9,0.9995590656453673,0.0004320334508518446,9,0.007576782545848755,0.007631027336744011,9
a2,500,phase,0.25,L2,spike50,0.9920626409891126,0.008213297126850575,9,0.9945234996486919,0.005656551339593416,9,0.025331649457207055,0.02720742728951291,9
a2,500,phase,0.25,L2,syn_current,0.9955876469429401,0.004776000221524226,9,0.99668863701005,0.003862581617680287,9,0.0195100252334964,0.02131360269758873,9
a2,500,phase,0.25,L2,pre_reset,0.9946282700217173,0.005408371852863036,9,0.9960080479552472,0.004401137157018474,9,0.021342746674920633,0.022915440276631723,9
a2,500,phase,0.5,L1,spike50,0.9628356105732883,0.009653273903176775,9,0.965258726974615,0.009363255574316052,9,2645502645.72387,5611958580.851895,9
a2,500,phase,0.5,L1,syn_current,0.9981237089601606,0.000860592167827302,9,0.9983284217585149,0.0007586849395524733,9,0.0586632013851465,0.015424032835566811,9
a2,500,phase,0.5,L1,pre_reset,0.9932440154563182,0.0018492627016466845,9,0.9939802200037864,0.0015590049005550076,9,0.09953843141251238,0.017314698310087487,9
a2,500,phase,0.5,L2,spike50,0.8779553870185764,0.029172628042415463,9,0.9319603216300999,0.018550692651146544,9,0.29818981940670647,0.05672373430089644,9
a2,500,phase,0.5,L2,syn_current,0.9313334613011216,0.02007775425934922,9,0.9500312202768022,0.01458056308745897,9,0.27735360730168473,0.05711860956624572,9
a2,500,phase,0.5,L2,pre_reset,0.9246524200107148,0.02257454460301162,9,0.9422610700844157,0.01758899018953382,9,0.29620064966348875,0.06152403260462619,9
a2,500,phase,0.75,L1,spike50,0.9432314561305994,0.009235735359585343,9,0.9467518861075841,0.008978824149190344,9,0.3189171802852519,0.025534866222873452,9
a2,500,phase,0.75,L1,syn_current,0.9965029159315368,0.0007670098153458261,9,0.9968572942656291,0.0006530488175707117,9,0.09992834510042267,0.008755932450917287,9
a2,500,phase,0.75,L1,pre_reset,0.9896106329096899,0.0015610151788766156,9,0.9906397178878231,0.0011617834363612473,9,0.1437909580309094,0.008007806766255903,9
a2,500,phase,0.75,L2,spike50,0.7864850297803146,0.017829033852498108,9,0.8769101937577853,0.0182531202949794,9,0.45707508657717294,0.03838042742708027,9
a2,500,phase,0.75,L2,syn_current,0.8761056221800465,0.01406254356905328,9,0.908725943353057,0.01017992667085661,9,0.43251714903956295,0.03044158603850875,9
a2,500,phase,0.75,L2,pre_reset,0.8614285057424229,0.015509558745114064,9,0.8920553990156223,0.011058280991532572,9,0.4625523573814786,0.028685886476122486,9
a2,500,phase,1.0,L1,spike50,0.9318632394068701,0.016849384253884627,9,0.9354252813695799,0.016780332608456898,9,0.3611409307768145,0.04815948330398923,9
a2,500,phase,1.0,L1,syn_current,0.9958435527917078,0.0007609141535700392,9,0.9962729813085003,0.0005429290368721682,9,0.1179276683791785,0.009160661862890527,9
a2,500,phase,1.0,L1,pre_reset,0.9884600820382415,0.001874792973769431,9,0.9896173410001666,0.001191490747036383,9,0.15618265444101373,0.007040453377309971,9
a2,500,phase,1.0,L2,spike50,0.723029371760392,0.024762193929562176,9,0.8441546994231057,0.020893647996333566,9,0.5162607818845069,0.04209285788724358,9
a2,500,phase,1.0,L2,syn_current,0.8147982285231242,0.02192047579418802,9,0.8692707278015742,0.0136916761704421,9,0.5036287487116528,0.03264718624872064,9
a2,500,phase,1.0,L2,pre_reset,0.7949529347300337,0.02708008342624896,9,0.8466853951680886,0.01563229505930082,9,0.536492758223109,0.03060305934821022,9
a2,500,stroke,mid_stroke,L1,spike50,0.9783992872021495,0.0021924892577879886,3,0.9803766092427506,0.002028426597848859,3,0.14580865366151508,0.00678364018561555,3
a2,500,stroke,stroke_end,L1,spike50,0.9637862085140383,0.0033335757945361756,3,0.9663875889381862,0.0030827966243234914,3,0.2189034694569254,0.0108891587339018,3
a2,500,stroke,mid_stroke,L1,syn_current,0.99876904940423,0.0001583547732716128,3,0.9988957884356839,9.960744263757813e-05,3,0.04536832205651497,0.0007886511162382473,3
a2,500,stroke,stroke_end,L1,syn_current,0.9980690842813204,0.00031345498758164885,3,0.9982741134655809,0.00020836028261558067,3,0.0667581272516564,0.0007267425005431906,3
a2,500,stroke,mid_stroke,L1,pre_reset,0.9952967007797255,0.000811052130396751,3,0.995733633121417,0.0005895494842708825,3,0.07156305977637194,0.002782312344195936,3
a2,500,stroke,stroke_end,L1,pre_reset,0.992991304130395,0.001416620859186343,3,0.9936830242607027,0.0010276159851614571,3,0.1015441384636475,0.005127360700386351,3
a2,500,stroke,mid_stroke,L2,spike50,0.907191409607209,0.0056582763589783,3,0.9530900715386169,0.0029784723843090696,3,0.20825458777601039,0.0032367755014326167,3
a2,500,stroke,stroke_end,L2,spike50,0.8484446484978242,0.002848767065835714,3,0.922680860932695,0.0016922299825618968,3,0.3145217055510871,0.002573069611308739,3
a2,500,stroke,mid_stroke,L2,syn_current,0.9487222813639716,0.00533580268694483,3,0.9594319723917323,0.0030575345681817774,3,0.20233594795560483,0.00183740367173092,3
a2,500,stroke,stroke_end,L2,syn_current,0.9068819135158567,0.006870835387730852,3,0.9337700383035191,0.0040761180938807635,3,0.2995612942047929,0.007658567567175828,3
a2,500,stroke,mid_stroke,L2,pre_reset,0.9434680365888736,0.005358872950167448,3,0.951983104283447,0.0036433087276473777,3,0.21842333367608976,0.002342083152447144,3
a2,500,stroke,stroke_end,L2,pre_reset,0.89676845591389,0.009152499480209577,3,0.9214857583640014,0.004762270664679918,3,0.32446716657233,0.007934001338950104,3
a2,750,phase,0.25,L1,spike50,1.0,0.0,9,1.0,0.0,9,0.0,0.0,9
a2,750,phase,0.25,L1,syn_current,0.9999998287687699,2.608986814720024e-07,9,0.9999998424240862,2.394907349933787e-07,9,2.1822749842377584e-05,3.2745873766362634e-05,9
a2,750,phase,0.25,L1,pre_reset,0.9999967201916711,9.410872238047053e-06,9,0.9999970869765828,8.344040749026315e-06,9,5.351790793886291e-05,0.00010951865426294843,9
a2,750,phase,0.25,L2,spike50,0.9999780383009877,6.588509703665108e-05,9,0.9999798436135823,6.046915925316497e-05,9,8.248825641875556e-05,0.0002474647692562666,9
a2,750,phase,0.25,L2,syn_current,0.9999860343679808,2.6678307360309043e-05,9,0.9999901391697195,1.9188989876450973e-05,9,0.00011261057232778356,0.00018788348144472379,9
a2,750,phase,0.25,L2,pre_reset,0.9999746063602214,5.714709495657205e-05,9,0.9999831268499315,3.7840052377826126e-05,9,0.00014032842855619607,0.0002447461681425347,9
a2,750,phase,0.5,L1,spike50,0.9928084681042466,0.004471236999285012,9,0.9932584086449547,0.004251113420939827,9,0.05594834745697214,0.02944581159621225,9
a2,750,phase,0.5,L1,syn_current,0.9999113059290732,6.919852936891419e-05,9,0.9999212380909542,6.10563357979456e-05,9,0.007293588666731544,0.0044917940125285515,9
a2,750,phase,0.5,L1,pre_reset,0.998781221999045,0.0007436285838366586,9,0.9989199333028461,0.0006487295985074716,9,0.025027896867340443,0.012229129775655581,9
a2,750,phase,0.5,L2,spike50,0.980070603868204,0.010971251597566203,9,0.9895388530571656,0.00633701279655451,9,0.07483961204548563,0.03551050508671441,9
a2,750,phase,0.5,L2,syn_current,0.9910697355923885,0.005930513131143818,9,0.9939205478392176,0.003934979529869229,9,0.06145900997879023,0.03149524918501756,9
a2,750,phase,0.5,L2,pre_reset,0.989774601600089,0.006880310837849801,9,0.9929184638389573,0.00479047471482042,9,0.06633831305769082,0.03495481537552285,9
a2,750,phase,0.75,L1,spike50,0.9768523381048004,0.006385122032087716,9,0.9783071577436634,0.006243491193210706,9,1073075370.4283273,2635981055.63889,9
a2,750,phase,0.75,L1,syn_current,0.9996746116482851,0.00012783568411135597,9,0.9997086115285949,0.00011340370929340451,9,0.025917308639900723,0.005648676442792696,9
a2,750,phase,0.75,L1,pre_reset,0.9960319659343617,0.0008531370648149673,9,0.996450793819722,0.0006968003657559454,9,0.07280282101329158,0.009934482798353897,9
a2,750,phase,0.75,L2,spike50,0.9382693979689183,0.012830858057901746,9,0.9663567412497647,0.009882024111133283,9,0.21679554998363368,0.03848780865616453,9
a2,750,phase,0.75,L2,syn_current,0.9700441939919325,0.008368569655059985,9,0.9785675414583379,0.006099772200915712,9,0.18330588671218975,0.03517358911599282,9
a2,750,phase,0.75,L2,pre_reset,0.9652655009917329,0.010240057380729462,9,0.9746044277344547,0.007100326941588477,9,0.19733488027195012,0.03714045312215307,9
a2,750,phase,1.0,L1,spike50,0.9643484299787978,0.008768099034596303,9,0.9662935017653544,0.00879264496108437,9,1763668430.5667653,5291005291.01036,9
a2,750,phase,1.0,L1,syn_current,0.9995160505873582,7.954299865409717e-05,9,0.9995670029762803,5.2196174135751635e-05,9,0.03920966626098066,0.0024023429023738736,9
a2,750,phase,1.0,L1,pre_reset,0.9941923506462536,0.0009378855751245396,9,0.994806545914641,0.0006624924345869741,9,0.09869296193908447,0.005910677900871437,9
a2,750,phase,1.0,L2,spike50,0.899688778345269,0.012303885083766066,9,0.9460083964814786,0.011406557116328165,9,0.2952410041452756,0.02782420730631116,9
a2,750,phase,1.0,L2,syn_current,0.9466217565332666,0.0072553961689127144,9,0.9640785113394573,0.0041337181232315974,9,0.2651129784943932,0.018447141890053375,9
a2,750,phase,1.0,L2,pre_reset,0.9387553458233234,0.011463570639745534,9,0.9575429603253512,0.005144984488468,9,0.2857238665756972,0.01958462756005124,9
a2,750,stroke,mid_stroke,L1,spike50,0.9929650486021124,0.0007719639647281196,3,0.9935922363281842,0.0007320255799605133,3,0.0598943822024099,0.002036353709841192,3
