objective,phase_weight,progress_weight,seed,fixed_when_architecture,ablation,replicate,native_test_phase_ba,native_test_progress_mae,probe_test_phase_ba,probe_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd
progress_heavy,0.2,1.0,11,rsnn_shortmem,temporal_shuffle,2,0.12367279501455357,0.2713817635627642,0.22423583878862413,0.1965741515159607,0.19383360374055497,0.04672721134006203,0.5851769053356789,0.2728233845048465,0.44984599362502925,0.043129806060954956
progress_heavy,0.2,1.0,11,rsnn_shortmem,temporal_shuffle,3,0.12855667045317826,0.26877266413544953,0.23025951269593917,0.1944686472415924,0.1933825627887902,0.04358789718217513,0.6015203155660724,0.23282917906657638,0.45446462756342537,0.041484108277833165
progress_heavy,0.2,1.0,11,rsnn_shortmem,temporal_shuffle,4,0.12218674031550103,0.27258828241531163,0.23962443236326866,0.1928861141204834,0.19079351603780706,0.04504460339153706,0.5908194141929458,0.24453227474242328,0.45088205479292764,0.04316406102801415
progress_heavy,0.2,1.0,23,rsnn_shortmem,ordered,0,0.388636218269738,0.16108468134109288,0.3621234470829434,0.1154334545135498,0.12473766868040986,0.06161700079625701,0.929763484141111,0.05301076793678573,0.3000479287053581,0.058172922612134054
progress_heavy,0.2,1.0,23,rsnn_shortmem,state_reset,0,0.15963860933943505,0.26142667091056093,0.31814363573196325,0.13740156590938568,0.1405340007519069,0.03555278668137227,0.8836783894387698,0.06450491541695563,0.3946427528457348,0.05660697902262956
progress_heavy,0.2,1.0,23,rsnn_shortmem,temporal_shuffle,0,0.13383585933905734,0.2537645607778471,0.2730279228555141,0.1696024239063263,0.17004319984618932,0.043363481700400386,0.7589659712656057,0.17966830113972945,0.4372923296384924,0.04182310955834544
progress_heavy,0.2,1.0,23,rsnn_shortmem,temporal_shuffle,1,0.12541596339373068,0.2556894674693068,0.26272790935838236,0.17687562108039856,0.17898273146519922,0.0460360440068956,0.743021419649213,0.17429125364423845,0.4402221494300562,0.04217241493878935
progress_heavy,0.2,1.0,23,rsnn_shortmem,temporal_shuffle,2,0.12998973720548848,0.26294887229187847,0.26358850293908936,0.17262320220470428,0.17324090299949255,0.0465811154353582,0.736195454746711,0.20088054482109174,0.4445517396955988,0.04031976232937793
progress_heavy,0.2,1.0,23,rsnn_shortmem,temporal_shuffle,3,0.12716664955385587,0.25577372067595183,0.27191264669156234,0.1701415479183197,0.17034644817244515,0.048597261666419735,0.7541287727632286,0.1818521647392563,0.4414266867683821,0.0407607902098023
progress_heavy,0.2,1.0,23,rsnn_shortmem,temporal_shuffle,4,0.11992550087233074,0.2578135516545544,0.2793462421483158,0.1718025654554367,0.1727029960347365,0.04712330081423402,0.7484839792527478,0.17353378265072242,0.4453046158234014,0.04170793661659318
progress_heavy,0.2,1.0,37,rsnn_shortmem,ordered,0,0.3769973145484447,0.16218286181149416,0.34994221916542767,0.11690715700387955,0.12623485869230472,0.05847171637672584,0.9353774627090933,0.055881168969678714,0.31129208146551,0.06051377979176641
progress_heavy,0.2,1.0,37,rsnn_shortmem,state_reset,0,0.1496885420438184,0.2617100918129699,0.3153631410635894,0.14446665346622467,0.14843189323397532,0.036165706360172634,0.8467742700016123,0.09309476176308969,0.40191973973026346,0.05329215905185284
progress_heavy,0.2,1.0,37,rsnn_shortmem,temporal_shuffle,0,0.12395298727275153,0.22542812073067442,0.2864232495546152,0.15292572975158691,0.15699080086938322,0.05306892553234178,0.8387830995962038,0.14367577618985425,0.42671339633408395,0.040459170301490134
progress_heavy,0.2,1.0,37,rsnn_shortmem,temporal_shuffle,1,0.12504759284931094,0.22772578670553964,0.29057773161928924,0.15532180666923523,0.15870546753684137,0.05449104385966953,0.8247544647745736,0.16934901204721928,0.42988814360841887,0.04049370091912349
progress_heavy,0.2,1.0,37,rsnn_shortmem,temporal_shuffle,2,0.12967460226328625,0.22568411696447085,0.27682620394188623,0.15541204810142517,0.15861162558606226,0.05299607119373058,0.8399480628463478,0.1435183877235648,0.42763531185530546,0.03895526084844191
progress_heavy,0.2,1.0,37,rsnn_shortmem,temporal_shuffle,3,0.1281490608126048,0.225260563092689,0.2988914414871443,0.15052630007266998,0.1537164460408361,0.05276882244177386,0.8495047674228213,0.12224611308032717,0.43010744745182267,0.0367108684593248
progress_heavy,0.2,1.0,37,rsnn_shortmem,temporal_shuffle,4,0.13187967538154055,0.228847911913101,0.304610201208592,0.15561026334762573,0.15955147805483375,0.050408992392656816,0.8236101918761867,0.14992989330552398,0.42380410318032785,0.04117833775305356
progress_heavy,0.2,1.0,53,rsnn_shortmem,ordered,0,0.35640802974143976,0.15946424987218152,0.3500317058099731,0.11500465124845505,0.12494653575632671,0.06013644805164433,0.9525552528171398,0.04555465128377148,0.2743869548999308,0.0668829327867423
progress_heavy,0.2,1.0,53,rsnn_shortmem,state_reset,0,0.14526836482124225,0.276002583438403,0.3160834530666997,0.14264295995235443,0.14639796224767215,0.03649667234657556,0.8593099032856742,0.07859111204942003,0.39525474584498477,0.05192737251191416
progress_heavy,0.2,1.0,53,rsnn_shortmem,temporal_shuffle,0,0.12721257289930193,0.21205979177396592,0.2765720772208426,0.16055084764957428,0.16241022326970753,0.05484015784552192,0.773554014080396,0.1735135581625282,0.42509469331586924,0.0473898812924425
progress_heavy,0.2,1.0,53,rsnn_shortmem,temporal_shuffle,1,0.12479820186236142,0.21607801522294137,0.28733443287037275,0.15719546377658844,0.156225396958116,0.04726659245878275,0.7845203580115467,0.17211561333106032,0.42245376279364677,0.04303234989937003
progress_heavy,0.2,1.0,53,rsnn_shortmem,temporal_shuffle,2,0.12427090605720584,0.21165547632191278,0.28100155168931185,0.15404224395751953,0.15527975748050704,0.04380644400160505,0.7955406748365226,0.14971831217420134,0.42908253497108695,0.03914538383212529
progress_heavy,0.2,1.0,53,rsnn_shortmem,temporal_shuffle,3,0.13135296753918407,0.21481336632820025,0.28117080381375986,0.15704992413520813,0.15681942128767706,0.044481898996017795,0.7878844367425564,0.17671166453203,0.4160658730595274,0.04334780406072108
progress_heavy,0.2,1.0,53,rsnn_shortmem,temporal_shuffle,4,0.12358753020476146,0.2161359101125639,0.28531837724533327,0.15374115109443665,0.15421439079593305,0.0443139493896361,0.7826938117375268,0.16189662061661902,0.4220896045776367,0.04793814666357264
progress_heavy,0.2,1.0,71,rsnn_shortmem,ordered,0,0.3843150964803578,0.15895287631309196,0.36626496423266414,0.11635474860668182,0.12647578474899676,0.062359646672584375,0.9321613418670247,0.056726317636471624,0.29515485335591685,0.05572535428548244
progress_heavy,0.2,1.0,71,rsnn_shortmem,state_reset,0,0.14222161770988764,0.2733604614048788,0.31305551980885504,0.1452656090259552,0.14722102513052013,0.037130379682791294,0.8618018696075636,0.08395855800624635,0.39653360734153525,0.051780866129080644
progress_heavy,0.2,1.0,71,rsnn_shortmem,temporal_shuffle,0,0.12375637157338448,0.24477357733739566,0.2645302078470589,0.1789606362581253,0.1790837108170333,0.05167649058182581,0.6993461527061499,0.2552235762857647,0.44410010727147664,0.03987573443058533
progress_heavy,0.2,1.0,71,rsnn_shortmem,temporal_shuffle,1,0.12455835413343282,0.24929092354970436,0.2510016230162201,0.17893855273723602,0.17839516724829804,0.04435183223626858,0.705929947083155,0.22370861001209943,0.44191798151345923,0.03589187042389691
progress_heavy,0.2,1.0,71,rsnn_shortmem,temporal_shuffle,2,0.1175452821681839,0.2451296244582085,0.26177243701703157,0.17670100927352905,0.1771967576893225,0.049209620534898996,0.6890634913594598,0.23389601370917054,0.44502598524067893,0.04778947557704442
progress_heavy,0.2,1.0,71,rsnn_shortmem,temporal_shuffle,3,0.1247199732851298,0.24601341273686658,0.25946207772577473,0.1775275617837906,0.17771099885440853,0.04949230956525095,0.6877674749548318,0.2675044593558716,0.44911175877793863,0.035274811268151775
progress_heavy,0.2,1.0,71,rsnn_shortmem,temporal_shuffle,4,0.12303676598926232,0.24565259724447172,0.25804915270009154,0.18071326613426208,0.18010344070522752,0.047370585702079235,0.6902994437918457,0.23681164392549126,0.44758743142261054,0.03728593647975284
progress_only,0.0,1.0,11,rsnn_shortmem,ordered,0,0.06473519981461753,0.1618309053656173,0.327778061091876,0.12847866117954254,0.1377706378698349,0.059988651799055145,0.8926944470518924,0.08876374909877784,0.33039043307819776,0.06030818778587448
progress_only,0.0,1.0,11,rsnn_shortmem,state_reset,0,0.06525170912774263,0.2997554165043243,0.31424189169431627,0.14750902354717255,0.1506390338891173,0.03852239661053863,0.8575007779838734,0.09194846226414581,0.40180371784662106,0.05288731060237327
progress_only,0.0,1.0,11,rsnn_shortmem,temporal_shuffle,0,0.10529470637646224,0.2542573589168183,0.23830565019330932,0.17824633419513702,0.17947233350921984,0.05453887304517664,0.6819981812576925,0.22860816560346345,0.45132761560926815,0.04230118145926786
progress_only,0.0,1.0,11,rsnn_shortmem,temporal_shuffle,1,0.10970334671543021,0.252021753624694,0.235896329204596,0.18483592569828033,0.18909077963804546,0.06120776419825728,0.6823140815375816,0.19760380283237822,0.45155244048865506,0.039624047073493714
progress_only,0.0,1.0,11,rsnn_shortmem,temporal_shuffle,2,0.10361507540993276,0.25170095652750096,0.23764924736256132,0.18423330783843994,0.18673985926051662,0.05590384374815779,0.6785227103149725,0.21690274193140108,0.4503683520306543,0.03837594285308323
progress_only,0.0,1.0,11,rsnn_shortmem,temporal_shuffle,3,0.10407058433364609,0.251139954344867,0.23862826485922456,0.1839708685874939,0.1866183073247132,0.05979352435010932,0.6468354770187964,0.25001522391329284,0.45715659686747934,0.03875390594674152
progress_only,0.0,1.0,11,rsnn_shortmem,temporal_shuffle,4,0.10205155657677314,0.24959169022024494,0.24058270473744056,0.1826729029417038,0.18515015633343018,0.05773951963527146,0.696859834762557,0.2113297915414804,0.45712773824841396,0.041131044887796904
progress_only,0.0,1.0,23,rsnn_shortmem,ordered,0,0.18842872312427345,0.1627181833737517,0.3431233445491393,0.1217031478881836,0.1312790316057532,0.06055180737293499,0.9056632001520212,0.06874368535753242,0.33349996207938953,0.06128400003838008
progress_only,0.0,1.0,23,rsnn_shortmem,state_reset,0,0.1934812039049045,0.30516952357880056,0.32066082440766347,0.13709968328475952,0.14062690081661694,0.0371912843814761,0.886031316606915,0.06444952239891386,0.39714631569089415,0.057800368084124296
progress_only,0.0,1.0,23,rsnn_shortmem,temporal_shuffle,0,0.0704021809653271,0.24263158889665995,0.22296553672106753,0.1960001438856125,0.19281746666521243,0.03880873080893556,0.5998850954509906,0.2563593149834225,0.4510470299519157,0.03959352303164772
progress_only,0.0,1.0,23,rsnn_shortmem,temporal_shuffle,1,0.07113111476504,0.24214237683439907,0.2253001523778285,0.19848988950252533,0.1968595191121918,0.04168548955518085,0.593508716990212,0.2505487855502158,0.4583306288937693,0.03688748093691399
progress_only,0.0,1.0,23,rsnn_shortmem,temporal_shuffle,2,0.06760929331881553,0.24393846564096947,0.21769918182880632,0.201059490442276,0.19812943260759525,0.04190320184398279,0.5779267871562768,0.26212257901033326,0.44898472247612475,0.03832045557784179
progress_only,0.0,1.0,23,rsnn_shortmem,temporal_shuffle,3,0.06353574129208596,0.24367305024029456,0.22309102723117716,0.19824551045894623,0.1971618753589996,0.03822877713651518,0.6021965478881063,0.22369728256535298,0.4574990468986279,0.041894966021060596
progress_only,0.0,1.0,23,rsnn_shortmem,temporal_shuffle,4,0.07317382433752942,0.2445972847611937,0.21544704782238386,0.1997210681438446,0.1980938839483751,0.03623723104411408,0.5774354352895045,0.2315139554671921,0.45681733229912524,0.04157332169927872
progress_only,0.0,1.0,37,rsnn_shortmem,ordered,0,0.0809038526624923,0.1690711599506744,0.3352096884074139,0.12583595514297485,0.13593693615945235,0.062869121380311,0.9111857693232521,0.06172605437350098,0.3247106150581003,0.05887733719012532
progress_only,0.0,1.0,37,rsnn_shortmem,state_reset,0,0.0996078427045059,0.2975561553484773,0.3146370253605548,0.14310824871063232,0.1468630802549728,0.03525008550815251,0.8531822856067562,0.08968408835265522,0.39885616918220523,0.050701359891755865
progress_only,0.0,1.0,37,rsnn_shortmem,temporal_shuffle,0,0.08960111758821106,0.23125841846204784,0.23370371951193353,0.18770162761211395,0.186814844761401,0.046020130434932756,0.6495467488098399,0.24503816741606166,0.451767986317367,0.045338736874567576
progress_only,0.0,1.0,37,rsnn_shortmem,temporal_shuffle,1,0.09228901087673964,0.24335008451383408,0.22942459019302092,0.19424182176589966,0.19331273962169476,0.04519009269192359,0.6010035296215274,0.27399911651526376,0.4550465693869393,0.04466609007324438
progress_only,0.0,1.0,37,rsnn_shortmem,temporal_shuffle,2,0.09193872490335378,0.23665707895200547,0.23279227490527216,0.19272632896900177,0.1934508885422798,0.04959611251143782,0.6396042968394684,0.24195868794070083,0.4540741842833039,0.040952928498144005
progress_only,0.0,1.0,37,rsnn_shortmem,temporal_shuffle,3,0.09577574743683517,0.23005483248462416,0.23803650867980858,0.19023028016090393,0.1904955216466564,0.048880318651437944,0.6668893557788291,0.2414511809559543,0.45788828095654877,0.04149745429101892
progress_only,0.0,1.0,37,rsnn_shortmem,temporal_shuffle,4,0.09376883917782972,0.23458314921757947,0.239465848615023,0.19152304530143738,0.1912929805072203,0.03852775197477088,0.6546515215837693,0.23012028353699782,0.44594069854878066,0.04339086626712992
progress_only,0.0,1.0,53,rsnn_shortmem,ordered,0,0.1618091600116412,0.1636672215918972,0.348345005333974,0.1209772601723671,0.1291957898448183,0.05689230129718871,0.9116364715522915,0.08272311809979466,0.30740778938025565,0.06266728117702597
progress_only,0.0,1.0,53,rsnn_shortmem,state_reset,0,0.12829151189118865,0.2915068325931079,0.31535317743388275,0.14064735174179077,0.14405022551343866,0.03689260111687069,0.8667970267657241,0.07116219578951634,0.39526198369555643,0.051604723234504116
progress_only,0.0,1.0,53,rsnn_shortmem,temporal_shuffle,0,0.10954632779870757,0.23305589858799763,0.2309528430819457,0.18858702480793,0.1866855952021194,0.05038213517936254,0.6772471078449938,0.22551645807568907,0.4518937730714674,0.04092876769983862
progress_only,0.0,1.0,53,rsnn_shortmem,temporal_shuffle,1,0.10474232178321956,0.22939943614071362,0.2402535093098289,0.18726809322834015,0.18753634245224196,0.05077245866761034,0.675568046026145,0.24875851829563295,0.44636143077431534,0.04116898904157884
progress_only,0.0,1.0,53,rsnn_shortmem,temporal_shuffle,2,0.104043910930542,0.23355796239147447,0.23131723002945112,0.18696613609790802,0.18558924048118394,0.043360371472759215,0.6736888271950919,0.20384282907984183,0.4521921774824482,0.040594184489613855
progress_only,0.0,1.0,53,rsnn_shortmem,temporal_shuffle,3,0.10235690159819173,0.2365477934275588,0.23830718014123686,0.1903039813041687,0.19185160922065173,0.04923192318792576,0.6755796642303649,0.2144228448485456,0.4494993726222536,0.039116438550640516
progress_only,0.0,1.0,53,rsnn_shortmem,temporal_shuffle,4,0.10017491601723402,0.234980289250204,0.23071748408898024,0.19043539464473724,0.19008472689414677,0.05201640890788671,0.6589619523733344,0.24339180782576852,0.451373648004883,0.04170464856120264
progress_only,0.0,1.0,71,rsnn_shortmem,ordered,0,0.09114077875556412,0.15623839097480252,0.35087525528280633,0.11768637597560883,0.1253442769640521,0.05691964326936686,0.8968781345769773,0.09446562809169715,0.3176409093426221,0.06030142707664838
progress_only,0.0,1.0,71,rsnn_shortmem,state_reset,0,0.08838335405575568,0.2904000216967439,0.30838085222739803,0.14411509037017822,0.14633888975806433,0.039130356017045516,0.8668481875581114,0.08449770104675693,0.3972430583640324,0.05753326235690555
progress_only,0.0,1.0,71,rsnn_shortmem,temporal_shuffle,0,0.10436134509200552,0.24044578042748857,0.261814067923937,0.17416059970855713,0.17506028446432662,0.05212479264930583,0.7105257097387122,0.2295110410618914,0.4518734317526437,0.0433298953977487
progress_only,0.0,1.0,71,rsnn_shortmem,temporal_shuffle,1,0.11514076021010307,0.2370388099592026,0.25417386193754743,0.17574650049209595,0.17760783985053022,0.05384813219525335,0.7209021160006834,0.19789326133316548,0.45699910436079433,0.04059482984041024
progress_only,0.0,1.0,71,rsnn_shortmem,temporal_shuffle,2,0.10381135826580434,0.23232738939050127,0.26243147237663816,0.17095069587230682,0.17036855077906832,0.04760887034102419,0.7188170414649689,0.21587803064159383,0.4599388567708224,0.039340336755006575
progress_only,0.0,1.0,71,rsnn_shortmem,temporal_shuffle,3,0.10846688290991029,0.23928539393699333,0.2550724826453764,0.17575603723526,0.17594706971351415,0.05293391385712488,0.6954774201071485,0.2431438465042138,0.45311694426861004,0.044585803315063684
progress_only,0.0,1.0,71,rsnn_shortmem,temporal_shuffle,4,0.11269313311529258,0.24152192350936263,0.2606298215994975,0.1795138418674469,0.17927359463009115,0.04694022333629159,0.698456424248814,0.19998497903251658,0.4546491296336388,0.038913365128899695
