objective,phase_weight,progress_weight,seed,fixed_when_architecture,best_epoch,phase_head_trained,progress_head_trained,native_train_loss,native_train_objective_loss,native_train_phase_accuracy,native_train_phase_balanced_accuracy,native_train_phase_ce,native_train_phase_macro_f1,native_train_progress_loss,native_train_progress_mae,native_train_progress_r2,native_train_progress_sample_balanced_mae,native_val_loss,native_val_objective_loss,native_val_phase_accuracy,native_val_phase_balanced_accuracy,native_val_phase_ce,native_val_phase_macro_f1,native_val_progress_loss,native_val_progress_mae,native_val_progress_r2,native_val_progress_sample_balanced_mae,native_test_loss,native_test_objective_loss,native_test_phase_accuracy,native_test_phase_balanced_accuracy,native_test_phase_ce,native_test_phase_macro_f1,native_test_progress_loss,native_test_progress_mae,native_test_progress_r2,native_test_progress_sample_balanced_mae,probe_u_test_phase_ba,probe_u_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd
phase_only,1.0,0.0,11,rsnn_shortmem,82,True,False,1.5622945902885135,1.4755315409264753,0.4565796305290837,0.4521169528817521,1.4755315409264753,0.42657874545486,0.08676304974674974,0.3697517216205597,-1.0641648769378662,0.3668069790234459,1.860835075378418,1.7844709157943726,0.3660784830129049,0.36055359074798643,1.7844709157943726,0.3317735088874044,0.0763641968369484,0.34895220398902893,-0.8428968191146851,0.34311766851515996,2.0561863918827004,1.9766526107918727,0.36779324055666,0.36221581208496306,1.9766526107918727,0.33513707764196266,0.07953373995954044,0.35706937313079834,-0.9507474899291992,0.34759660289712146,0.34542056231670626,0.11966448277235031,0.12965056187894247,0.05889905498360736,0.9388784757241235,0.04653033304575845,0.31473852916186823,0.06166746582110129
phase_only,1.0,0.0,23,rsnn_shortmem,90,True,False,1.4832264156226653,1.416396152131939,0.4753713969886278,0.47188728975947863,1.416396152131939,0.4544389767920217,0.06683025232126709,0.30935895442962646,-0.5392987728118896,0.31376888912023654,1.849281907081604,1.7824419736862183,0.3731015714160302,0.36833803887083183,1.7824419736862183,0.3386228657249414,0.06683989614248276,0.30902737379074097,-0.5219818353652954,0.3139401087685237,1.9208084965405399,1.8390165681708348,0.3874254473161034,0.38255742044975777,1.8390165681708348,0.3608812174478847,0.08179193204396391,0.35056400299072266,-0.9076739549636841,0.3519203107650966,0.36321816864189993,0.11387139558792114,0.12249497946811048,0.05833857583206001,0.9377768368583566,0.05839537697206157,0.30432927763496115,0.060336681931620194
phase_only,1.0,0.0,37,rsnn_shortmem,57,True,False,1.4991437005914632,1.4661791667265243,0.4648366188219137,0.4608037189307176,1.4661791667265243,0.443039624377894,0.03296452679906983,0.2026681751012802,0.26061779260635376,0.2091508592878069,1.792320728302002,1.755211591720581,0.3742428232815381,0.369305317127255,1.755211591720581,0.34774170668289656,0.037109166383743286,0.22094330191612244,0.1659146547317505,0.2274377459571475,1.8954083233663481,1.8507658504459956,0.3946322067594433,0.3896535177513972,1.8507658504459956,0.37213222845692195,0.044642442556684966,0.24266797304153442,0.038313865661621094,0.25633003940321,0.36300623221313544,0.11295441538095474,0.1231906761810796,0.060682128070534816,0.9503672785218182,0.04488384466803307,0.29559707746599995,0.058949505031437914
phase_only,1.0,0.0,53,rsnn_shortmem,68,True,False,1.5184594901621649,1.485894211803574,0.40249886947929053,0.40123511600281836,1.485894211803574,0.36690341460986453,0.03256527058741722,0.21361415088176727,0.19827759265899658,0.2072796091155218,1.8291786909103394,1.795485258102417,0.31270301114915283,0.3118927104802467,1.795485258102417,0.2648854629868689,0.033693425357341766,0.21722956001758575,0.17976528406143188,0.21184215848408047,1.9089085598514504,1.8768137595424914,0.33780649436713056,0.33677132404345433,1.8768137595424914,0.2921270133884363,0.032094790919186315,0.21103784441947937,0.22767621278762817,0.20739576914539076,0.36993051052420445,0.1134537011384964,0.12304065570439378,0.059843049527555876,0.94780774156774,0.04040142545186896,0.2908509532818454,0.05930298423300676
phase_only,1.0,0.0,71,rsnn_shortmem,34,True,False,1.6121385715093957,1.5840856780693986,0.43586179174971107,0.4326908394579533,1.5840856780693986,0.4156905887769865,0.028052886816546347,0.19316601753234863,0.3311591148376465,0.19110563412795994,1.8078914880752563,1.7785862684249878,0.36291809323149854,0.35838907063722064,1.7785862684249878,0.3368385946692875,0.029305163770914078,0.1955116093158722,0.3221503496170044,0.19742547898065477,1.915668198507126,1.885228359535949,0.3740888005301524,0.36960473211513045,1.885228359535949,0.3516922787030784,0.030439854153010943,0.19718345999717712,0.30979686975479126,0.20092928409576416,0.34888763312641213,0.11900126188993454,0.12737795618707187,0.05624436801002051,0.9369189237866024,0.06501144906360352,0.28679684406369504,0.06158096885772233
phase_heavy,5.0,1.0,11,rsnn_shortmem,72,True,True,1.5302918431270554,7.579190277524948,0.4472842380290418,0.44477324031483423,1.5122246061052596,0.4279642430379842,0.018067246998649044,0.15423206984996796,0.5540577173233032,0.14954732412315278,1.8100186586380005,8.969294711947441,0.36063558950048286,0.3578997829394055,1.7898190021514893,0.333151801004916,0.020199701189994812,0.1609913408756256,0.5264243483543396,0.16067681993756974,1.8946439958598515,9.396136784390226,0.3724320742213386,0.3691719312033691,1.8753731969284684,0.3509801625025558,0.01927079974788509,0.15455909073352814,0.5658751726150513,0.15832695569077584,0.36255114174797337,0.11676163971424103,0.12672121200251252,0.05843995431848081,0.9394787809201003,0.05621036138285989,0.3073873243206969,0.06277828021494797
phase_heavy,5.0,1.0,23,rsnn_shortmem,73,True,True,1.4997119511671608,7.425921144303762,0.45138760949302426,0.4482696314744253,1.4815522980156535,0.4280253100810977,0.018159654225493666,0.15439794957637787,0.5553007125854492,0.1498809656875269,1.795273780822754,8.89212317764759,0.36397155649196733,0.35989080429094483,1.77421236038208,0.33152242701806134,0.021061375737190247,0.16574276983737946,0.509088933467865,0.16605015406532894,1.8239622083428788,9.040088153814208,0.3841948310139165,0.38007719593358175,1.80403149454561,0.35857096437300956,0.0199306810861581,0.15758633613586426,0.5438750982284546,0.16019962585135683,0.35630687691791485,0.11306819319725037,0.12195952861786705,0.05881700585917289,0.9377093937421854,0.055741048705899784,0.2996989500240901,0.06051143557491199
phase_heavy,5.0,1.0,37,rsnn_shortmem,71,True,True,1.5038180585161953,7.446521568187414,0.452325522970506,0.4482180177107754,1.485675881118249,0.421922319340901,0.018142162596168902,0.151642844080925,0.5582062005996704,0.1477672983980425,1.7784148454666138,8.808242406696081,0.3666930032481784,0.36176226891579566,1.75745689868927,0.33391007219676927,0.020957913249731064,0.16582678258419037,0.5055198669433594,0.16521281287783668,1.906886288564499,9.446761117737791,0.3816269052352551,0.37697835650923706,1.8849686955752438,0.35446365973920174,0.021917639861572278,0.16273318231105804,0.5132846832275391,0.16820776789155725,0.357156929418181,0.11788730323314667,0.12833835419318448,0.0613503179672097,0.949463051773713,0.04682532804440219,0.2930957491307406,0.059089940253965204
phase_heavy,5.0,1.0,53,rsnn_shortmem,24,True,True,1.6002308031778123,7.913021198876215,0.39094243556031955,0.39081308061722153,1.5781975929174898,0.36389190174568375,0.022033234288765313,0.1639905720949173,0.4756845235824585,0.1624692910304373,1.8557180166244507,9.177007986232638,0.3253445702747783,0.32634267021606844,1.830322504043579,0.29062302471056,0.02539546601474285,0.1762455552816391,0.41504400968551636,0.17937617831759983,1.9620164028585774,9.704081406076886,0.3383863485752154,0.3394251880577731,1.9355162545426252,0.30636925836593626,0.02650013336375968,0.1794370710849762,0.40856271982192993,0.18603482311719086,0.356647957039686,0.11463183909654617,0.12378495931625366,0.061332000568349275,0.9457673167596237,0.05221126755321172,0.27202496989576264,0.056278285851150515
phase_heavy,5.0,1.0,71,rsnn_shortmem,79,True,True,1.600823310894728,7.9252389762326185,0.41953204816855644,0.4163160186011378,1.581103916217456,0.39302375277137674,0.01971939514533788,0.1648842841386795,0.5131620168685913,0.15975029333117907,1.809273600578308,8.96485222876072,0.35413923272759196,0.3502479029731468,1.7888946533203125,0.318138396093756,0.0203789621591568,0.16380815207958221,0.5211913585662842,0.1634825449141245,1.8956361600797471,9.393930340109213,0.3742544731610338,0.3704078319526739,1.8745735410141617,0.3415305692848528,0.021062635038405247,0.1653704047203064,0.5163600444793701,0.1670488331415882,0.3574905506403437,0.12110256403684616,0.1294410592838101,0.05910993587399743,0.9160149740425378,0.08399124402484066,0.3186609026427361,0.05813272417074227
