probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,dynamics_only,diagonal,on,D,11,l1,pre_reset,valid,whole_mean,128,10.0,0.5503274503274503,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.2936584249084249}, {""C"": 0.01, ""val_balanced_accuracy"": 0.31797126484626487}, {""C"": 0.1, ""val_balanced_accuracy"": 0.46511301198801197}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5220536408036408}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5503274503274503}]",1.0,1.0,1.0,0.5621301775147929,0.5503274503274503,0.5452922795073796,0.47701149425287354,0.4749535799168152,0.46249009939833646
l1__pre_reset__valid__fixed250_ordered_mean,original,dynamics_only,diagonal,on,D,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,1.0,0.6168203324453324,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5720328282828283}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5880144161394161}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6088477494727494}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6168203324453324}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5841720779220778}]",1.0,1.0,1.0,0.6331360946745562,0.6168203324453324,0.6232768321003614,0.6839080459770115,0.684124045888752,0.6742191844097557
l1__pre_reset__window__whole_mean,original,dynamics_only,diagonal,on,D,11,l1,pre_reset,window,whole_mean,128,10.0,0.500823482073482,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.33735882173382176}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4329247141747142}, {""C"": 0.1, ""val_balanced_accuracy"": 0.49895000832500824}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4815524753024752}, {""C"": 10.0, ""val_balanced_accuracy"": 0.500823482073482}]",1.0,1.0,1.0,0.5029585798816568,0.500823482073482,0.49791700355623086,0.5172413793103449,0.5082322089675031,0.49980461161046513
l1__pre_reset__window__fixed250_ordered_mean,original,dynamics_only,diagonal,on,D,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.6290074508824508,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5804632867132866}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6286106254856254}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6290074508824508}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6165341602841602}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6202637640137639}]",1.0,1.0,1.0,0.6390532544378699,0.6290074508824508,0.62996244270771,0.6264367816091954,0.6124947152520682,0.6086325658928975
l1__communication__valid__whole_mean,original,dynamics_only,diagonal,on,D,11,l1,communication,valid,whole_mean,128,0.1,0.4398896242646242,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3338120213120213}, {""C"": 0.01, ""val_balanced_accuracy"": 0.42791063103563104}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4398896242646242}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4058885558885559}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4018821456321456}]",0.884313725490196,0.8825579744004687,0.8882381299428115,0.4437869822485207,0.4398896242646242,0.44832094450412413,0.42528735632183906,0.4139323095205449,0.4010653289276478
l1__communication__valid__fixed250_ordered_mean,original,dynamics_only,diagonal,on,D,11,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.5628690753690754,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.49312735875235875}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5628690753690754}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5388476107226108}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5304171522921522}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5375218531468531}]",0.9588235294117647,0.9567052188429684,0.9595255565306999,0.5798816568047337,0.5628690753690754,0.5692285705786849,0.6609195402298851,0.6485559783353901,0.642835493396639
l1__communication__valid__whole_count,original,dynamics_only,diagonal,on,D,11,l1,communication,valid,whole_count,128,0.01,0.49580211455211454,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3396405677655678}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49580211455211454}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4922303391053391}, {""C"": 1.0, ""val_balanced_accuracy"": 0.42741633366633364}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4173468892218892}]",0.6803921568627451,0.6626285483089694,0.676033033216059,0.5088757396449705,0.49580211455211454,0.49481765288987445,0.43103448275862066,0.4116161616161616,0.39667443888351434
l1__communication__valid__fixed250_count,original,dynamics_only,diagonal,on,D,11,l1,communication,valid,fixed250_count,2048,0.1,0.5955041486291486,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5247949966699966}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5927530802530803}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5955041486291486}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5762733793983794}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5706682206682206}]",0.996078431372549,0.9952507598784194,0.9957769828737572,0.6094674556213018,0.5955041486291486,0.6023663097752988,0.6609195402298851,0.6561050265094382,0.646406266786023
l1__communication__window__whole_mean,original,dynamics_only,diagonal,on,D,11,l1,communication,window,whole_mean,128,0.1,0.4987512487512487,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3500572344322344}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4638080669330669}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4987512487512487}, {""C"": 1.0, ""val_balanced_accuracy"": 0.42717976467976465}, {""C"": 10.0, ""val_balanced_accuracy"": 0.3826017732267732}]",0.8862745098039215,0.8839651204326002,0.8898611272661188,0.4970414201183432,0.4987512487512487,0.49673719051893883,0.4367816091954023,0.4222656428538782,0.41393771885290565
l1__communication__window__fixed250_ordered_mean,original,dynamics_only,diagonal,on,D,11,l1,communication,window,fixed250_ordered_mean,2048,0.1,0.5730852480852481,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5011609917859917}, {""C"": 0.01, ""val_balanced_accuracy"": 0.555203477078477}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5730852480852481}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5678769147519148}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5410912004662005}]",0.996078431372549,0.9950858250276854,0.9957312059978594,0.5857988165680473,0.5730852480852481,0.5769227379166528,0.632183908045977,0.6262476290049819,0.6203683280632276
