probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,pre_reset,valid,whole_mean,128,10.0,0.5540355477855478,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3476991758241758}, {""C"": 0.01, ""val_balanced_accuracy"": 0.482376998001998}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5231279137529138}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5442186285936286}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5540355477855478}]",1.0,1.0,1.0,0.5621301775147929,0.5540355477855478,0.5537181796514772,0.5114942528735632,0.49868724004753423,0.49909188167006624
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.1,0.7013632201132202,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6458402708402707}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6946057414807415}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7013632201132202}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6909465534465534}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6900918525918526}]",1.0,1.0,1.0,0.6982248520710059,0.7013632201132202,0.7013715738420455,0.7413793103448276,0.74578034302299,0.7321027707205023
l1__pre_reset__window__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,pre_reset,window,whole_mean,128,1.0,0.5800432206682206,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4126869658119658}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5175054112554113}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5505428599178599}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5800432206682206}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5483197358197358}]",0.9823529411764705,0.9830511267103202,0.9832433047835094,0.5857988165680473,0.5800432206682206,0.5853433036287825,0.5574712643678161,0.5380191907765437,0.5406028620639443
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.702217920967921,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6367361804861805}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6961548867798868}, {""C"": 0.1, ""val_balanced_accuracy"": 0.702217920967921}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6921484765234766}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6737724081474082}]",1.0,1.0,1.0,0.7041420118343196,0.702217920967921,0.701486007233036,0.7241379310344828,0.73182832282097,0.7149909329624243
l1__communication__valid__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,valid,whole_mean,128,1.0,0.5546807359307359,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.44595890220890216}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5243752775002775}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5291999666999668}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5546807359307359}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5482704795204795}]",0.9901960784313726,0.9908048820715818,0.9908894074972553,0.5562130177514792,0.5546807359307359,0.5380744771487582,0.47701149425287354,0.4595676790529732,0.45861930270462214
l1__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,valid,fixed250_ordered_mean,2048,10.0,0.6679591242091242,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6230817793317793}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6556460900210901}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6396738677988677}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6419174575424575}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6679591242091242}]",1.0,1.0,1.0,0.6627218934911243,0.6679591242091242,0.6557118824671005,0.6206896551724138,0.6173486848119201,0.607139541392677
l1__communication__valid__whole_count,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,valid,whole_count,128,0.1,0.5998060966810966,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4314980158730159}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5131403318903319}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5998060966810966}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5810696248196248}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5434093684093684}]",0.9235294117647059,0.9228999486239795,0.9276949366191695,0.6035502958579881,0.5998060966810966,0.5913107404696976,0.5344827586206896,0.5201773104346633,0.5192742777787523
l1__communication__valid__fixed250_count,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,valid,fixed250_count,2048,10.0,0.6677225552225553,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5895881895881895}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6455766455766456}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6504377566877567}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6405285686535688}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6677225552225553}]",1.0,1.0,1.0,0.6627218934911243,0.6677225552225553,0.6591082394600192,0.6551724137931034,0.6600711584167467,0.6452758978348004
l1__communication__window__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,window,whole_mean,128,0.1,0.5989513958263958,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4250877594627594}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5171467421467421}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5989513958263958}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5706529581529581}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5490145271395271}]",0.9196078431372549,0.9191889144824654,0.9240832874748851,0.6035502958579881,0.5989513958263958,0.5857477250606054,0.5344827586206896,0.5193226095799625,0.5186735848855809
l1__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.6612016455766456,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6003520784770785}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6612016455766456}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6504377566877567}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6405285686535688}, {""C"": 10.0, ""val_balanced_accuracy"": 0.649693709068709}]",0.9627450980392157,0.9621226015522919,0.9648723809631506,0.6627218934911243,0.6612016455766456,0.6550400424566164,0.6839080459770115,0.679440188079894,0.6597645347682473
l1__communication__window__whole_count,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,window,whole_count,128,0.1,0.5989513958263958,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4250877594627594}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5171467421467421}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5989513958263958}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5706529581529581}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5490145271395271}]",0.9196078431372549,0.9191889144824654,0.9240832874748851,0.6035502958579881,0.5989513958263958,0.5857477250606054,0.5344827586206896,0.5193226095799625,0.5186735848855809
l1__communication__window__fixed250_count,postencode_mask,pretrained_trainable,dense,on,D,11,l1,communication,window,fixed250_count,2048,0.01,0.6612016455766456,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6003520784770785}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6612016455766456}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6504377566877567}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6405285686535688}, {""C"": 10.0, ""val_balanced_accuracy"": 0.649693709068709}]",0.9627450980392157,0.9621226015522919,0.9648723809631506,0.6627218934911243,0.6612016455766456,0.6550400424566164,0.6839080459770115,0.679440188079894,0.6597645347682473
rsnn__pre_reset__valid__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,pre_reset,valid,whole_mean,128,0.1,0.609116230991231,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5198097041847043}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6027059745809746}, {""C"": 0.1, ""val_balanced_accuracy"": 0.609116230991231}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5800373237873238}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5724615662115662}]",0.9156862745098039,0.915567855680654,0.9161151548506498,0.6153846153846154,0.609116230991231,0.5948701859297071,0.5287356321839081,0.5263311851547146,0.5253397440395876
rsnn__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.6352345571095571,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6086854118104118}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6352345571095571}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6253499972249972}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6265519203019204}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5969409063159062}]",0.9745098039215686,0.9738464293323322,0.97381785388791,0.6449704142011834,0.6352345571095571,0.6284578196406153,0.5574712643678161,0.5574982003290827,0.5551243541053735
rsnn__pre_reset__window__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,pre_reset,window,whole_mean,128,0.1,0.5427895021645021,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3950414169164169}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4964622183372183}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5427895021645021}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5256764069264069}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5156811938061937}]",0.8627450980392157,0.8611035894114182,0.860564355642201,0.5502958579881657,0.5427895021645021,0.5392107766640867,0.5517241379310345,0.5483428744458156,0.5510712456351402
rsnn__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.6188290875790875,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5868846431346432}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5924401986901987}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6188290875790875}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6089198995448996}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5967938311688311}]",0.996078431372549,0.9963750985027581,0.9963750985027581,0.6272189349112426,0.6188290875790875,0.6075971950819822,0.5632183908045977,0.5564819575848986,0.5536294283930546
rsnn__communication__valid__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,valid,whole_mean,128,0.1,0.5600129037629038,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5132485569985571}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5591179653679653}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5600129037629038}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5330062298812298}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5086035492285492}]",0.9313725490196079,0.932513349602134,0.9325014035842512,0.5680473372781065,0.5600129037629038,0.5440130664989001,0.5114942528735632,0.5112403731889026,0.5055814476419799
rsnn__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,valid,fixed250_ordered_mean,2048,0.1,0.6067890442890443,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5602612665112665}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5810945998445999}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6067890442890443}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6016913641913642}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5824970168720168}]",0.9980392156862745,0.99822695035461,0.9981881917365788,0.621301775147929,0.6067890442890443,0.5985430300151163,0.5402298850574713,0.5426870515105809,0.540444195675642
rsnn__communication__valid__whole_count,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,valid,whole_count,128,0.1,0.550364912864913,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4761589105339105}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5374299311799312}, {""C"": 0.1, ""val_balanced_accuracy"": 0.550364912864913}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5272904179154179}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5145559301809302}]",0.9274509803921569,0.9286388295422005,0.9287089192828537,0.5502958579881657,0.550364912864913,0.5274308004634177,0.5114942528735632,0.510482797431327,0.5135930538157948
rsnn__communication__valid__fixed250_count,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,valid,fixed250_count,2048,0.01,0.5852612665112665,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5096545815295815}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5852612665112665}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5833152958152957}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5712256493506492}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5533074564324564}]",0.9862745098039216,0.9861049431282097,0.9858828685569226,0.591715976331361,0.5852612665112665,0.5766405199549325,0.5574712643678161,0.5632480060788885,0.5573097598919144
rsnn__communication__window__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,window,whole_mean,128,1.0,0.5145923520923521,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3590787684537684}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4636512792762793}, {""C"": 0.1, ""val_balanced_accuracy"": 0.48649163336663337}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5145923520923521}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4758161976911977}]",0.9803921568627451,0.9807584953608557,0.9813557340841433,0.5325443786982249,0.5145923520923521,0.5102021561198473,0.5,0.48891288450111986,0.4892264954080714
rsnn__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,window,fixed250_ordered_mean,2048,0.01,0.5810945998445999,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5486922799422799}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5810945998445999}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5564189282939282}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5512105949605949}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5784541847041846}]",0.9725490196078431,0.9728234311817946,0.9735074235865998,0.591715976331361,0.5810945998445999,0.5820143359422043,0.5574712643678161,0.5554742847022258,0.5580351574533277
rsnn__communication__window__whole_count,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,window,whole_count,128,1.0,0.5145923520923521,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3590787684537684}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4636512792762793}, {""C"": 0.1, ""val_balanced_accuracy"": 0.48649163336663337}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5145923520923521}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4758161976911977}]",0.9803921568627451,0.9807584953608557,0.9813557340841433,0.5325443786982249,0.5145923520923521,0.5102021561198473,0.5,0.48891288450111986,0.4892264954080714
rsnn__communication__window__fixed250_count,postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,communication,window,fixed250_count,2048,0.01,0.5810945998445999,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5486922799422799}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5810945998445999}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5564189282939282}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5512105949605949}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5784541847041846}]",0.9725490196078431,0.9728234311817946,0.9735074235865998,0.591715976331361,0.5810945998445999,0.5820143359422043,0.5574712643678161,0.5554742847022258,0.5580351574533277
readout__pre_reset__valid__whole_mean,postencode_mask,pretrained_trainable,dense,on,D,11,readout,pre_reset,valid,whole_mean,128,0.1,0.5824203574203574,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4919483294483294}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5588723776223776}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5824203574203574}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5813537157287157}, {""C"": 10.0, ""val_balanced_accuracy"": 0.570589826839827}]",0.9137254901960784,0.9150767490725259,0.9156324812745772,0.591715976331361,0.5824203574203574,0.5686313865603353,0.5287356321839081,0.5245840760546643,0.5203218952486733
readout__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,dense,on,D,11,readout,pre_reset,valid,fixed250_ordered_mean,2048,0.001,0.6263802170052171,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6263802170052171}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6144012237762237}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6148722804972806}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6144754551004552}, {""C"": 10.0, ""val_balanced_accuracy"": 0.572935051060051}]",0.8960784313725491,0.893397540848996,0.8960958918098109,0.6331360946745562,0.6263802170052171,0.6128740507810425,0.5689655172413793,0.5725525903834727,0.5715232863623959
