probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,pre_reset,valid,whole_mean,128,0.1,0.5601322288822289,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.34179639804639805}, {""C"": 0.01, ""val_balanced_accuracy"": 0.43120421245421237}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5601322288822289}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5257971195471195}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5054712648462648}]",0.8313725490196079,0.8328227367366061,0.8325969312388093,0.5739644970414202,0.5601322288822289,0.5572748701293925,0.4885057471264368,0.48295383129941954,0.47980823514955473
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.1,0.6886193667443669,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6350632006882007}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6737384143634144}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6886193667443669}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6830638111888111}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6511193667443667}]",1.0,1.0,1.0,0.6982248520710059,0.6886193667443669,0.6891482078698817,0.735632183908046,0.7391875485625486,0.7306608086856121
l1__pre_reset__window__whole_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,pre_reset,window,whole_mean,128,0.1,0.5936976218226218,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4061660561660561}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4764631202131202}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5936976218226218}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5629342879342879}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5438845876345876}]",0.8058823529411765,0.8056520579323182,0.8051395000610175,0.6094674556213018,0.5936976218226218,0.5969120010343594,0.4827586206896552,0.4734594245623658,0.4665837545031492
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.7077394827394828,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6219318875568876}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6865589271839272}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7077394827394828}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6870299839049839}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6743201243201242}]",1.0,1.0,1.0,0.7159763313609467,0.7077394827394828,0.7046041743821047,0.7413793103448276,0.7435694615841674,0.7347932767285131
l1__communication__valid__whole_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,communication,valid,whole_mean,128,0.1,0.5207632645132646,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3916187978687979}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49985812798312795}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5207632645132646}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4837003274503275}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4525974025974026}]",0.8921568627450981,0.8939434630498045,0.9011342091219655,0.5266272189349113,0.5207632645132646,0.5125121341640104,0.4885057471264368,0.4791469559851913,0.47851494938873945
l1__communication__valid__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.663596126096126,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5707254551004551}, {""C"": 0.01, ""val_balanced_accuracy"": 0.663596126096126}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6494571400821401}, {""C"": 1.0, ""val_balanced_accuracy"": 0.62873445998446}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6124514374514375}]",0.9431372549019608,0.9426874696220265,0.9478053058134465,0.6745562130177515,0.663596126096126,0.6638352976583743,0.6609195402298851,0.6575918974816034,0.6457052641737046
l1__communication__valid__whole_count,postencode_mask,dynamics_only,ff,on,C,23,l1,communication,valid,whole_count,128,0.1,0.5729190947940949,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.39309371184371183}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5129152097902098}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5729190947940949}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5186324092574093}, {""C"": 10.0, ""val_balanced_accuracy"": 0.48368714618714614}]",0.9058823529411765,0.9078188710104631,0.9131116526054638,0.5857988165680473,0.5729190947940949,0.5629533464088062,0.5229885057471264,0.5131888740344622,0.5122365982337843
l1__communication__valid__fixed250_count,postencode_mask,dynamics_only,ff,on,C,23,l1,communication,valid,fixed250_count,2048,0.1,0.6550126956376956,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5567394411144412}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6543813825063824}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6550126956376956}, {""C"": 1.0, ""val_balanced_accuracy"": 0.627532536907537}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6111596736596736}]",0.9901960784313726,0.9895631966832727,0.990289164319202,0.6568047337278107,0.6550126956376956,0.6514520597511342,0.6724137931034483,0.6686354495178025,0.6606272304457789
l1__communication__window__whole_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,communication,window,whole_mean,128,0.1,0.5677107614607615,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3875381562881563}, {""C"": 0.01, ""val_balanced_accuracy"": 0.518123543123543}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5677107614607615}, {""C"": 1.0, ""val_balanced_accuracy"": 0.530250999000999}, {""C"": 10.0, ""val_balanced_accuracy"": 0.46806214618714614}]",0.9019607843137255,0.9030696308888827,0.9084403512789758,0.5798816568047337,0.5677107614607615,0.5589835362625255,0.5172413793103449,0.5082869132501485,0.5080502607106091
l1__communication__window__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,on,C,23,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.6543813825063824,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5691763098013097}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6543813825063824}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6330880924630925}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6011436480186481}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6215763403263402}]",0.9431372549019608,0.9421744737259939,0.9474885103055097,0.6686390532544378,0.6543813825063824,0.6571746832789651,0.6436781609195402,0.6420313142739614,0.6281382725358854
