probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,pretrained_trainable,dense,off,B,11,l1,pre_reset,valid,whole_mean,128,1.0,0.49001380563880564,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.2921703296703297}, {""C"": 0.01, ""val_balanced_accuracy"": 0.44035374347874345}, {""C"": 0.1, ""val_balanced_accuracy"": 0.48948169885669884}, {""C"": 1.0, ""val_balanced_accuracy"": 0.49001380563880564}, {""C"": 10.0, ""val_balanced_accuracy"": 0.47924991674991674}]",0.9882352941176471,0.9886007368022822,0.98873014546419,0.514792899408284,0.49001380563880564,0.48052133375721584,0.5057471264367817,0.5024582647744412,0.48930076844873477
l1__pre_reset__valid__fixed250_ordered_mean,original,pretrained_trainable,dense,off,B,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.1,0.6190146658896658,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.594415306915307}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6020028582528583}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6190146658896658}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6149718337218336}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6004915223665224}]",1.0,1.0,1.0,0.6272189349112426,0.6190146658896658,0.6203024427719478,0.7241379310344828,0.7232140408610997,0.7122229508140324
l1__pre_reset__window__whole_mean,original,pretrained_trainable,dense,off,B,11,l1,pre_reset,window,whole_mean,128,1.0,0.5827543983793984,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.347378663003663}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4792388167388167}, {""C"": 0.1, ""val_balanced_accuracy"": 0.553600912975913}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5827543983793984}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5603719197469198}]",0.9921568627450981,0.9926640643612439,0.9927065343028847,0.591715976331361,0.5827543983793984,0.5818275641255976,0.5229885057471264,0.5199196432652314,0.5083524766016766
l1__pre_reset__window__fixed250_ordered_mean,original,pretrained_trainable,dense,off,B,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.6403551309801309,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5552059052059052}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6212714368964368}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6403551309801309}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6344027500277499}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6168317793317792}]",1.0,1.0,1.0,0.650887573964497,0.6403551309801309,0.6417080871820221,0.7068965517241379,0.7000695587092646,0.6932747013486055
l1__communication__valid__whole_mean,original,pretrained_trainable,dense,off,B,11,l1,communication,valid,whole_mean,128,0.1,0.535040306915307,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.34031211843711845}, {""C"": 0.01, ""val_balanced_accuracy"": 0.484433621933622}, {""C"": 0.1, ""val_balanced_accuracy"": 0.535040306915307}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5047594766344766}, {""C"": 10.0, ""val_balanced_accuracy"": 0.46876283438783434}]",0.9176470588235294,0.9168853582688826,0.9202856437425743,0.5502958579881657,0.535040306915307,0.5292586270963194,0.4942528735632184,0.49015651423739653,0.46652520062763464
l1__communication__valid__fixed250_ordered_mean,original,pretrained_trainable,dense,off,B,11,l1,communication,valid,fixed250_ordered_mean,2048,0.1,0.6626401376401376,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5547844516594517}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6438672438672439}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6626401376401376}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6570845820845821}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6024218836718837}]",1.0,1.0,1.0,0.6745562130177515,0.6626401376401376,0.6645748417431859,0.6494252873563219,0.6383862665112665,0.6263756395837773
l1__communication__valid__whole_count,original,pretrained_trainable,dense,off,B,11,l1,communication,valid,whole_count,128,0.1,0.5774222305472305,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3676892551892552}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5238299894549895}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5774222305472305}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5593229686979687}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5190222971472972}]",0.9392156862745098,0.9401914623820858,0.9417108998666662,0.591715976331361,0.5774222305472305,0.5699120107669521,0.5459770114942529,0.5381548802504684,0.5112039427137258
l1__communication__valid__fixed250_count,original,pretrained_trainable,dense,off,B,11,l1,communication,valid,fixed250_count,2048,0.1,0.7182928182928183,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5667478354978354}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6826930014430014}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7182928182928183}, {""C"": 1.0, ""val_balanced_accuracy"": 0.7075289294039294}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6664710289710291}]",1.0,1.0,1.0,0.7218934911242604,0.7182928182928183,0.7163160188431377,0.6551724137931034,0.6515540015540014,0.640111462826315
l1__communication__window__whole_mean,original,pretrained_trainable,dense,off,B,11,l1,communication,window,whole_mean,128,0.1,0.5757988539238539,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3716956654456654}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5017947330447331}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5757988539238539}, {""C"": 1.0, ""val_balanced_accuracy"": 0.541515429015429}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4887778887778888}]",0.9333333333333333,0.9310625822040174,0.9343306761313758,0.591715976331361,0.5757988539238539,0.5678124232538637,0.5229885057471264,0.5190953654188947,0.49640473161255333
l1__communication__window__fixed250_ordered_mean,original,pretrained_trainable,dense,off,B,11,l1,communication,window,fixed250_ordered_mean,2048,1.0,0.6884088134088134,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.548408189033189}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6646641552891553}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6779921467421467}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6884088134088134}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6727342102342102}]",1.0,1.0,1.0,0.6923076923076923,0.6884088134088134,0.6871438678453173,0.6379310344827587,0.6260420951597422,0.6164154282003721
