probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,pretrained_frozen,ff,off,A,11,l1,pre_reset,valid,whole_mean,128,10.0,0.5367039210789211,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.29302503052503054}, {""C"": 0.01, ""val_balanced_accuracy"": 0.41551399988899984}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5002455877455877}, {""C"": 1.0, ""val_balanced_accuracy"": 0.528233225108225}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5367039210789211}]",1.0,1.0,1.0,0.5621301775147929,0.5367039210789211,0.5338583334637684,0.5114942528735632,0.5028309109191462,0.4864963023432247
l1__pre_reset__valid__fixed250_ordered_mean,original,pretrained_frozen,ff,off,A,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,1.0,0.6462579087579087,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.593597027972028}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6083635114885115}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6303467365967365}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6462579087579087}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6268269924519925}]",1.0,1.0,1.0,0.650887573964497,0.6462579087579087,0.6467925301513441,0.7011494252873564,0.6990731694775812,0.6938213817164071
l1__pre_reset__window__whole_mean,original,pretrained_frozen,ff,off,A,11,l1,pre_reset,window,whole_mean,128,1.0,0.5532405094905095,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.34772588522588527}, {""C"": 0.01, ""val_balanced_accuracy"": 0.46125957375957377}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5256496975246975}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5532405094905095}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5313901376401376}]",0.9921568627450981,0.992664064361244,0.9926881257052035,0.5621301775147929,0.5532405094905095,0.550362707840219,0.603448275862069,0.5986338212441153,0.5902251588664631
l1__pre_reset__window__fixed250_ordered_mean,original,pretrained_frozen,ff,off,A,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.6576399295149296,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5728875291375292}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6256458818958819}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6576399295149296}, {""C"": 1.0, ""val_balanced_accuracy"": 0.641270881895882}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6296522921522921}]",1.0,1.0,1.0,0.6686390532544378,0.6576399295149296,0.6609145401376995,0.6896551724137931,0.6837501142648201,0.6779716271236671
l1__communication__valid__whole_mean,original,pretrained_frozen,ff,off,A,11,l1,communication,valid,whole_mean,128,0.1,0.5271055333555333,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.39948454323454324}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5094811438561438}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5271055333555333}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5171467421467422}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4984234515484516}]",0.9509803921568627,0.9495542541849894,0.952256284588119,0.5384615384615384,0.5271055333555333,0.5194874063228735,0.4540229885057471,0.45155542986425345,0.4171223943727378
l1__communication__valid__fixed250_ordered_mean,original,pretrained_frozen,ff,off,A,11,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.6273018648018648,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5277621683871684}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6273018648018648}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6082677738927739}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5919119075369075}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5837884337884337}]",0.9764705882352941,0.9752504243742975,0.9768161954726824,0.6390532544378699,0.6273018648018648,0.6250182823490981,0.6379310344827587,0.6292613636363638,0.6117447729600853
l1__communication__valid__whole_count,original,pretrained_frozen,ff,off,A,11,l1,communication,valid,whole_count,128,0.1,0.5901359057609057,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.37696504884004883}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5209890803640803}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5901359057609057}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5807588245088244}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5535152347652348}]",0.9549019607843138,0.9537842296861299,0.9567361585569563,0.6035502958579881,0.5901359057609057,0.585993237062662,0.5,0.4953017162575986,0.4670754658509407
l1__communication__valid__fixed250_count,original,pretrained_frozen,ff,off,A,11,l1,communication,valid,fixed250_count,2048,0.1,0.64614898989899,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5216991341991342}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6220935314685315}, {""C"": 0.1, ""val_balanced_accuracy"": 0.64614898989899}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5990166083916083}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5898018648018648}]",1.0,1.0,1.0,0.6568047337278107,0.64614898989899,0.6475950231122645,0.6724137931034483,0.6682882272955801,0.6528998743532557
l1__communication__window__whole_mean,original,pretrained_frozen,ff,off,A,11,l1,communication,window,whole_mean,128,0.1,0.5681006493506493,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.38738171550671546}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49578130203130205}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5681006493506493}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5558982683982684}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5271263458763459}]",0.9568627450980393,0.9556434119757921,0.9583560914656504,0.5857988165680473,0.5681006493506493,0.5651584434943568,0.4942528735632184,0.49094808377896615,0.47463249083003717
l1__communication__window__fixed250_ordered_mean,original,pretrained_frozen,ff,off,A,11,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.6212728243978244,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5164908008658008}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6212728243978244}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6081050893550893}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6184475246975247}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5973776223776223}]",0.9745098039215686,0.9727994439821407,0.9746559870365185,0.6272189349112426,0.6212728243978244,0.6209121088258823,0.6724137931034483,0.6684484837058365,0.6522362137493717
l1__communication__window__whole_count,original,pretrained_frozen,ff,off,A,11,l1,communication,window,whole_count,128,0.1,0.5681006493506493,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.38738171550671546}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49578130203130205}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5681006493506493}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5558982683982684}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5271263458763459}]",0.9568627450980393,0.9556434119757921,0.9583560914656504,0.5857988165680473,0.5681006493506493,0.5651584434943568,0.4942528735632184,0.49094808377896615,0.47463249083003717
l1__communication__window__fixed250_count,original,pretrained_frozen,ff,off,A,11,l1,communication,window,fixed250_count,2048,0.01,0.6212728243978244,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5164908008658008}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6212728243978244}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6081050893550893}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6184475246975247}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5973776223776223}]",0.9745098039215686,0.9727994439821407,0.9746559870365185,0.6272189349112426,0.6212728243978244,0.6209121088258823,0.6724137931034483,0.6684484837058365,0.6522362137493717
rsnn__pre_reset__valid__whole_mean,original,pretrained_frozen,ff,off,A,11,rsnn,pre_reset,valid,whole_mean,128,0.1,0.5126214063714063,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4915577478077478}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4867060023310023}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5126214063714063}, {""C"": 1.0, ""val_balanced_accuracy"": 0.46975281662781665}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4685873154623154}]",0.9254901960784314,0.923900307861616,0.9253498232503814,0.514792899408284,0.5126214063714063,0.5026854362552139,0.40804597701149425,0.4143593742858449,0.39822453016005493
rsnn__pre_reset__valid__fixed250_ordered_mean,original,pretrained_frozen,ff,off,A,11,rsnn,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.6129894411144411,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6055642274392273}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6129894411144411}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5885867604617604}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5833784271284271}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5906929875679875}]",0.984313725490196,0.9823227185205822,0.9838215504572054,0.6153846153846154,0.6129894411144411,0.6047835059808035,0.6091954022988506,0.6015875668449199,0.5930732273261009
rsnn__pre_reset__window__whole_mean,original,pretrained_frozen,ff,off,A,11,rsnn,pre_reset,window,whole_mean,128,0.1,0.49663600288600285,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4613990176490177}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4841627122877123}, {""C"": 0.1, ""val_balanced_accuracy"": 0.49663600288600285}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4746867715617715}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4542006604506604}]",0.9274509803921569,0.9249913515979155,0.9266789388875983,0.5029585798816568,0.49663600288600285,0.4953238874790598,0.47701149425287354,0.4750434206316559,0.46073291769177344
rsnn__pre_reset__window__fixed250_ordered_mean,original,pretrained_frozen,ff,off,A,11,rsnn,pre_reset,window,fixed250_ordered_mean,2048,0.01,0.6172286047286046,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6031565656565657}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6172286047286046}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6013462232212232}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5997970779220779}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5442186285936286}]",0.984313725490196,0.98223658587631,0.9837106241124377,0.6272189349112426,0.6172286047286046,0.6146985670109403,0.6206896551724138,0.6168163535810595,0.6115732542868932
rsnn__communication__valid__whole_mean,original,pretrained_frozen,ff,off,A,11,rsnn,communication,valid,whole_mean,128,0.1,0.528753885003885,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5024416555666555}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5199762043512043}, {""C"": 0.1, ""val_balanced_accuracy"": 0.528753885003885}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5015102952602952}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5066690254190254}]",0.9823529411764705,0.9820588067591661,0.9825067479662349,0.5443786982248521,0.528753885003885,0.5270027004585828,0.5287356321839081,0.5210810023310023,0.5012614603702883
rsnn__communication__valid__fixed250_ordered_mean,original,pretrained_frozen,ff,off,A,11,rsnn,communication,valid,fixed250_ordered_mean,2048,0.01,0.6393380924630924,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.620998445998446}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6393380924630924}, {""C"": 0.1, ""val_balanced_accuracy"": 0.626975455100455}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6245584276834276}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6090936840936841}]",0.9980392156862745,0.99822695035461,0.9981881917365788,0.6390532544378699,0.6393380924630924,0.6332957214400062,0.6264367816091954,0.6168009278303396,0.609556668197406
rsnn__communication__valid__whole_count,original,pretrained_frozen,ff,off,A,11,rsnn,communication,valid,whole_count,128,0.1,0.5422324203574204,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.46695457320457323}, {""C"": 0.01, ""val_balanced_accuracy"": 0.534967463092463}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5422324203574204}, {""C"": 1.0, ""val_balanced_accuracy"": 0.49901660839160833}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4917516511266511}]",0.9784313725490196,0.9777823048846651,0.9788740846434547,0.5562130177514792,0.5422324203574204,0.5413548633007653,0.5402298850574713,0.5318448912198912,0.5110688385688386
rsnn__communication__valid__fixed250_count,original,pretrained_frozen,ff,off,A,11,rsnn,communication,valid,fixed250_count,2048,0.1,0.6228583916083915,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6108925796425796}, {""C"": 0.01, ""val_balanced_accuracy"": 0.617302836052836}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6228583916083915}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5984557109557109}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6228583916083915}]",1.0,1.0,1.0,0.6272189349112426,0.6228583916083915,0.6233665189345182,0.6379310344827587,0.6320252868046986,0.6227417508091125
rsnn__communication__window__whole_mean,original,pretrained_frozen,ff,off,A,11,rsnn,communication,window,whole_mean,128,0.1,0.5413777195027195,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4477942196692197}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5342234154734155}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5413777195027195}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5010028166278165}, {""C"": 10.0, ""val_balanced_accuracy"": 0.500495337995338}]",0.9725490196078431,0.9730384118405057,0.973663833979626,0.5502958579881657,0.5413777195027195,0.5411920480092065,0.5229885057471264,0.5142559646236117,0.5021562669949511
