probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,pre_reset,valid,whole_mean,128,0.1,0.5585272366522366,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.36743742368742366}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5011498917748917}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5585272366522366}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5354007104007104}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5074626762126762}]",0.8431372549019608,0.8431866955974584,0.8431948452297928,0.5739644970414202,0.5585272366522366,0.5538282701284966,0.5057471264367817,0.492220422551305,0.48117556661387534
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.7036224192474193,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6332032550782551}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7036224192474193}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6985743423243423}, {""C"": 1.0, ""val_balanced_accuracy"": 0.677741008991009}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6654682123432124}]",0.9901960784313726,0.9886496679049871,0.98970510581126,0.7100591715976331,0.7036224192474193,0.7004863248797331,0.7471264367816092,0.7480315028109147,0.7413477746758264
l1__pre_reset__window__whole_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,pre_reset,window,whole_mean,128,0.1,0.610766317016317,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4046741452991453}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5227747946497947}, {""C"": 0.1, ""val_balanced_accuracy"": 0.610766317016317}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5707518176268177}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5528336247086247}]",0.8254901960784313,0.8224675398615897,0.8222797952455879,0.6153846153846154,0.610766317016317,0.6095545074818342,0.5114942528735632,0.49711267082590616,0.49259015396698097
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.01,0.7352536352536353,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6359179015429016}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7352536352536353}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6938734876234877}, {""C"": 1.0, ""val_balanced_accuracy"": 0.7034694472194473}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6727671633921634}]",0.9941176470588236,0.9934777102330293,0.9939656027313811,0.7396449704142012,0.7352536352536353,0.7365859525667355,0.7298850574712644,0.7296918563462681,0.717186522917078
l1__communication__valid__whole_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,communication,valid,whole_mean,128,0.1,0.5031569125319125,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.399938603063603}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4963994338994338}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5031569125319125}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4667117604617604}, {""C"": 10.0, ""val_balanced_accuracy"": 0.45875235875235876}]",0.907843137254902,0.9079536176738056,0.9138683454083085,0.5207100591715976,0.5031569125319125,0.4968716753745823,0.5229885057471264,0.5186404486036839,0.5162806394125217
l1__communication__valid__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,communication,valid,fixed250_ordered_mean,2048,1.0,0.66934835997336,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5887334887334887}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6229846542346542}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6302496114996115}, {""C"": 1.0, ""val_balanced_accuracy"": 0.66934835997336}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6405022061272061}]",1.0,1.0,1.0,0.6804733727810651,0.66934835997336,0.6669007809791277,0.6609195402298851,0.6607420357420358,0.6543454334359582
l1__communication__valid__whole_count,postencode_mask,dynamics_only,ff,off,A,11,l1,communication,valid,whole_count,128,0.1,0.5603223165723166,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3995039682539682}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5151227244977244}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5603223165723166}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5181977744477744}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4918987262737262}]",0.9156862745098039,0.9125705845044249,0.9182696531949963,0.5739644970414202,0.5603223165723166,0.5503135570443533,0.5402298850574713,0.5369800950683302,0.5308473340416375
l1__communication__valid__fixed250_count,postencode_mask,dynamics_only,ff,off,A,11,l1,communication,valid,fixed250_count,2048,0.01,0.647770979020979,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5756021756021755}, {""C"": 0.01, ""val_balanced_accuracy"": 0.647770979020979}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6311043123543124}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6098131035631036}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6165705821955823}]",0.9666666666666667,0.9658336356938061,0.9684640384594511,0.6568047337278107,0.647770979020979,0.6397996865738801,0.6954022988505747,0.6854655148772797,0.6754062618359206
l1__communication__window__whole_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,communication,window,whole_mean,128,0.1,0.5450445387945387,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.399156746031746}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5087124680874681}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5450445387945387}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5050664613164613}, {""C"": 10.0, ""val_balanced_accuracy"": 0.48714826839826836}]",0.9176470588235294,0.9143821787073234,0.9199838498601046,0.5621301775147929,0.5450445387945387,0.5330847219567453,0.5402298850574713,0.5335487225193107,0.5291468213655152
l1__communication__window__fixed250_ordered_mean,postencode_mask,dynamics_only,ff,off,A,11,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.647770979020979,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5887334887334887}, {""C"": 0.01, ""val_balanced_accuracy"": 0.647770979020979}, {""C"": 0.1, ""val_balanced_accuracy"": 0.636659867909868}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6473131035631036}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6273344710844712}]",0.9647058823529412,0.9628574452176156,0.9659787762257611,0.6568047337278107,0.647770979020979,0.6403302584615155,0.6954022988505747,0.6861191096485215,0.6768181832478418
