probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,pre_reset,valid,whole_mean,128,1.0,0.5415990259740259,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3709363553113553}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4887532606282607}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5322736291486291}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5415990259740259}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5159580003330003}]",0.9941176470588236,0.9942179009757742,0.9942232565429546,0.5443786982248521,0.5415990259740259,0.5359483206248653,0.5287356321839081,0.5165068387494858,0.5168686952184031
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.7104541292041292,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6459377428127427}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7104541292041292}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7054060522810524}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6843361499611499}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6316388472638472}]",0.996078431372549,0.9964539007092199,0.9963768115942028,0.7218934911242604,0.7104541292041292,0.7128252175665968,0.7241379310344828,0.722972085104438,0.7118965385317432
l1__pre_reset__window__whole_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,pre_reset,window,whole_mean,128,1.0,0.5796921828171828,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4342147435897436}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5206439393939394}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5665112665112665}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5796921828171828}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5453438922188921}]",0.9921568627450981,0.992664064361244,0.9926881257052035,0.5857988165680473,0.5796921828171828,0.5872154437117766,0.5402298850574713,0.5280704385483798,0.5338315580418833
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,pre_reset,window,fixed250_ordered_mean,2048,0.01,0.706447718947719,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6631118881118881}, {""C"": 0.01, ""val_balanced_accuracy"": 0.706447718947719}, {""C"": 0.1, ""val_balanced_accuracy"": 0.68943383005883}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6906853563103562}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6644473581973582}]",0.9941176470588236,0.9934777102330293,0.9939656027313811,0.7159763313609467,0.706447718947719,0.7070531345095254,0.7298850574712644,0.7333620423693953,0.7184092116964836
l1__communication__valid__whole_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,communication,valid,whole_mean,128,0.1,0.5515578171828172,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.43674415861915866}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4936483655233655}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5515578171828172}, {""C"": 1.0, ""val_balanced_accuracy"": 0.50685390997891}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5223526473526474}]",0.9176470588235294,0.9167972849226862,0.9227317508542224,0.5502958579881657,0.5515578171828172,0.5426834606302747,0.5574712643678161,0.5455399584076055,0.5342333804253309
l1__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,communication,valid,fixed250_ordered_mean,2048,0.1,0.6888288794538795,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5868735431235431}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6791066572316572}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6888288794538795}, {""C"": 1.0, ""val_balanced_accuracy"": 0.687697372072372}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6536963036963037}]",0.996078431372549,0.9952507598784194,0.9957960479237076,0.6923076923076923,0.6888288794538795,0.6853249049043683,0.6724137931034483,0.6711401343754285,0.6628202271584626
l1__communication__valid__whole_count,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,communication,valid,whole_count,128,0.1,0.5721410533910533,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4486357392607392}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5422934704184704}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5721410533910533}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5386474636474636}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5098755411255411}]",0.9352941176470588,0.9354219330049253,0.9395877330657786,0.5739644970414202,0.5721410533910533,0.5642476427042672,0.5804597701149425,0.5714355089355089,0.560827325290947
l1__communication__valid__fixed250_count,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,communication,valid,fixed250_count,2048,0.01,0.7010312604062604,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6035898129648128}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7010312604062604}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6885312604062604}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6669538794538795}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6385083666333665}]",0.9627450980392157,0.9610843955722254,0.9643370390475584,0.7041420118343196,0.7010312604062604,0.6959981658283865,0.6896551724137931,0.6888261860688333,0.6788363846035748
l1__communication__window__whole_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,communication,window,whole_mean,128,0.1,0.5729957542457543,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4526421495171495}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5303276584526584}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5729957542457543}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5475760350760351}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5098755411255411}]",0.9352941176470588,0.9354219330049253,0.9395877330657786,0.5739644970414202,0.5729957542457543,0.5669705806858258,0.5689655172413793,0.5641029925956397,0.5558865932806641
l1__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.6898705461205461,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6059572372072372}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6898705461205461}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6828154484404485}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6678085803085803}, {""C"": 10.0, ""val_balanced_accuracy"": 0.632952811077811}]",0.9588235294117647,0.9575382962814453,0.9609356254209468,0.6982248520710059,0.6898705461205461,0.6886654573346873,0.6896551724137931,0.6885198135198136,0.6780036652461875
