probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,pretrained_trainable,dense,on,D,23,l1,pre_reset,valid,whole_mean,128,1.0,0.5175799894549894,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.31575473137973137}, {""C"": 0.01, ""val_balanced_accuracy"": 0.3896728271728272}, {""C"": 0.1, ""val_balanced_accuracy"": 0.498001998001998}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5175799894549894}, {""C"": 10.0, ""val_balanced_accuracy"": 0.46325549450549447}]",0.9862745098039216,0.9857698409006802,0.9864153540259967,0.5384615384615384,0.5175799894549894,0.5152643108525462,0.5517241379310345,0.5486419626125508,0.5408647714162129
l1__pre_reset__valid__fixed250_ordered_mean,original,pretrained_trainable,dense,on,D,23,l1,pre_reset,valid,fixed250_ordered_mean,2048,1.0,0.6768134643134643,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.594378885003885}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6264433483183484}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6641036047286047}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6768134643134643}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6301767676767676}]",1.0,1.0,1.0,0.6863905325443787,0.6768134643134643,0.6770198763748961,0.6896551724137931,0.6843052984597101,0.6656305065593163
l1__pre_reset__window__whole_mean,original,pretrained_trainable,dense,on,D,23,l1,pre_reset,window,whole_mean,128,0.1,0.5677013958263959,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3414758852258852}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4350215756465756}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5677013958263959}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5622721028971028}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5522182678432678}]",0.8450980392156863,0.838220240203175,0.8427040697892979,0.5798816568047337,0.5677013958263959,0.5657453503286837,0.603448275862069,0.5930628399378399,0.5820466340531724
l1__pre_reset__window__fixed250_ordered_mean,original,pretrained_trainable,dense,on,D,23,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.6305812243312242,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5968323343323344}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6218035436785436}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6305812243312242}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6177607115107114}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6045929764679765}]",1.0,1.0,1.0,0.6390532544378699,0.6305812243312242,0.6308970891628093,0.6896551724137931,0.6850151686548746,0.6788890788966516
l1__communication__valid__whole_mean,original,pretrained_trainable,dense,on,D,23,l1,communication,valid,whole_mean,128,0.1,0.5490547646797647,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.34952686202686206}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4783952158952159}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5490547646797647}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5418380230880231}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5070929070929071}]",0.9019607843137255,0.9017581954583532,0.9047794671667021,0.5621301775147929,0.5490547646797647,0.5364707135733968,0.4885057471264368,0.48037116070204305,0.4657793258305695
l1__communication__valid__fixed250_ordered_mean,original,pretrained_trainable,dense,on,D,23,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.6227137445887446,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5895541958041958}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6227137445887446}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6175029831279831}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6068497474747475}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5964330808080808}]",0.9784313725490196,0.977391888278664,0.9787061710281665,0.6449704142011834,0.6227137445887446,0.6253641526697697,0.6551724137931034,0.6458790392613921,0.6387481378690544
l1__communication__valid__whole_count,original,pretrained_trainable,dense,on,D,23,l1,communication,valid,whole_count,128,0.1,0.584948384948385,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3773008241758242}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5257395382395382}, {""C"": 0.1, ""val_balanced_accuracy"": 0.584948384948385}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5550303862803864}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5182040182040182}]",0.9196078431372549,0.9195178157222573,0.9225351904396439,0.5976331360946746,0.584948384948385,0.5764120406337249,0.5229885057471264,0.5112956487956487,0.49825849305015973
l1__communication__valid__fixed250_count,original,pretrained_trainable,dense,on,D,23,l1,communication,valid,fixed250_count,2048,0.1,0.6572198634698635,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.571980796980797}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6430371711621712}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6572198634698635}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6500655594405594}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6217438811188811}]",1.0,1.0,1.0,0.6686390532544378,0.6572198634698635,0.6662255342613189,0.6436781609195402,0.6375189965263494,0.6296456405953896
l1__communication__window__whole_mean,original,pretrained_trainable,dense,on,D,23,l1,communication,window,whole_mean,128,0.1,0.567030192030192,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3661897130647131}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5161775724275725}, {""C"": 0.1, ""val_balanced_accuracy"": 0.567030192030192}, {""C"": 1.0, ""val_balanced_accuracy"": 0.515399531024531}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4574172355422355}]",0.9098039215686274,0.9097662735901072,0.9135546831470426,0.5798816568047337,0.567030192030192,0.5567802211187037,0.4942528735632184,0.48547865533159656,0.4722173666710521
l1__communication__window__fixed250_ordered_mean,original,pretrained_trainable,dense,on,D,23,l1,communication,window,fixed250_ordered_mean,2048,1.0,0.6336600899100899,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5783910533910533}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6159538378288378}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6279938811188811}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6336600899100899}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5893283799533799}]",1.0,1.0,1.0,0.6390532544378699,0.6336600899100899,0.6352055857065952,0.6609195402298851,0.6525312514283101,0.6459561930067944
l1__communication__window__whole_count,original,pretrained_trainable,dense,on,D,23,l1,communication,window,whole_count,128,0.1,0.567030192030192,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3661897130647131}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5161775724275725}, {""C"": 0.1, ""val_balanced_accuracy"": 0.567030192030192}, {""C"": 1.0, ""val_balanced_accuracy"": 0.515399531024531}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4574172355422355}]",0.9098039215686274,0.9097662735901072,0.9135546831470426,0.5798816568047337,0.567030192030192,0.5567802211187037,0.4942528735632184,0.48547865533159656,0.4722173666710521
l1__communication__window__fixed250_count,original,pretrained_trainable,dense,on,D,23,l1,communication,window,fixed250_count,2048,1.0,0.6336600899100899,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5783910533910533}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6159538378288378}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6279938811188811}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6336600899100899}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5893283799533799}]",1.0,1.0,1.0,0.6390532544378699,0.6336600899100899,0.6352055857065952,0.6609195402298851,0.6525312514283101,0.6459561930067944
rsnn__pre_reset__valid__whole_mean,original,pretrained_trainable,dense,on,D,23,rsnn,pre_reset,valid,whole_mean,128,0.1,0.5560585248085248,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4612234987234987}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5335522116772117}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5560585248085248}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5087658868908869}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5016115828615828}]",0.9137254901960784,0.915569512416055,0.9153308657366815,0.5562130177514792,0.5560585248085248,0.5360191104803174,0.4540229885057471,0.44271404657434066,0.42412970042039144
rsnn__pre_reset__valid__fixed250_ordered_mean,original,pretrained_trainable,dense,on,D,23,rsnn,pre_reset,valid,fixed250_ordered_mean,2048,1.0,0.5970536408036408,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5515598984348985}, {""C"": 0.01, ""val_balanced_accuracy"": 0.558601467976468}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5770881895881895}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5970536408036408}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5898747086247086}]",1.0,1.0,1.0,0.6035502958579881,0.5970536408036408,0.5929623645324864,0.5632183908045977,0.5597307920837332,0.5446229363194666
rsnn__pre_reset__window__whole_mean,original,pretrained_trainable,dense,on,D,23,rsnn,pre_reset,window,whole_mean,128,0.1,0.4964892746142746,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3326312576312576}, {""C"": 0.01, ""val_balanced_accuracy"": 0.41007326007326}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4964892746142746}, {""C"": 1.0, ""val_balanced_accuracy"": 0.46456945831945834}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4800342019092019}]",0.8529411764705882,0.8490959390860319,0.8502287709754599,0.5029585798816568,0.4964892746142746,0.4895892395322927,0.4367816091954023,0.43321649755473285,0.4113892871892517
rsnn__pre_reset__window__fixed250_ordered_mean,original,pretrained_trainable,dense,on,D,23,rsnn,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.5503427128427129,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4996031746031746}, {""C"": 0.01, ""val_balanced_accuracy"": 0.545878427128427}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5503427128427129}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5399260461760462}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4995355339105339}]",1.0,1.0,1.0,0.5562130177514792,0.5503427128427129,0.5460197816338167,0.5344827586206896,0.5282152692079162,0.5177923116677973
rsnn__communication__valid__whole_mean,original,pretrained_trainable,dense,on,D,23,rsnn,communication,valid,whole_mean,128,0.01,0.5058507464757465,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4471972471972472}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5058507464757465}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4778020590520591}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4785863442113443}, {""C"": 10.0, ""val_balanced_accuracy"": 0.47944104506604507}]",0.8686274509803922,0.8653617805343142,0.8697959489996325,0.5207100591715976,0.5058507464757465,0.5009308001616993,0.41954022988505746,0.40876611133964075,0.3936750733754601
rsnn__communication__valid__fixed250_ordered_mean,original,pretrained_trainable,dense,on,D,23,rsnn,communication,valid,fixed250_ordered_mean,2048,0.01,0.5694666444666444,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.49223658286158284}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5694666444666444}, {""C"": 0.1, ""val_balanced_accuracy"": 0.555501443001443}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5563561438561438}, {""C"": 10.0, ""val_balanced_accuracy"": 0.542333707958708}]",0.9901960784313726,0.990126951324815,0.9902327895156094,0.5798816568047337,0.5694666444666444,0.5642426834040578,0.5574712643678161,0.5560901720828192,0.5446734550888218
rsnn__communication__valid__whole_count,original,pretrained_trainable,dense,on,D,23,rsnn,communication,valid,whole_count,128,0.1,0.49698704073704075,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.39659264346764345}, {""C"": 0.01, ""val_balanced_accuracy"": 0.46387709512709513}, {""C"": 0.1, ""val_balanced_accuracy"": 0.49698704073704075}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4677974802974803}, {""C"": 10.0, ""val_balanced_accuracy"": 0.45788829226329225}]",0.9549019607843138,0.9561680126400599,0.9553497212276642,0.5088757396449705,0.49698704073704075,0.484442014371354,0.4425287356321839,0.439829145527675,0.42272467976710604
