probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,pre_reset,valid,whole_mean,128,1.0,0.5630255161505161,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3566735347985348}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4600465506715506}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5238563519813519}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5630255161505161}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5014204545454545}]",0.9862745098039216,0.9870871578367053,0.9869672750433948,0.5739644970414202,0.5630255161505161,0.5684807920656866,0.5344827586206896,0.5328498503130855,0.5354802211456142
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.6928221084471086,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6514322483072483}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6928221084471086}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6874268093018093}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6846223221223221}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6362384143634142}]",0.9941176470588236,0.9934777102330293,0.9939656027313811,0.7041420118343196,0.6928221084471086,0.6957016193504955,0.7413793103448276,0.7427147607294667,0.7357058839640364
l1__pre_reset__window__whole_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,pre_reset,window,whole_mean,128,1.0,0.5134892884892884,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4015758547008547}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4825757575757576}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5054060522810522}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5134892884892884}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5115395021645021}]",0.9764705882352941,0.9780625921053866,0.9779308440456727,0.5207100591715976,0.5134892884892884,0.5194475039221416,0.5344827586206896,0.5230082213538095,0.5246507619051185
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,pre_reset,window,fixed250_ordered_mean,2048,10.0,0.7261991480741482,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6403211371961373}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7184631340881341}, {""C"": 0.1, ""val_balanced_accuracy"": 0.717344807969808}, {""C"": 1.0, ""val_balanced_accuracy"": 0.7213876401376402}, {""C"": 10.0, ""val_balanced_accuracy"": 0.7261991480741482}]",1.0,1.0,1.0,0.727810650887574,0.7261991480741482,0.7248035098097373,0.7298850574712644,0.7340200649024178,0.7240220675837707
l1__communication__valid__whole_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,communication,valid,whole_mean,128,1.0,0.5514409201909202,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.40037566600066593}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5015713453213453}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5298427267177267}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5514409201909202}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5027306027306028}]",0.984313725490196,0.9852437091696605,0.9856287314604176,0.5621301775147929,0.5514409201909202,0.5499220491721907,0.5229885057471264,0.5099221856574798,0.5074149905943814
l1__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.68804840992341,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6092157842157842}, {""C"": 0.01, ""val_balanced_accuracy"": 0.68804840992341}, {""C"": 0.1, ""val_balanced_accuracy"": 0.673291292041292}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6450060356310356}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6350226162726162}]",0.9509803921568627,0.9518816659034588,0.9558028889178961,0.6863905325443787,0.68804840992341,0.6798805603792816,0.7126436781609196,0.7075724724621785,0.7023294501345103
l1__communication__valid__whole_count,postencode_mask,pretrained_frozen,dense,off,B,37,l1,communication,valid,whole_count,128,1.0,0.5566492535242535,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4233783577533578}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5249590687090687}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5532304501054501}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5566492535242535}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5363636363636365}]",0.9803921568627451,0.9816976098788803,0.9822352043818392,0.5680473372781065,0.5566492535242535,0.5574970706625274,0.5517241379310345,0.5428451654554596,0.5403405291158683
l1__communication__valid__fixed250_count,postencode_mask,pretrained_frozen,dense,off,B,37,l1,communication,valid,fixed250_count,2048,0.1,0.724516108891109,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6135694166944167}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6955003330003331}, {""C"": 0.1, ""val_balanced_accuracy"": 0.724516108891109}, {""C"": 1.0, ""val_balanced_accuracy"": 0.690972915972916}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6465916028416028}]",0.996078431372549,0.9952122153209109,0.9957761536708906,0.7159763313609467,0.724516108891109,0.7138707782419798,0.735632183908046,0.7388476107226106,0.7307597451020822
l1__communication__window__whole_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,communication,window,whole_mean,128,1.0,0.5674131424131424,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4233783577533578}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5194035131535132}, {""C"": 0.1, ""val_balanced_accuracy"": 0.543271658896659}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5674131424131424}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5367108585858587}]",0.9803921568627451,0.9816976098788803,0.9822352043818392,0.5798816568047337,0.5674131424131424,0.5703261606630116,0.5344827586206896,0.5256710201563143,0.5265509323090302
l1__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_frozen,dense,off,B,37,l1,communication,window,fixed250_ordered_mean,2048,0.1,0.6972725191475192,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6083610833610833}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6791808885558885}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6972725191475192}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6630348817848818}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6410360472860472}]",0.9941176470588236,0.9934391656755208,0.993984453720809,0.6923076923076923,0.6972725191475192,0.6894516797720459,0.7298850574712644,0.7305142773892773,0.7226046648881783
