probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,pre_reset,valid,whole_mean,128,0.1,0.5147522616272616,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3265186202686203}, {""C"": 0.01, ""val_balanced_accuracy"": 0.46555007492507494}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5147522616272616}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5127164502164502}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5066534160284161}]",0.8745098039215686,0.8769315802779638,0.876677311739138,0.5266272189349113,0.5147522616272616,0.5141964072780923,0.4942528735632184,0.4886627873760227,0.4870970804093058
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.7329604423354424,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6450962232212232}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7329604423354424}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7065715534465536}, {""C"": 1.0, ""val_balanced_accuracy"": 0.7073156010656011}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6682168525918525}]",0.9921568627450981,0.9916258583811776,0.9921533663469148,0.7337278106508875,0.7329604423354424,0.7314676276346757,0.7586206896551724,0.7571224119018236,0.7464965121361661
l1__pre_reset__window__whole_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,pre_reset,window,whole_mean,128,1.0,0.5595147907647908,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4069711538461538}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5099907037407038}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5490145271395271}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5595147907647908}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5458603896103896}]",0.9882352941176471,0.9891655531572274,0.989057380380118,0.5621301775147929,0.5595147907647908,0.553088693681063,0.5919540229885057,0.5783309623383152,0.5848403654192372
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,pre_reset,window,fixed250_ordered_mean,2048,1.0,0.7174554612054611,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6523611804861805}, {""C"": 0.01, ""val_balanced_accuracy"": 0.712127109002109}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7146547896547896}, {""C"": 1.0, ""val_balanced_accuracy"": 0.7174554612054611}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6926195332445332}]",1.0,1.0,1.0,0.7159763313609467,0.7174554612054611,0.7136060947640451,0.7528735632183908,0.7577505827505829,0.7433209761166751
l1__communication__valid__whole_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,communication,valid,whole_mean,128,0.1,0.547192390942391,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4643349705849706}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5271797646797647}, {""C"": 0.1, ""val_balanced_accuracy"": 0.547192390942391}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4956567737817738}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4844960594960595}]",0.9372549019607843,0.9376053036915923,0.9404420045407379,0.5502958579881657,0.547192390942391,0.5268054476251693,0.5402298850574713,0.5278947563874034,0.5358089383089383
l1__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,communication,valid,fixed250_ordered_mean,2048,1.0,0.6979902042402042,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6266913641913642}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6804726523476524}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6804688367188367}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6979902042402042}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6732649295149296}]",1.0,1.0,1.0,0.6982248520710059,0.6979902042402042,0.688983187160661,0.6781609195402298,0.6699413535810596,0.6591023332329096
l1__communication__valid__whole_count,postencode_mask,pretrained_trainable,ff,off,A,11,l1,communication,valid,whole_count,128,0.1,0.5830287767787768,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.44707341269841266}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5574852231102231}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5830287767787768}, {""C"": 1.0, ""val_balanced_accuracy"": 0.560360125985126}, {""C"": 10.0, ""val_balanced_accuracy"": 0.528492340992341}]",0.9490196078431372,0.9510824277817574,0.953117271973886,0.591715976331361,0.5830287767787768,0.5748650437653802,0.5574712643678161,0.5445658508158507,0.5455720481716185
l1__communication__valid__fixed250_count,postencode_mask,pretrained_trainable,ff,off,A,11,l1,communication,valid,fixed250_count,2048,1.0,0.6749132811632812,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6338456682206682}, {""C"": 0.01, ""val_balanced_accuracy"": 0.670403207903208}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6744554057054057}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6749132811632812}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6293546731046731}]",1.0,1.0,1.0,0.6745562130177515,0.6749132811632812,0.6648229336510195,0.6781609195402298,0.6753209413135884,0.667273154568302
l1__communication__window__whole_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,communication,window,whole_mean,128,0.1,0.5822847291597292,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4415178571428571}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5418602231102231}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5822847291597292}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5491994116994118}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5153454184704186}]",0.9470588235294117,0.9493093781363674,0.9513731009563422,0.591715976331361,0.5822847291597292,0.5741699522212226,0.5402298850574713,0.5282464063714064,0.5295255096533051
l1__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,off,A,11,l1,communication,window,fixed250_ordered_mean,2048,1.0,0.686531870906871,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6338456682206682}, {""C"": 0.01, ""val_balanced_accuracy"": 0.670403207903208}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6797743922743923}, {""C"": 1.0, ""val_balanced_accuracy"": 0.686531870906871}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6681061993561994}]",1.0,1.0,1.0,0.6863905325443787,0.686531870906871,0.6783422081986035,0.7068965517241379,0.7049165295488825,0.6971805916930128
