probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,dynamics_only,dense,off,B,37,l1,pre_reset,valid,whole_mean,128,1.0,0.4750950438450438,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.31013812576312577}, {""C"": 0.01, ""val_balanced_accuracy"": 0.37032758907758906}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4573523698523698}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4750950438450438}, {""C"": 10.0, ""val_balanced_accuracy"": 0.44524746087246087}]",0.9803921568627451,0.9794043469587669,0.9802596610888982,0.4911242603550296,0.4750950438450438,0.46787693653392376,0.5,0.48900272521596055,0.4775608193146787
l1__pre_reset__valid__fixed250_ordered_mean,original,dynamics_only,dense,off,B,37,l1,pre_reset,valid,fixed250_ordered_mean,2048,1.0,0.6087370962370962,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5553661616161617}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5780348124098124}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5979732073482072}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6087370962370962}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5837010212010212}]",1.0,1.0,1.0,0.6153846153846154,0.6087370962370962,0.6104556921348626,0.7183908045977011,0.7153881861602449,0.707463593849243
l1__pre_reset__window__whole_mean,original,dynamics_only,dense,off,B,37,l1,pre_reset,window,whole_mean,128,1.0,0.574360014985015,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3294604700854701}, {""C"": 0.01, ""val_balanced_accuracy"": 0.37463161838161835}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5011609917859917}, {""C"": 1.0, ""val_balanced_accuracy"": 0.574360014985015}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5224796037296037}]",0.9686274509803922,0.9689663578359232,0.9693400804923747,0.591715976331361,0.574360014985015,0.5708848999986326,0.5804597701149425,0.5724614641894054,0.5731536827090367
l1__pre_reset__window__fixed250_ordered_mean,original,dynamics_only,dense,off,B,37,l1,pre_reset,window,fixed250_ordered_mean,2048,1.0,0.6416808885558886,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5869231462981462}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6201035076035075}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6312642218892219}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6416808885558886}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5749937562437563}]",1.0,1.0,1.0,0.6449704142011834,0.6416808885558886,0.6383550896727065,0.6954022988505747,0.6929017265414325,0.6895472716546555
l1__communication__valid__whole_mean,original,dynamics_only,dense,off,B,37,l1,communication,valid,whole_mean,128,0.1,0.44475073537573534,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.31702152014652013}, {""C"": 0.01, ""val_balanced_accuracy"": 0.41952977577977574}, {""C"": 0.1, ""val_balanced_accuracy"": 0.44475073537573534}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4141951798201797}, {""C"": 10.0, ""val_balanced_accuracy"": 0.3798833111333111}]",0.8372549019607843,0.8349334875668598,0.8401033735319753,0.44970414201183434,0.44475073537573534,0.43760167601394695,0.46551724137931033,0.45279763129027834,0.4380370815258586
l1__communication__valid__fixed250_ordered_mean,original,dynamics_only,dense,off,B,37,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.6183236901986902,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5211306055056055}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6183236901986902}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5923694361194362}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6036408036408037}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5648150460650462}]",0.9705882352941176,0.9701840560245784,0.9719832104879417,0.6331360946745562,0.6183236901986902,0.6199781231342701,0.6724137931034483,0.6604246652040769,0.6564312854333744
l1__communication__valid__whole_count,original,dynamics_only,dense,off,B,37,l1,communication,valid,whole_count,128,0.01,0.46819049006549,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3571619352869353}, {""C"": 0.01, ""val_balanced_accuracy"": 0.46819049006549}, {""C"": 0.1, ""val_balanced_accuracy"": 0.45254988067488067}, {""C"": 1.0, ""val_balanced_accuracy"": 0.42663204850704844}, {""C"": 10.0, ""val_balanced_accuracy"": 0.3838897213897214}]",0.6745098039215687,0.6597249459377559,0.6660372270362213,0.4911242603550296,0.46819049006549,0.45147678962538257,0.4540229885057471,0.4327404417477947,0.4120358646669114
l1__communication__valid__fixed250_count,original,dynamics_only,dense,off,B,37,l1,communication,valid,fixed250_count,2048,1.0,0.6244207181707182,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5491272616272617}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6011495448995449}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6119474275724276}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6244207181707182}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6120580808080808}]",1.0,1.0,1.0,0.6272189349112426,0.6244207181707182,0.6217115683062479,0.6494252873563219,0.6417799316696375,0.634960847804651
l1__communication__window__whole_mean,original,dynamics_only,dense,off,B,37,l1,communication,window,whole_mean,128,0.01,0.47420392107892106,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3512591575091575}, {""C"": 0.01, ""val_balanced_accuracy"": 0.47420392107892106}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4562090687090687}, {""C"": 1.0, ""val_balanced_accuracy"": 0.42432567432567425}, {""C"": 10.0, ""val_balanced_accuracy"": 0.382054403929404}]",0.6627450980392157,0.6459586902657145,0.6506619345609242,0.4970414201183432,0.47420392107892106,0.4578478216845711,0.45977011494252873,0.4379896247543307,0.41356582476381615
l1__communication__window__fixed250_ordered_mean,original,dynamics_only,dense,off,B,37,l1,communication,window,fixed250_ordered_mean,2048,1.0,0.6116002053502053,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5371978715728716}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5848301004551004}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6091963591963593}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6116002053502053}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5833017676767677}]",1.0,1.0,1.0,0.621301775147929,0.6116002053502053,0.608968676997328,0.6609195402298851,0.6540521161844691,0.649428313187676
