probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,pretrained_trainable,ff,off,A,37,l1,pre_reset,valid,whole_mean,128,1.0,0.5587939837939837,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.34369276556776557}, {""C"": 0.01, ""val_balanced_accuracy"": 0.39118555056055054}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5120088245088245}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5587939837939837}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5535856504606503}]",0.9941176470588236,0.9941619097042035,0.9943083689479538,0.5739644970414202,0.5587939837939837,0.5453888207924592,0.5402298850574713,0.5376175499337263,0.52085189280991
l1__pre_reset__valid__fixed250_ordered_mean,original,pretrained_trainable,ff,off,A,37,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.1,0.6372072372072372,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5848571567321567}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5912271756021756}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6372072372072372}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6260961260961261}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6068653568653568}]",1.0,1.0,1.0,0.6449704142011834,0.6372072372072372,0.6411280516105078,0.7011494252873564,0.69486808126514,0.6804300978671193
l1__pre_reset__window__whole_mean,original,pretrained_trainable,ff,off,A,37,l1,pre_reset,window,whole_mean,128,10.0,0.6247887529137529,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.38006715506715505}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4783972971472972}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5711965118215119}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6124757187257187}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6247887529137529}]",1.0,1.0,1.0,0.6331360946745562,0.6247887529137529,0.6210860110021341,0.5919540229885057,0.5866567256273139,0.577847482525963
l1__pre_reset__window__fixed250_ordered_mean,original,pretrained_trainable,ff,off,A,37,l1,pre_reset,window,fixed250_ordered_mean,2048,0.1,0.626975455100455,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5800664613164613}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6118083305583305}, {""C"": 0.1, ""val_balanced_accuracy"": 0.626975455100455}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6165587884337884}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6057948995448995}]",1.0,1.0,1.0,0.6390532544378699,0.626975455100455,0.6280405837640455,0.6781609195402298,0.6716871772018832,0.6632258996032186
l1__communication__valid__whole_mean,original,pretrained_trainable,ff,off,A,37,l1,communication,valid,whole_mean,128,0.1,0.5966297591297591,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4075299700299701}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5699338855588856}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5966297591297591}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5659028471528472}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5475878288378289}]",0.9607843137254902,0.9600470487732872,0.961714405255468,0.6035502958579881,0.5966297591297591,0.5879947478460065,0.5229885057471264,0.5184839058000822,0.4916901104816191
l1__communication__valid__fixed250_ordered_mean,original,pretrained_trainable,ff,off,A,37,l1,communication,valid,fixed250_ordered_mean,2048,0.1,0.6446830946830947,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6216200466200467}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6334727772227772}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6446830946830947}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6390779359529359}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6103712259962261}]",1.0,1.0,1.0,0.6449704142011834,0.6446830946830947,0.6383539747061199,0.6551724137931034,0.6474326123223182,0.6343758655404593
l1__communication__valid__whole_count,original,pretrained_trainable,ff,off,A,37,l1,communication,valid,whole_count,128,0.1,0.6621017871017871,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.40294184981684983}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6056308275058275}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6621017871017871}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6224709318459318}, {""C"": 10.0, ""val_balanced_accuracy"": 0.60883214008214}]",0.9686274509803922,0.9668167720492877,0.9683436604291925,0.6686390532544378,0.6621017871017871,0.659497599205544,0.5459770114942529,0.5384389711595594,0.5193257847290106
l1__communication__valid__fixed250_count,original,pretrained_trainable,ff,off,A,37,l1,communication,valid,fixed250_count,2048,1.0,0.6672258297258297,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.585635198135198}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6520493395493395}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6604683510933511}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6672258297258297}, {""C"": 10.0, ""val_balanced_accuracy"": 0.623800505050505}]",1.0,1.0,1.0,0.6627218934911243,0.6672258297258297,0.6602932484182483,0.6954022988505747,0.6864129130673248,0.685214608399468
l1__communication__window__whole_mean,original,pretrained_trainable,ff,off,A,37,l1,communication,window,whole_mean,128,0.1,0.6400665306915306,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3973862942612943}, {""C"": 0.01, ""val_balanced_accuracy"": 0.567352786102786}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6400665306915306}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6001651126651126}, {""C"": 10.0, ""val_balanced_accuracy"": 0.568989343989344}]",0.9647058823529412,0.9619025970769731,0.9636399730317257,0.6449704142011834,0.6400665306915306,0.6344570231513954,0.5344827586206896,0.5245500822706705,0.5090745006288421
l1__communication__window__fixed250_ordered_mean,original,pretrained_trainable,ff,off,A,37,l1,communication,window,fixed250_ordered_mean,2048,0.1,0.6939619408369407,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5761474636474636}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6539588883338884}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6939619408369407}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6831980519480519}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6360160672660673}]",1.0,1.0,1.0,0.6923076923076923,0.6939619408369407,0.6895330425412189,0.7068965517241379,0.6988343560034735,0.6930353534476327
