probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,pre_reset,valid,whole_mean,128,0.1,0.5399912587412586,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3514690170940171}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4627611971361971}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5399912587412586}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5154012654012653}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5042405511155511}]",0.8431372549019608,0.8457893226519521,0.845801634601556,0.5562130177514792,0.5399912587412586,0.5357186445741433,0.5114942528735632,0.5058437885643768,0.49825766795465043
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.1,0.6866331585081586,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6310699716949717}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6856678044178044}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6866331585081586}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6758692696192696}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6242229992229992}]",1.0,1.0,1.0,0.6923076923076923,0.6866331585081586,0.6872340306126538,0.7183908045977011,0.7243763997440468,0.7129013770772157
l1__pre_reset__window__whole_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,pre_reset,window,whole_mean,128,10.0,0.5724195942945943,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.41303418803418807}, {""C"": 0.01, ""val_balanced_accuracy"": 0.48478292540792545}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5624344405594406}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5616425241425241}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5724195942945943}]",1.0,1.0,1.0,0.5798816568047337,0.5724195942945943,0.5667906960342591,0.5229885057471264,0.5164207116413,0.5128435417141674
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,pre_reset,window,fixed250_ordered_mean,2048,1.0,0.726162726162726,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6218212343212343}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7072816072816073}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7025807525807526}, {""C"": 1.0, ""val_balanced_accuracy"": 0.726162726162726}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6815108502608503}]",1.0,1.0,1.0,0.727810650887574,0.726162726162726,0.7262345758079025,0.7701149425287356,0.7755324740618859,0.762576936688654
l1__communication__valid__whole_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,communication,valid,whole_mean,128,0.1,0.5305243367743367,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3855921855921856}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4915175102675102}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5305243367743367}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5106601731601731}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4686122904872905}]",0.8960784313725491,0.895531882118639,0.9039908815714649,0.5443786982248521,0.5305243367743367,0.5280532642421261,0.4942528735632184,0.47577871474930294,0.4786333250162509
l1__communication__valid__fixed250_ordered_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.6568750693750693,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5450466200466201}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6568750693750693}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5955540986790987}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5634493978243978}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5610455516705517}]",0.9294117647058824,0.9271277793986812,0.9341358936767601,0.6627218934911243,0.6568750693750693,0.6494711708716548,0.6781609195402298,0.6775183966360436,0.6606738759253824
l1__communication__valid__whole_count,postencode_mask,dynamics_only,diagonal,off,B,23,l1,communication,valid,whole_count,128,0.1,0.5627664002664002,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3984126984126984}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5144189144189143}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5627664002664002}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5161661255411255}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4889589577089577}]",0.9058823529411765,0.9049644683798456,0.9123749575652839,0.5739644970414202,0.5627664002664002,0.5664200618280409,0.5402298850574713,0.5216856060606061,0.5264262605539336
l1__communication__valid__fixed250_count,postencode_mask,dynamics_only,diagonal,off,B,23,l1,communication,valid,fixed250_count,2048,0.01,0.6415972915972915,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5499077311577312}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6415972915972915}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5982687451437451}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5875048562548563}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5570391414141415}]",0.9294117647058824,0.9260895734186146,0.933330699238235,0.650887573964497,0.6415972915972915,0.632797819924888,0.6781609195402298,0.6778247691850633,0.6613187254777236
l1__communication__window__whole_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,communication,window,whole_mean,128,0.1,0.5627664002664002,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.38799603174603176}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5156208374958374}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5627664002664002}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5249438061938062}, {""C"": 10.0, ""val_balanced_accuracy"": 0.47819506882006885}]",0.9058823529411765,0.9049259238223372,0.9116497959934425,0.5739644970414202,0.5627664002664002,0.5664200618280409,0.5459770114942529,0.5300189393939395,0.533646888317855
l1__communication__window__fixed250_ordered_mean,postencode_mask,dynamics_only,diagonal,off,B,23,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.6572222915972915,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5554632867132867}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6572222915972915}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5982687451437451}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5810945998445998}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5538510101010101}]",0.9294117647058824,0.9260895734186146,0.933330699238235,0.6627218934911243,0.6572222915972915,0.6464791962831179,0.6724137931034483,0.6726164358517299,0.6549029548684048
