probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,pre_reset,valid,whole_mean,128,1.0,0.5338359557109557,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.36533119658119656}, {""C"": 0.01, ""val_balanced_accuracy"": 0.46480602730602727}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5278991841491841}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5338359557109557}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5197847291597292}]",0.9941176470588236,0.9942564455332826,0.9944246070304418,0.5443786982248521,0.5338359557109557,0.5368368811108838,0.5402298850574713,0.5289518488047901,0.5255619586738906
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.7241827616827617,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6515064796314796}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7241827616827617}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6934402403152404}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6814248251748252}, {""C"": 10.0, ""val_balanced_accuracy"": 0.654688714063714}]",0.9921568627450981,0.9916258583811776,0.9921533663469148,0.727810650887574,0.7241827616827617,0.7200364556468289,0.7413793103448276,0.7417629347776407,0.7319345618196192
l1__pre_reset__window__whole_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,pre_reset,window,whole_mean,128,1.0,0.5963966588966589,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.41303418803418807}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5084415584415584}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5408206376956377}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5963966588966589}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5424169580419581}]",0.984313725490196,0.9852335928934087,0.9852589392077679,0.6035502958579881,0.5963966588966589,0.5997366138831192,0.5517241379310345,0.5366457276383746,0.5419944941330348
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.01,0.7181901431901433,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6348266317016317}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7181901431901433}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7082809551559551}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6914540320790321}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6862456987456987}]",0.9941176470588236,0.9934777102330293,0.9939656027313811,0.727810650887574,0.7181901431901433,0.7198392131320405,0.7298850574712644,0.7342211709858768,0.720277416696325
l1__communication__valid__whole_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,communication,valid,whole_mean,128,0.1,0.5399392274392275,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.41234147796647797}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5088154900654901}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5399392274392275}, {""C"": 1.0, ""val_balanced_accuracy"": 0.514244782994783}, {""C"": 10.0, ""val_balanced_accuracy"": 0.491028416028416}]",0.9235294117647059,0.924403562413315,0.9294102694752276,0.5384615384615384,0.5399392274392275,0.5247756765198627,0.5402298850574713,0.5281634215457743,0.5225218194258442
l1__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.6584373959373958,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6003156565656567}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6584373959373958}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6433330558330558}, {""C"": 1.0, ""val_balanced_accuracy"": 0.645736901986902}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6269508269508269}]",0.9627450980392157,0.9616481502137675,0.9646573266640234,0.6627218934911243,0.6584373959373958,0.6539919854887372,0.6724137931034483,0.6691065062388591,0.6599279534897571
l1__communication__valid__whole_count,postencode_mask,pretrained_trainable,ff,on,C,11,l1,communication,valid,whole_count,128,0.1,0.6017652486402486,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.41987942612942614}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5351547757797758}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6017652486402486}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5525592463092464}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5260597041847043}]",0.9392156862745098,0.9384437993083344,0.942402859977527,0.6035502958579881,0.6017652486402486,0.5857174951244645,0.5747126436781609,0.5631684491978609,0.5506870407316445
l1__communication__valid__fixed250_count,postencode_mask,pretrained_trainable,ff,on,C,11,l1,communication,valid,fixed250_count,2048,0.01,0.6579299173049172,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5796425796425796}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6579299173049172}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6551882145632145}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6377032689532689}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6149850149850149}]",0.9647058823529412,0.9633826553016492,0.966247394527676,0.6627218934911243,0.6579299173049172,0.6535232245053616,0.7011494252873564,0.7003030874354405,0.6936240157854398
l1__communication__window__whole_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,communication,window,whole_mean,128,0.1,0.5901830808080809,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4198794261294261}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5371749777999778}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5901830808080809}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5525592463092464}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5084887334887336}]",0.9392156862745098,0.9382228731860297,0.9429219308849226,0.5976331360946746,0.5901830808080809,0.577727744164489,0.5402298850574713,0.5278570489967548,0.5186493406975078
l1__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,ff,on,C,11,l1,communication,window,fixed250_ordered_mean,2048,0.1,0.6541465478965479,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5851981351981351}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6424651737151736}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6541465478965479}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6477727133977134}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6158397158397158}]",0.9980392156862745,0.99822695035461,0.9981881917365788,0.6568047337278107,0.6541465478965479,0.6425741927913635,0.6781609195402298,0.6754856254856255,0.6698262378302701
