probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,pretrained_trainable,ff,on,C,11,l1,pre_reset,valid,whole_mean,128,1.0,0.5426406926406926,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.29182310744810747}, {""C"": 0.01, ""val_balanced_accuracy"": 0.426327491952492}, {""C"": 0.1, ""val_balanced_accuracy"": 0.49911408036408034}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5426406926406926}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5218972000222001}]",0.996078431372549,0.9962889658584859,0.9963119562925685,0.5621301775147929,0.5426406926406926,0.5433002727120374,0.5632183908045977,0.5524391254170666,0.5402475083396135
l1__pre_reset__valid__fixed250_ordered_mean,original,pretrained_trainable,ff,on,C,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,1.0,0.6327297702297702,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.578790306915307}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6092182123432124}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6240225052725054}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6327297702297702}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6168317793317794}]",1.0,1.0,1.0,0.6390532544378699,0.6327297702297702,0.6353231155586228,0.6896551724137931,0.6835113007907125,0.6761427592224244
l1__pre_reset__window__whole_mean,original,pretrained_trainable,ff,on,C,11,l1,pre_reset,window,whole_mean,128,10.0,0.5810658091908092,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3548801892551892}, {""C"": 0.01, ""val_balanced_accuracy"": 0.45044608169608175}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5491976773226773}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5782249000999001}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5810658091908092}]",1.0,1.0,1.0,0.5857988165680473,0.5810658091908092,0.5703106074812685,0.6264367816091954,0.629182520910462,0.6186301643094215
l1__pre_reset__window__fixed250_ordered_mean,original,pretrained_trainable,ff,on,C,11,l1,pre_reset,window,fixed250_ordered_mean,2048,10.0,0.6488466394716395,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5796450077700078}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6304573898323899}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6436383061383063}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6448038073038074}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6488466394716395}]",1.0,1.0,1.0,0.6568047337278107,0.6488466394716395,0.6462326879560962,0.6609195402298851,0.6525855272178801,0.6421398626790783
l1__communication__valid__whole_mean,original,pretrained_trainable,ff,on,C,11,l1,communication,valid,whole_mean,128,0.1,0.5303030303030303,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3654092435342436}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49029997779997775}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5303030303030303}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5016077672327672}, {""C"": 10.0, ""val_balanced_accuracy"": 0.48598276723276723}]",0.9607843137254902,0.9597549789995591,0.9617666267223783,0.5443786982248521,0.5303030303030303,0.5241839055277189,0.5,0.5023210041592395,0.4818046844868314
l1__communication__valid__fixed250_ordered_mean,original,pretrained_trainable,ff,on,C,11,l1,communication,valid,fixed250_ordered_mean,2048,0.1,0.6148379398379399,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5313717532467532}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6092823842823843}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6148379398379399}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6148379398379399}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5946133727383727}]",1.0,1.0,1.0,0.621301775147929,0.6148379398379399,0.6176318888083593,0.6551724137931034,0.6476827094474152,0.6344264471222162
l1__communication__valid__whole_count,original,pretrained_trainable,ff,on,C,11,l1,communication,valid,whole_count,128,0.1,0.622200369075369,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.38886981074481075}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5366505022755023}, {""C"": 0.1, ""val_balanced_accuracy"": 0.622200369075369}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5691156066156066}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5542957042957043}]",0.9666666666666667,0.9646812536085148,0.966909959926924,0.6331360946745562,0.622200369075369,0.6155341662337358,0.5862068965517241,0.5837121212121212,0.5654134661921492
l1__communication__valid__fixed250_count,original,pretrained_trainable,ff,on,C,11,l1,communication,valid,fixed250_count,2048,0.01,0.6328914141414141,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5464622183372183}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6328914141414141}, {""C"": 0.1, ""val_balanced_accuracy"": 0.616682622932623}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6274465118215119}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6035017066267065}]",0.984313725490196,0.9830794514738107,0.9842150267967629,0.6449704142011834,0.6328914141414141,0.6344478329380113,0.6609195402298851,0.6529460327254445,0.6491208030109893
l1__communication__window__whole_mean,original,pretrained_trainable,ff,on,C,11,l1,communication,window,whole_mean,128,0.1,0.6169920357420356,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.39893925518925516}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5422060578310578}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6169920357420356}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5595040376290376}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5247953435453435}]",0.9666666666666667,0.9645163187577808,0.9668395343078159,0.6272189349112426,0.6169920357420356,0.6114147377683373,0.5632183908045977,0.5613252148178619,0.5413027408358478
l1__communication__window__fixed250_ordered_mean,original,pretrained_trainable,ff,on,C,11,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.639698495948496,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5731983294483295}, {""C"": 0.01, ""val_balanced_accuracy"": 0.639698495948496}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6341429403929405}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6353448634698635}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6122949966699966}]",0.9882352941176471,0.9862956810631229,0.9875827252264228,0.6449704142011834,0.639698495948496,0.6431686628707111,0.6609195402298851,0.656510952283011,0.6496361935315699
