probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,pre_reset,valid,whole_mean,128,1.0,0.5527233183483183,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3514652014652015}, {""C"": 0.01, ""val_balanced_accuracy"": 0.463615897990898}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5451475607725608}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5527233183483183}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5311955405705405}]",0.9882352941176471,0.9888987520396039,0.9888783816593953,0.5562130177514792,0.5527233183483183,0.5518873407769681,0.5402298850574713,0.5279918814845286,0.5279307121868624
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.7004342879342879,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6631250693750693}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7004342879342879}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6853167665667667}, {""C"": 1.0, ""val_balanced_accuracy"": 0.662934287934288}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6734616078366078}]",0.9941176470588236,0.9934777102330293,0.9939656027313811,0.7100591715976331,0.7004342879342879,0.702440116633665,0.735632183908046,0.7315065245212304,0.7261268639402237
l1__pre_reset__window__whole_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,pre_reset,window,whole_mean,128,1.0,0.561938061938062,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.40106837606837603}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49052336552336545}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5285572066822067}, {""C"": 1.0, ""val_balanced_accuracy"": 0.561938061938062}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5427777084027084}]",0.9901960784313726,0.9908910147158538,0.9907880522932762,0.5739644970414202,0.561938061938062,0.5661058341776427,0.5632183908045977,0.5519093651446593,0.5543050577459181
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,pre_reset,window,fixed250_ordered_mean,2048,1.0,0.731330821955822,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6515429015429016}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7088647463647465}, {""C"": 0.1, ""val_balanced_accuracy"": 0.713649198024198}, {""C"": 1.0, ""val_balanced_accuracy"": 0.731330821955822}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6962253024753026}]",1.0,1.0,1.0,0.727810650887574,0.731330821955822,0.7282355754173705,0.735632183908046,0.7376116938616938,0.7291269886027951
l1__communication__valid__whole_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,communication,valid,whole_mean,128,1.0,0.5601846070596072,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4291684010434011}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5219832251082251}, {""C"": 0.1, ""val_balanced_accuracy"": 0.545875999000999}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5601846070596072}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5380997474747475}]",0.9921568627450981,0.9924129968662379,0.9926150608677319,0.5680473372781065,0.5601846070596072,0.5571882762831039,0.5517241379310345,0.5371102141322729,0.5249830709515727
l1__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,communication,valid,fixed250_ordered_mean,2048,0.1,0.6911963036963037,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6175262237762238}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6901050338550339}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6911963036963037}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6895233238983239}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6908359002109002}]",1.0,1.0,1.0,0.6923076923076923,0.6911963036963037,0.6921293682163249,0.6781609195402298,0.6755277606380546,0.6672290280120589
l1__communication__valid__whole_count,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,communication,valid,whole_count,128,0.1,0.6131833444333444,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4182806776556776}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5178907897657897}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6131833444333444}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5829143079143079}, {""C"": 10.0, ""val_balanced_accuracy"": 0.558982683982684}]",0.9450980392156862,0.9449620139129808,0.9477126858244166,0.6153846153846154,0.6131833444333444,0.6040238953807594,0.5977011494252874,0.5896743166963755,0.5823525265820662
l1__communication__valid__fixed250_count,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,communication,valid,fixed250_count,2048,0.01,0.7140366577866577,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6291448135198136}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7140366577866577}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6972097347097348}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6552856865356865}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6788700882450883}]",0.9745098039215686,0.9736423095796415,0.9757032270911318,0.7218934911242604,0.7140366577866577,0.7152090669819708,0.6954022988505747,0.6925306515380044,0.6845899475327525
l1__communication__window__whole_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,communication,window,whole_mean,128,0.1,0.6120178432678433,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4182806776556776}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5155233655233654}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6120178432678433}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5904900654900654}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5485660173160174}]",0.9450980392156862,0.9449620139129808,0.9477126858244166,0.6153846153846154,0.6120178432678433,0.6075871617843162,0.5919540229885057,0.5856270567667626,0.5781045570261257
l1__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.7088283244533243,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6355550699300699}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7088283244533243}, {""C"": 0.1, ""val_balanced_accuracy"": 0.696355033855034}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6672514985014985}, {""C"": 10.0, ""val_balanced_accuracy"": 0.684536297036297}]",0.9745098039215686,0.9736423095796415,0.9757032270911318,0.7159763313609467,0.7088283244533243,0.7099295162564997,0.7068965517241379,0.700210390100096,0.6950520011566858
