epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1
1,27.58943277710276,0.09196610247872733,15.825471878051758,0.08198051948051947,0.07936507936507936,0.07157345696899449
2,16.593247224870115,0.09271220222755555,10.804365158081055,0.07225829725829726,0.07142857142857142,0.0737634046753713
3,11.728240525250591,0.12723268332221346,8.014824867248535,0.1549963924963925,0.15079365079365079,0.1354289501348325
4,8.419761190726302,0.1809420477883312,6.923365116119385,0.21752645502645504,0.20634920634920634,0.18768303946572193
5,6.532357119857342,0.26483493468829356,5.4389824867248535,0.2704365079365079,0.2698412698412698,0.23647660782069382
6,4.981123147856143,0.35003498807415895,4.562866687774658,0.3086038961038961,0.30158730158730157,0.27487958708319793
7,4.094617313033742,0.4378155007874003,4.0190887451171875,0.36786315536315534,0.36507936507936506,0.326984539226791
8,3.391282267086272,0.48001634511810626,3.561929941177368,0.4053631553631554,0.40476190476190477,0.3678018472755315
9,2.927923949368029,0.5251294585986773,3.48171067237854,0.39901394901394904,0.40476190476190477,0.3580603454917943
10,2.521071127893182,0.5542913446480495,3.4589571952819824,0.4166065416065416,0.42063492063492064,0.3590170400733336
11,2.256504490535559,0.5759723533791027,3.325511932373047,0.3977873977873978,0.3968253968253968,0.35254236081598006
12,2.0537450227392724,0.5964121668763986,3.183621883392334,0.4116762866762867,0.4126984126984127,0.3654958891251711
13,1.877420308873083,0.6159017693233186,3.2307703495025635,0.3880651755651756,0.3888888888888889,0.3456370979404857
14,1.7639130360082997,0.6240123957234799,3.0005581378936768,0.39282708032708036,0.3968253968253968,0.3540194460164749
15,1.6478672922170512,0.6221499154892383,2.9252007007598877,0.4186207311207312,0.42063492063492064,0.38683647435582413
16,1.5392083908317422,0.6362130020720237,3.0059893131256104,0.4334355459355459,0.4365079365079365,0.38665230431494163
17,1.4100036512348615,0.6598401191038777,2.935620069503784,0.43746993746993756,0.4365079365079365,0.39736332567214916
18,1.3298969063619328,0.6753254621014756,2.8326148986816406,0.4460016835016835,0.4365079365079365,0.4108685676327397
19,1.2470401396234352,0.6847776225953028,2.836122512817383,0.43409692159692154,0.42857142857142855,0.4062989094239094
20,1.1870703838778445,0.7023335691012137,2.807311534881592,0.45294612794612793,0.4444444444444444,0.4228322879146981
21,1.1275388794388501,0.6940224866431635,2.7392385005950928,0.44104136604136607,0.4365079365079365,0.41676567897630523
22,1.0647588494312332,0.7144561770139162,2.8077359199523926,0.4460016835016835,0.4365079365079365,0.4177362303477022
23,1.0287715201738985,0.7102287516885917,2.7981579303741455,0.4390572390572391,0.42857142857142855,0.4110009819842211
24,0.9703540555786553,0.7231218761839607,2.784646987915039,0.4668350168350168,0.4603174603174603,0.4377952198493061
25,0.9402936840631876,0.7188455063068693,2.740955352783203,0.45989057239057235,0.4523809523809524,0.42548960067965175
26,0.8988478545888156,0.7273758305384083,2.750619888305664,0.45493025493025496,0.4523809523809524,0.42664159964522935
27,0.8683092256626451,0.7296544009823012,2.681893825531006,0.4737794612794613,0.46825396825396826,0.4489035652575207
28,0.8317484686378768,0.7302841130886134,2.710447072982788,0.48568422318422316,0.47619047619047616,0.4530907314865182
29,0.8086478310074535,0.758422962400935,2.7702035903930664,0.4549302549302549,0.4523809523809524,0.43040202839060865
30,0.7749235800334385,0.7599879217943227,2.6824827194213867,0.46746632996633,0.4603174603174603,0.4456760086126132
31,0.7515232690230089,0.7658154026662435,2.63801646232605,0.4737794612794613,0.46825396825396826,0.44735704043403146
32,0.7252617676368884,0.7761835946466301,2.6844210624694824,0.48072390572390566,0.47619047619047616,0.4529587725023831
33,0.7128889747412808,0.7758237314044109,2.7671425342559814,0.45556156806156795,0.4523809523809524,0.43474898345588003
34,0.683306900749108,0.7879362551125259,2.6416807174682617,0.4668350168350168,0.4603174603174603,0.44239498034207303
35,0.6624972913638655,0.8041234702798169,2.6399776935577393,0.47239057239057236,0.46825396825396826,0.45211600253680606
36,0.6460932699415236,0.7974798402609496,2.6814141273498535,0.46607744107744103,0.4603174603174603,0.44924977728383303
37,0.6371588387403143,0.8032741381445927,2.6111252307891846,0.47239057239057236,0.46825396825396826,0.45177326328642126
38,0.6068407593618778,0.8192665586326678,2.655416250228882,0.4591329966329966,0.4523809523809524,0.44057299272985545
39,0.5976912125868149,0.8221628881202397,2.645334243774414,0.47302188552188557,0.46825396825396826,0.45261247047108766
40,0.5743371164121645,0.8413185081772704,2.6034903526306152,0.47996632996633,0.47619047619047616,0.45925596300702876
41,0.5678479747394687,0.8357782165243184,2.683479070663452,0.45913299663299667,0.4523809523809524,0.43784116315592064
42,0.5518596205161483,0.8295312745281641,2.644371271133423,0.49187109187109196,0.48412698412698413,0.4743942354969079
43,0.5347396109682763,0.8432533847995312,2.646784543991089,0.4660774410774411,0.4603174603174603,0.4475376942468861
44,0.517932257379394,0.8534616819010951,2.631493091583252,0.49187109187109196,0.48412698412698413,0.47700452462680487
45,0.5033021812389722,0.8566097568419435,2.660062789916992,0.47103775853775853,0.4603174603174603,0.44583545389655493
