CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
0.5937349687349686,0.5984251968503937,0.561483710739965,20,0.607082732082732,0.6141732283464567,0.5778918118525754,0.5723605098605098,0.5748031496062992,0.5402720119386786,0.5578403078403078,0.5590551181102362,0.5288611851111852,0.5124815938004728,0.5203983572192621,0.5181277056277055,0.5354330708661418,0.06292831300927432,0.08704417198896408,1.3832274825920148,0.6199957480306447,0.33938477161210395,0.09519406322850964,0.08861783073292663
