k,same_label_micro,same_label_macro
1,0.5354330708661418,0.5181277056277055
3,0.5459317585301838,0.5339005130671797
5,0.5574803149606298,0.5517316017316017
10,0.5669291338582676,0.5592322029822031
20,0.5464566929133857,0.5378652597402597
50,0.48724409448818895,0.47904160654160655
