split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train,0.921875,0.9202571971799429,0.9217893977384691,0.9232628754634543,0.796763789653778
val,0.6344827586206897,0.6233349983349984,0.6115021389286095,0.6185505728588893,1.3398139279464196
test,0.5238095238095238,0.5206890331890331,0.5250892359586852,0.5316338308968928,1.567071557044983
