kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,7.52866792678833,0.4552764227050388,0.16118235931085964,-0.029567055182723852,-0.01892178067517573,126
