D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.09358517682706306,0.06875289231538773,0.7346557932107367,0.5103986291486291,0.5079365079365079,0.49980805728088334
