kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,1.457961082458496,0.30722717590694754,0.05203685727971766,-0.33618800492278955,-0.31636742320726857,126
