D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.06424172132177774,0.027686821296811104,0.4309788207215172,0.24235209235209235,0.2222222222222222,0.18943163519250472
