label_idx,label,test_samples,intra_cosine_distance
0,A,11,0.05398927922368768
1,B,9,0.08873430173446684
2,C,12,0.08554868399869409
3,D,11,0.06339194148608107
4,E,12,0.04292041521666545
5,G,12,0.043165223990956236
6,H,12,0.05716899126916353
7,I,11,0.03596825109903701
8,J,12,0.05353088179815191
9,K,12,0.04046000162178387
10,L,6,0.05937821368943663
11,X,7,0.07999019481360004
