condition,architecture_family,beta,tau_mem_ms,recurrent,stateful,seed,probe_type,probe_C,val_ba,test_ba,test_accuracy,test_macro_f1
factorized_ff_gate,ff_gate,0.0,0.0,False,False,11,hidden_whole_count,0.1,0.5725589225589226,0.5851204351204351,0.6027397260273972,0.5786179912844
factorized_ff_gate,ff_gate,0.0,0.0,False,False,11,hidden_fixed250_ordered,0.01,0.5867845117845117,0.6371503496503497,0.6506849315068494,0.6272773256036825
factorized_ff_gate,ff_gate,0.0,0.0,False,False,11,hidden_relative10_ordered,0.001,0.6341750841750842,0.6866612554112553,0.7123287671232876,0.6775535476650751
factorized_ff_gate,ff_gate,0.0,0.0,False,False,23,hidden_whole_count,10.0,0.5221741221741222,0.5731795981795981,0.5821917808219178,0.5683770323707709
factorized_ff_gate,ff_gate,0.0,0.0,False,False,23,hidden_fixed250_ordered,0.1,0.6147667147667147,0.60503663003663,0.6232876712328768,0.6012406456918411
factorized_ff_gate,ff_gate,0.0,0.0,False,False,23,hidden_relative10_ordered,0.01,0.5999218374218375,0.7051046176046177,0.726027397260274,0.7071402407281672
factorized_ff_gate,ff_gate,0.0,0.0,False,False,37,hidden_whole_count,0.1,0.5590367965367965,0.5423111610611611,0.5547945205479452,0.543733845856087
factorized_ff_gate,ff_gate,0.0,0.0,False,False,37,hidden_fixed250_ordered,0.01,0.5451118326118326,0.623026973026973,0.636986301369863,0.6270889673938149
factorized_ff_gate,ff_gate,0.0,0.0,False,False,37,hidden_relative10_ordered,0.01,0.6113215488215488,0.68881882006882,0.7054794520547946,0.6980942168579868
factorized_ff_gate,ff_gate,0.0,0.0,False,False,53,hidden_whole_count,0.01,0.537049062049062,0.6281315906315906,0.6438356164383562,0.6192475218166638
factorized_ff_gate,ff_gate,0.0,0.0,False,False,53,hidden_fixed250_ordered,0.01,0.53999518999519,0.6499209124209123,0.6643835616438356,0.6467806165311999
factorized_ff_gate,ff_gate,0.0,0.0,False,False,53,hidden_relative10_ordered,0.1,0.6274050024050024,0.6392850205350203,0.6575342465753424,0.6389088250930357
factorized_ff_gate,ff_gate,0.0,0.0,False,False,71,hidden_whole_count,1.0,0.5133056758056758,0.5287851037851038,0.547945205479452,0.5295421538010446
factorized_ff_gate,ff_gate,0.0,0.0,False,False,71,hidden_fixed250_ordered,0.1,0.547895622895623,0.604811161061161,0.6232876712328768,0.6048347923347923
factorized_ff_gate,ff_gate,0.0,0.0,False,False,71,hidden_relative10_ordered,0.1,0.6157888407888409,0.6693833943833943,0.684931506849315,0.6626040626040625
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,11,hidden_whole_count,0.1,0.5648569023569024,0.5791680541680541,0.5958904109589042,0.5706633104549771
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,11,hidden_fixed250_ordered,0.001,0.5619107744107745,0.6355720668220668,0.6575342465753424,0.6341036676256063
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,11,hidden_relative10_ordered,0.1,0.6408670033670034,0.6679646742146742,0.684931506849315,0.6685613772133504
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,23,hidden_whole_count,10.0,0.5561748436748437,0.5859390609390609,0.5958904109589042,0.5782238630564467
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,23,hidden_fixed250_ordered,1.0,0.5812710437710438,0.613604451104451,0.6301369863013698,0.6155604045544649
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,23,hidden_relative10_ordered,0.01,0.6006794131794132,0.6974789099789099,0.7191780821917808,0.702052647215186
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,37,hidden_whole_count,0.01,0.5498737373737373,0.561394855144855,0.5753424657534246,0.5674128721355108
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,37,hidden_fixed250_ordered,0.001,0.552020202020202,0.6012987012987012,0.6095890410958904,0.6104897556766512
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,37,hidden_relative10_ordered,0.001,0.5895262145262145,0.6674152236652237,0.684931506849315,0.6747048911363427
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,53,hidden_whole_count,0.01,0.537049062049062,0.6348415473415473,0.6506849315068494,0.6309449778953174
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,53,hidden_fixed250_ordered,0.01,0.5359908609908611,0.6373848373848373,0.6506849315068494,0.6356521385868651
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,53,hidden_relative10_ordered,10.0,0.615373977873978,0.5856393606393606,0.5958904109589042,0.594456438435097
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,71,hidden_whole_count,1.0,0.5271945646945647,0.5289585414585414,0.547945205479452,0.533066793816301
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,71,hidden_fixed250_ordered,10.0,0.5627525252525253,0.5113268675768675,0.5273972602739726,0.5150873774376264
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,71,hidden_relative10_ordered,1.0,0.615031265031265,0.6145132645132645,0.6301369863013698,0.6165868196131353
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,11,hidden_whole_count,1.0,0.5494829244829246,0.5083548396048395,0.5205479452054794,0.4895377259628841
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,11,hidden_fixed250_ordered,1.0,0.572967772967773,0.5934787434787434,0.6095890410958904,0.5908877997675063
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,11,hidden_relative10_ordered,0.01,0.636562049062049,0.6550456487956487,0.678082191780822,0.6430175619350381
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,23,hidden_whole_count,0.1,0.5320226070226072,0.5690379065379064,0.5821917808219178,0.5660658705917327
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,23,hidden_fixed250_ordered,1.0,0.5596741221741222,0.60503663003663,0.6232876712328768,0.6038718906365965
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,23,hidden_relative10_ordered,0.1,0.5919252044252045,0.6483266733266734,0.6712328767123288,0.6464533548522376
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,37,hidden_whole_count,0.1,0.5395562770562771,0.5580488955488955,0.5684931506849316,0.5531979386738383
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,37,hidden_fixed250_ordered,1.0,0.5497835497835498,0.6003829503829504,0.6095890410958904,0.5984918412068605
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,37,hidden_relative10_ordered,0.001,0.5977332852332853,0.6503156565656566,0.6643835616438356,0.657317763164451
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,53,hidden_whole_count,0.01,0.4981601731601731,0.5844738594738594,0.6027397260273972,0.5753044050553647
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,53,hidden_fixed250_ordered,0.1,0.5078823953823953,0.6172119547119547,0.6301369863013698,0.6137562333674274
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,53,hidden_relative10_ordered,0.001,0.5601972101972102,0.6820616883116882,0.6986301369863014,0.6768505270033267
