condition,architecture_family,beta,tau_mem_ms,recurrent,stateful,seed,split,accumulator_history_l1_mean,active_feature_gate_history_mae,evidence_history_mae,gate_history_mae
factorized_ff_gate,ff_gate,0.0,0.0,False,False,11,test,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,11,train,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,11,val,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,23,test,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,23,train,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,23,val,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,37,test,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,37,train,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,37,val,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,53,test,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,53,train,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,53,val,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,71,test,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,71,train,0.0,0.0,0.0,0.0
factorized_ff_gate,ff_gate,0.0,0.0,False,False,71,val,0.0,0.0,0.0,0.0
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,11,test,64.9345485739512,0.18770549434391973,0.09238007286144245,0.15212103513157707
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,11,train,77.91260437957186,0.18811625112671698,0.0886415903914114,0.15027287673752135
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,11,val,62.45072234623016,0.18591738858415632,0.0800694090089398,0.13706889708020586
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,23,test,91.49050861515411,0.18863799630731398,0.14546151031635707,0.1556594954807289
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,23,train,109.10274916630809,0.1880570907470393,0.1387005550935192,0.15846496885637887
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,23,val,88.89202008928571,0.18843121482860573,0.12667264154998098,0.14687360472700486
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,37,test,83.69612769558005,0.1743172640503711,0.136941817519363,0.14521912915411178
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,37,train,103.36433933277753,0.1743269798556963,0.13113659137014924,0.15065920340357392
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,37,val,83.9272693452381,0.17556823382557757,0.12130870634345829,0.14277351680123013
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,53,test,78.2871662296661,0.1937607602367221,0.11591145132244726,0.15367371930121743
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,53,train,86.57240765517427,0.19155510841796428,0.10591505107319214,0.1535263438476121
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,53,val,74.19878472222223,0.19125918649164628,0.09783814273146929,0.14191424510715697
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,71,test,86.58361649186644,0.177261094492354,0.14328083824526797,0.1410559596724665
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,71,train,97.03316362548408,0.174517284541374,0.13130630577584426,0.14270344502797253
factorized_lif22,lif_gate,0.5,22.542110013890053,False,True,71,val,79.47584170386905,0.17781099785977972,0.11927380105684678,0.13172532300034018
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,11,test,291.70492428296234,0.5827016435246014,0.38346014745403445,0.44374666915499195
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,11,train,349.4647193685456,0.6004275134197038,0.3736670912225535,0.4597698881687344
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,11,val,262.80059523809524,0.5737027886763229,0.3204330378698095,0.4089999094680011
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,23,test,220.93187473244862,0.5576450741598467,0.2751905080206694,0.42250282990371574
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,23,train,254.30131575408777,0.5749496277142502,0.2621548749692945,0.43829572743642914
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,23,val,200.63831535218253,0.5526252691899338,0.23247534260417582,0.3917886705375955
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,37,test,161.7299938463185,0.5224970537771233,0.20439643935702193,0.40239430421863354
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,37,train,190.26005977033134,0.5360687458633376,0.1961396784942162,0.41788014184109484
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,37,val,156.00849454365078,0.5139405681508177,0.17831830353550318,0.37886634219175225
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,53,test,305.9823750535103,0.585674067634001,0.40031655229214985,0.4439930697795648
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,53,train,350.9834841598537,0.6019446618785687,0.3801508695588457,0.4629119122208242
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,53,val,273.5562686011905,0.5821155894615399,0.33360752983898107,0.41415929036629795
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,71,test,254.04546366652397,0.5779995835497538,0.324431186589232,0.42886985035587255
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,71,train,288.042730072074,0.5881925023279578,0.3042265549326642,0.43898456489215043
factorized_lif242,lif_gate,0.9375,242.10347130039656,False,True,71,val,225.6003224206349,0.5674862197484039,0.26507903603539346,0.38827416861447633
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,test,252.91249565229023,0.4994448133305804,0.36761344503508464,0.4144356881173894
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,train,302.5985033885542,0.5048341287618894,0.35153938909487165,0.4452996197184794
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,11,val,230.30022321428572,0.5096877820198542,0.3160630399913675,0.42022116212909316
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,test,231.3515407614512,0.4818469361286729,0.3424514490746493,0.4058851946103328
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,train,298.5780342351549,0.5038028639569468,0.3444015923157391,0.450489179189626
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,23,val,228.5209728422619,0.4957171637156031,0.30366192791092383,0.41388782296604776
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,test,269.9506167059075,0.5128657731711608,0.38045944102636786,0.4322050384056339
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,train,323.58106981497417,0.5215451671671242,0.36783923134099994,0.46905605593382055
factorized_rsnn22,rsnn_gate,0.5,22.542110013890053,True,True,37,val,254.49178447420636,0.5195556700216808,0.334110056733386,0.43866371340312527
