epoch,train_ba,val_ba,train_loss,val_loss,val_zero_bias_ba,val_zero_bias_loss,val_direct_bias_delta_ba,val_prediction_change_fraction,bias_l2,bias_abs_mean,bias_range
1.0,0.10404624478130768,0.09861111111111111,2.48933537978929,2.4798216819763184,0.10387205387205388,2.4800515174865723,-0.005260942760942772,0.6111111111111112,0.00884136816849377,0.0021545511996616065,0.00813289568759501
2.0,0.10909267546453082,0.10416666666666669,2.47447143733604,2.4722020626068115,0.09398148148148149,2.4726264476776123,0.0101851851851852,0.6190476190476191,0.016298664945405238,0.004073434531164821,0.014456016477197409
3.0,0.10114392391908116,0.1125,2.4626902011503655,2.4637954235076904,0.11111111111111112,2.464414119720459,0.001388888888888884,0.15873015873015872,0.02322562542916184,0.005821512493033272,0.020376501604914665
4.0,0.11810802245157591,0.09861111111111111,2.451061870883541,2.45513916015625,0.1111111111111111,2.4559693336486816,-0.012499999999999997,0.5634920634920635,0.030272870607239148,0.007559960026507421,0.027086354792118073
5.0,0.11299014271891629,0.10000000000000002,2.4394149562783167,2.4428138732910156,0.09523809523809525,2.4438915252685547,0.004761904761904773,0.3968253968253968,0.03730713079747577,0.009489110297484634,0.03319674078375101
6.0,0.131838513949363,0.09861111111111111,2.4260454727737506,2.430974006652832,0.10912698412698413,2.4323158264160156,-0.01051587301587302,0.3968253968253968,0.04449561062251082,0.011527328383332739,0.03924148343503475
7.0,0.14559860416778656,0.11408730158730158,2.411387959774103,2.4171202182769775,0.12936507936507935,2.418804883956909,-0.015277777777777765,0.49206349206349204,0.05167275689793634,0.013493673759512603,0.04467943124473095
8.0,0.14327268003368632,0.10218253968253967,2.3941355330193104,2.40568208694458,0.11904761904761905,2.4077541828155518,-0.01686507936507939,0.4444444444444444,0.05941520412386419,0.015574873696702221,0.04901386424899101
9.0,0.16060128070741278,0.1488095238095238,2.377265096736652,2.392397880554199,0.10158730158730157,2.3949315547943115,0.047222222222222235,0.3492063492063492,0.06728748624740406,0.01784772199850219,0.05372355692088604
10.0,0.16879433648694653,0.15496031746031746,2.3594003367957477,2.37744402885437,0.09464285714285714,2.3804917335510254,0.060317460317460325,0.4365079365079365,0.07555125346305791,0.020460923435166478,0.058662015944719315
11.0,0.1861992353383863,0.1904761904761905,2.3377278766205305,2.3605101108551025,0.14464285714285716,2.3640992641448975,0.04583333333333334,0.4444444444444444,0.08401000692347953,0.023064918505648773,0.06268191523849964
12.0,0.22270267788349551,0.22182539682539684,2.314818859100342,2.341856002807617,0.14761904761904762,2.346236228942871,0.07420634920634922,0.40476190476190477,0.09252902953199123,0.02558592241257429,0.06783965602517128
13.0,0.23353984124424376,0.2529761904761905,2.2908943159034454,2.31740665435791,0.1982142857142857,2.322476625442505,0.05476190476190482,0.38095238095238093,0.10122369346041508,0.028086567608018715,0.0753331147134304
14.0,0.29895569039043884,0.2613095238095238,2.264658541359302,2.3010642528533936,0.2130291005291005,2.306504487991333,0.04828042328042331,0.38095238095238093,0.11004113015838544,0.03048343180368344,0.0841507613658905
15.0,0.29193869940332207,0.2488095238095238,2.2367891580020296,2.2735581398010254,0.21104497354497354,2.2803797721862793,0.03776455026455028,0.3968253968253968,0.11851097140835615,0.03276007017120719,0.09224197641015053
16.0,0.30769319240624277,0.27599206349206346,2.2087575576801926,2.2464306354522705,0.25145502645502643,2.2540998458862305,0.024537037037037024,0.2619047619047619,0.12793889452871066,0.035250633023679256,0.10067935660481453
17.0,0.33689323182640796,0.2634920634920635,2.175941072930157,2.2179527282714844,0.2560846560846561,2.2266902923583984,0.007407407407407418,0.2619047619047619,0.13684789360482633,0.037539855732272066,0.10945669561624527
18.0,0.3573705056795604,0.28432539682539687,2.146047875310796,2.188631534576416,0.2713624338624339,2.1981165409088135,0.012962962962962954,0.2619047619047619,0.1456626298242458,0.03972920387362441,0.11769784614443779
19.0,0.3531636138436453,0.25621693121693123,2.111370158482747,2.153200387954712,0.24556878306878308,2.1641366481781006,0.010648148148148157,0.2777777777777778,0.1543711845888629,0.04186274250969291,0.12562495470046997
20.0,0.36755051828558116,0.26686507936507936,2.0787202565066787,2.1373040676116943,0.24358465608465604,2.1489574909210205,0.023280423280423318,0.25396825396825395,0.1627337003972766,0.04381233422706524,0.1336902678012848
21.0,0.3862573227699939,0.2724206349206349,2.0428569099373743,2.1048364639282227,0.2617724867724868,2.1169703006744385,0.010648148148148073,0.23809523809523808,0.17094453227980214,0.04566115948061148,0.14225787669420242
22.0,0.40428860765130653,0.33925565175565175,2.0103489901235716,2.07017183303833,0.30407046657046655,2.083148241043091,0.03518518518518521,0.2222222222222222,0.17874320106034433,0.04732138384133577,0.14993952214717865
23.0,0.4055373869700545,0.32305194805194803,1.9741966277104441,2.0372118949890137,0.2908429533429533,2.0522611141204834,0.03220899470899474,0.23015873015873015,0.1861839349921457,0.048916335528095566,0.15742184221744537
24.0,0.41452846591789433,0.3383297258297258,1.9403600278286433,2.0145792961120605,0.3511964886964887,2.0279455184936523,-0.01286676286676286,0.23015873015873015,0.19391894674163876,0.050623510498553514,0.16544340550899506
25.0,0.4324995988154979,0.3544372294372295,1.9013591965791896,1.9786460399627686,0.345508658008658,1.9936751127243042,0.008928571428571508,0.1746031746031746,0.20084210545645037,0.05210333364084363,0.1719021126627922
26.0,0.4382214496291448,0.3399170274170274,1.8713113900511278,1.9665842056274414,0.3702140452140452,1.981292486190796,-0.030297017797017822,0.23015873015873015,0.2073756802146909,0.05352162189471225,0.17768656462430954
27.0,0.44886605435273735,0.3957732082732082,1.8404799420739204,1.923857569694519,0.42303391053391054,1.9381392002105713,-0.02726070226070232,0.1746031746031746,0.2135361410761873,0.05476218042895198,0.18352104723453522
28.0,0.4418029555170262,0.34455266955266955,1.8030694764165172,1.915958285331726,0.3603294853294854,1.9321964979171753,-0.015776815776815833,0.15079365079365079,0.21945807292951774,0.05597018264234066,0.18970592319965363
29.0,0.4575336047218245,0.35414862914862927,1.7745742434683847,1.8883932828903198,0.39866522366522367,1.9038890600204468,-0.0445165945165944,0.16666666666666666,0.22557758749068765,0.05733228467094401,0.195282481610775
30.0,0.5023108155712237,0.37359307359307364,1.740897706987115,1.860714077949524,0.4154641654641655,1.8749091625213623,-0.04187109187109184,0.15873015873015872,0.2313998301479952,0.05852620641235262,0.2011755034327507
31.0,0.49167366615577524,0.3583152958152958,1.7085044831293996,1.8402323722839355,0.3677789802789803,1.8579778671264648,-0.009463684463684507,0.15873015873015872,0.2366223071131292,0.05962583958171308,0.2068614810705185
32.0,0.5117988996201227,0.39935064935064934,1.6774689295616085,1.8258358240127563,0.40848364598364606,1.8400235176086426,-0.009132996632996715,0.0873015873015873,0.2416370296380601,0.06067300556848446,0.21196436882019043
33.0,0.5224233383570753,0.38559403559403554,1.6466621098953351,1.7855854034423828,0.40524290524290524,1.8004018068313599,-0.019648869648869693,0.14285714285714285,0.24663698118981223,0.06171539497639363,0.21662969142198563
34.0,0.5447291815270047,0.3700156325156325,1.6180285648306554,1.7849316596984863,0.38566618566618566,1.800531029701233,-0.015650553150553137,0.15873015873015872,0.25128172993924763,0.06275940444902517,0.22130898386240005
35.0,0.5522564687032483,0.39779341029341037,1.5882278258131621,1.747941017150879,0.4208513708513708,1.7624222040176392,-0.023057960557960444,0.15079365079365079,0.25606972675468087,0.06377924542660669,0.2260473594069481
36.0,0.5715194521421548,0.3653860028860029,1.5630446740148811,1.7384792566299438,0.41390692640692633,1.75497305393219,-0.04852092352092341,0.15079365079365079,0.26058097966155636,0.06475005937439467,0.2308381125330925
37.0,0.5731919277071095,0.41482082732082737,1.5366236738822137,1.7228951454162598,0.4460497835497836,1.735527753829956,-0.031228956228956217,0.12698412698412698,0.26521758238852167,0.06592810159781948,0.23633114248514175
38.0,0.5817740586727033,0.4031806156806157,1.5003776133778584,1.7000807523727417,0.42349687349687354,1.7153421640396118,-0.020316257816257843,0.15873015873015872,0.2689165950093008,0.0667982983092467,0.2406914085149765
39.0,0.591690929903303,0.4266594516594517,1.483904308173004,1.6787066459655762,0.43970057720057726,1.693220853805542,-0.013041125541125576,0.11904761904761904,0.2728639697920443,0.06777933047851548,0.24537017196416855
40.0,0.6176416838139624,0.4061628186628186,1.4455912933907697,1.6600406169891357,0.4354016354016354,1.6741411685943604,-0.029238816738816786,0.14285714285714285,0.27648662776685523,0.06878838657091062,0.24915367364883423
41.0,0.6238628125337561,0.41171837421837426,1.4148205678762544,1.6461737155914307,0.4354016354016354,1.6622120141983032,-0.02368326118326114,0.11904761904761904,0.27980700785059176,0.06964745547156781,0.25305796414613724
42.0,0.6418702384229785,0.42804834054834057,1.394774483936789,1.6300219297409058,0.46688311688311673,1.6429585218429565,-0.038834776334776167,0.14285714285714285,0.28341844730440396,0.070589539129287,0.25743892788887024
43.0,0.6488141084716873,0.42497594997595,1.3689340353012085,1.6236308813095093,0.45623496873496877,1.6379538774490356,-0.031259018759018764,0.14285714285714285,0.2867123271566952,0.0713879259225602,0.2612842321395874
44.0,0.6483076087557443,0.439069264069264,1.339283830943083,1.5941317081451416,0.4892736892736893,1.6085454225540161,-0.05020442520442531,0.10317460317460317,0.2904600429986053,0.07233116038454075,0.26544348895549774
45.0,0.6709813551994208,0.4386002886002886,1.3157365549862283,1.5968146324157715,0.49003126503126504,1.6084977388381958,-0.05143097643097644,0.10317460317460317,0.2939992578741723,0.07328588073141873,0.26938965171575546
46.0,0.6736989032598749,0.4351911976911977,1.290313693209072,1.5815658569335938,0.490957190957191,1.5957359075546265,-0.0557659932659933,0.11904761904761904,0.29710843740731524,0.0740778495868047,0.27334702759981155
