seed,model_kind,stimulus_type,stimulus_id,layer,state,neuron,peak_latency_steps,peak_latency_ms,peak_amplitude,fwhm_steps,fwhm_ms,duration_steps,duration_ms,peak_to_tail_ratio
23,c2,unit_impulse,channel_0,L1,syn_current,0,0,0.0,0.12585410475730896,3,46.875,9,140.625,23832727.707341447
23,c2,unit_impulse,channel_0,L1,syn_current,1,0,0.0,0.0931795984506607,3,46.875,9,140.625,22348681.873092823
23,c2,unit_impulse,channel_0,L1,syn_current,2,0,0.0,0.0533904954791069,3,46.875,9,140.625,18959745.20704789
23,c2,unit_impulse,channel_0,L1,syn_current,3,0,0.0,0.24172577261924744,3,46.875,9,140.625,26212097.35718995
23,c2,unit_impulse,channel_0,L1,syn_current,4,0,0.0,0.14023497700691223,3,46.875,9,140.625,24304709.371215075
23,c2,unit_impulse,channel_0,L1,syn_current,5,0,0.0,0.20548103749752045,3,46.875,9,140.625,25720137.7921891
23,c2,unit_impulse,channel_0,L1,syn_current,6,0,0.0,0.04269389063119888,3,46.875,9,140.625,17410699.146521494
23,c2,unit_impulse,channel_0,L1,syn_current,7,0,0.0,0.17997977137565613,3,46.875,9,140.625,25271936.92612723
23,c2,unit_impulse,channel_0,L1,syn_current,8,0,0.0,0.08411101251840591,3,46.875,9,140.625,21785329.715513103
23,c2,unit_impulse,channel_0,L1,syn_current,9,0,0.0,0.3331660330295563,3,46.875,9,140.625,27016148.83844652
23,c2,unit_impulse,channel_0,L1,syn_current,10,0,0.0,0.12612783908843994,3,46.875,9,140.625,23842521.969002422
23,c2,unit_impulse,channel_0,L1,syn_current,11,0,0.0,0.37500646710395813,3,46.875,9,140.625,27262803.647224408
23,c2,unit_impulse,channel_0,L1,syn_current,12,0,0.0,0.044536665081977844,3,46.875,9,140.625,17709520.861562975
23,c2,unit_impulse,channel_0,L1,syn_current,13,0,0.0,0.037942007184028625,3,46.875,9,140.625,16564681.64620683
23,c2,unit_impulse,channel_0,L1,syn_current,14,0,0.0,0.0472281388938427,3,46.875,9,140.625,18120140.34562997
23,c2,unit_impulse,channel_0,L1,syn_current,15,0,0.0,0.0006329327006824315,3,46.875,9,140.625,619593.961578504
23,c2,unit_impulse,channel_0,L1,syn_current,16,0,0.0,0.01213829591870308,3,46.875,9,140.625,8591265.696847035
23,c2,unit_impulse,channel_0,L1,syn_current,17,0,0.0,0.06259829550981522,3,46.875,9,140.625,20004690.964731228
23,c2,unit_impulse,channel_0,L1,syn_current,18,0,0.0,0.21455009281635284,3,46.875,9,140.625,25856956.483492125
23,c2,unit_impulse,channel_0,L1,syn_current,19,0,0.0,0.18568766117095947,3,46.875,9,140.625,25381491.707436014
23,c2,unit_impulse,channel_0,L1,syn_current,20,0,0.0,0.0024780030362308025,3,46.875,9,140.625,2285379.1362097566
23,c2,unit_impulse,channel_0,L1,syn_current,21,0,0.0,0.26343706250190735,3,46.875,9,140.625,26448469.262441456
23,c2,unit_impulse,channel_0,L1,syn_current,22,0,0.0,0.18446767330169678,3,46.875,9,140.625,25358554.293803144
23,c2,unit_impulse,channel_0,L1,syn_current,23,0,0.0,0.17726220190525055,3,46.875,9,140.625,25217650.802897014
