seed,model_kind,stimulus_type,stimulus_id,layer,state,neuron,peak_latency_steps,peak_latency_ms,peak_amplitude,fwhm_steps,fwhm_ms,duration_steps,duration_ms,peak_to_tail_ratio
37,random_a2,unit_impulse,channel_0,L1,syn_current,0,0,0.0,0.1316564828157425,3,46.875,9,140.625,24033298.216902297
37,random_a2,unit_impulse,channel_0,L1,syn_current,1,0,0.0,0.13419324159622192,3,46.875,9,140.625,24116526.98289434
37,random_a2,unit_impulse,channel_0,L1,syn_current,2,0,0.0,0.038542039692401886,3,46.875,9,140.625,16678038.687164683
37,random_a2,unit_impulse,channel_0,L1,syn_current,3,0,0.0,0.02747442200779915,3,46.875,9,140.625,14202349.543569528
37,random_a2,unit_impulse,channel_0,L1,syn_current,4,0,0.0,0.040060918778181076,3,46.875,9,140.625,16956225.732452888
37,random_a2,unit_impulse,channel_0,L1,syn_current,5,0,0.0,0.18079158663749695,3,46.875,9,140.625,25287881.32896243
37,random_a2,unit_impulse,channel_0,L1,syn_current,6,0,0.0,0.17910565435886383,3,46.875,9,140.625,25254633.594083138
37,random_a2,unit_impulse,channel_0,L1,syn_current,7,0,0.0,0.06204160302877426,3,46.875,9,140.625,19947495.071489953
37,random_a2,unit_impulse,channel_0,L1,syn_current,8,0,0.0,0.104576475918293,3,46.875,9,140.625,22948519.62711343
37,random_a2,unit_impulse,channel_0,L1,syn_current,9,0,0.0,0.056462328881025314,3,46.875,9,140.625,19333263.88067386
37,random_a2,unit_impulse,channel_0,L1,syn_current,10,0,0.0,0.03165040537714958,3,46.875,9,140.625,15241911.069498347
37,random_a2,unit_impulse,channel_0,L1,syn_current,11,0,0.0,0.10735350102186203,3,46.875,9,140.625,23079534.433000103
37,random_a2,unit_impulse,channel_0,L1,syn_current,12,0,0.0,0.06266461312770844,3,46.875,9,140.625,20011459.88892683
37,random_a2,unit_impulse,channel_0,L1,syn_current,13,0,0.0,0.11042662709951401,3,46.875,9,140.625,23218454.24681375
37,random_a2,unit_impulse,channel_0,L1,syn_current,14,0,0.0,0.17229411005973816,3,46.875,9,140.625,25114635.89167836
37,random_a2,unit_impulse,channel_0,L1,syn_current,15,0,0.0,0.0018527933862060308,3,46.875,9,140.625,1742952.8274099529
