seed,model_kind,stimulus_type,stimulus_id,layer,state,neuron,peak_latency_steps,peak_latency_ms,peak_amplitude,fwhm_steps,fwhm_ms,duration_steps,duration_ms,peak_to_tail_ratio
23,a2,unit_impulse,channel_0,L1,syn_current,0,0,0.0,0.13949762284755707,3,46.875,9,140.625,24282464.24404155
23,a2,unit_impulse,channel_0,L1,syn_current,1,0,0.0,0.0926530659198761,3,46.875,9,140.625,22318263.582106117
23,a2,unit_impulse,channel_0,L1,syn_current,2,0,0.0,0.04557941108942032,3,46.875,9,140.625,17872104.674741708
23,a2,unit_impulse,channel_0,L1,syn_current,3,0,0.0,0.24883683025836945,3,46.875,9,140.625,26293581.363481626
23,a2,unit_impulse,channel_0,L1,syn_current,4,0,0.0,0.1424594223499298,3,46.875,9,140.625,24370662.56408656
23,a2,unit_impulse,channel_0,L1,syn_current,5,0,0.0,0.192818745970726,3,46.875,9,140.625,25510450.58466488
23,a2,unit_impulse,channel_0,L1,syn_current,6,0,0.0,0.03624202683568001,3,46.875,9,140.625,16232271.911329864
23,a2,unit_impulse,channel_0,L1,syn_current,7,0,0.0,0.1814657300710678,3,46.875,9,140.625,25301026.195285242
23,a2,unit_impulse,channel_0,L1,syn_current,8,0,0.0,0.0930057168006897,3,46.875,9,140.625,22338666.57808
23,a2,unit_impulse,channel_0,L1,syn_current,9,0,0.0,0.335365355014801,3,46.875,9,140.625,27030520.30901551
23,a2,unit_impulse,channel_0,L1,syn_current,10,0,0.0,0.12326895445585251,3,46.875,9,140.625,23738453.535713688
23,a2,unit_impulse,channel_0,L1,syn_current,11,0,0.0,0.36817294359207153,3,46.875,9,140.625,27226072.596176416
23,a2,unit_impulse,channel_0,L1,syn_current,12,0,0.0,0.04561857879161835,3,46.875,9,140.625,17878122.481276497
23,a2,unit_impulse,channel_0,L1,syn_current,13,0,0.0,0.04656422883272171,3,46.875,9,140.625,18021550.86857138
23,a2,unit_impulse,channel_0,L1,syn_current,14,0,0.0,0.06229602172970772,3,46.875,9,140.625,19973717.424559537
23,a2,unit_impulse,channel_0,L1,syn_current,15,0,0.0,0.008696314878761768,3,46.875,9,140.625,6711200.48178746
23,a2,unit_impulse,channel_0,L1,syn_current,16,0,0.0,0.03177623823285103,3,46.875,9,140.625,15271032.868266027
23,a2,unit_impulse,channel_0,L1,syn_current,17,0,0.0,0.06437012553215027,3,46.875,9,140.625,20182219.57492286
23,a2,unit_impulse,channel_0,L1,syn_current,18,0,0.0,0.20788365602493286,3,46.875,9,140.625,25757404.064826623
23,a2,unit_impulse,channel_0,L1,syn_current,19,0,0.0,0.1932116001844406,3,46.875,9,140.625,25517315.342675988
23,a2,unit_impulse,channel_0,L1,syn_current,20,0,0.0,0.01113041676580906,3,46.875,9,140.625,8073806.760991585
23,a2,unit_impulse,channel_0,L1,syn_current,21,0,0.0,0.24673223495483398,3,46.875,9,140.625,26269891.63912171
23,a2,unit_impulse,channel_0,L1,syn_current,22,0,0.0,0.1921432763338089,3,46.875,9,140.625,25498584.868916705
23,a2,unit_impulse,channel_0,L1,syn_current,23,0,0.0,0.18398195505142212,3,46.875,9,140.625,25349363.9953958
23,a2,unit_impulse,channel_0,L1,syn_current,24,0,0.0,0.15578043460845947,3,46.875,9,140.625,24732459.416894652
23,a2,unit_impulse,channel_0,L1,syn_current,25,0,0.0,0.024240227416157722,3,46.875,9,140.625,13286006.73609329
23,a2,unit_impulse,channel_0,L1,syn_current,26,0,0.0,0.03649826720356941,3,46.875,9,140.625,16283473.5263235
23,a2,unit_impulse,channel_0,L1,syn_current,27,0,0.0,0.028738349676132202,3,46.875,9,140.625,14532746.710353702
23,a2,unit_impulse,channel_0,L1,syn_current,28,0,0.0,0.0063337283208966255,3,46.875,9,140.625,5211093.6913984455
23,a2,unit_impulse,channel_0,L1,syn_current,29,0,0.0,0.02278902381658554,3,46.875,9,140.625,12837929.839550452
23,a2,unit_impulse,channel_0,L1,syn_current,30,0,0.0,0.19354254007339478,3,46.875,9,140.625,25523079.335108127
23,a2,unit_impulse,channel_0,L1,syn_current,31,0,0.0,0.058634962886571884,3,46.875,9,140.625,19581708.41472557
23,a2,unit_impulse,channel_0,L1,syn_current,32,0,0.0,0.30048295855522156,3,46.875,9,140.625,26779952.496198684
23,a2,unit_impulse,channel_0,L1,syn_current,33,0,0.0,0.05317780375480652,3,46.875,9,140.625,18932850.29772398
23,a2,unit_impulse,channel_0,L1,syn_current,34,0,0.0,0.07335882633924484,3,46.875,9,140.625,20988552.549886204
23,a2,unit_impulse,channel_0,L1,syn_current,35,0,0.0,0.008563602343201637,3,46.875,9,140.625,6631885.2220946085
23,a2,unit_impulse,channel_0,L1,syn_current,36,0,0.0,0.058457937091588974,3,46.875,9,140.625,19561921.78950026
23,a2,unit_impulse,channel_0,L1,syn_current,37,0,0.0,0.1466841995716095,3,46.875,9,140.625,24491337.944820665
23,a2,unit_impulse,channel_0,L1,syn_current,38,0,0.0,0.0576363243162632,3,46.875,9,140.625,19469054.535692975
23,a2,unit_impulse,channel_0,L1,syn_current,39,0,0.0,0.15602350234985352,3,46.875,9,140.625,24738581.516868446
23,a2,unit_impulse,channel_0,L1,syn_current,40,0,0.0,0.06746806204319,3,46.875,9,140.625,20477023.09192413
