seed,model_kind,stimulus_type,stimulus_id,layer,state,neuron,peak_latency_steps,peak_latency_ms,peak_amplitude,fwhm_steps,fwhm_ms,duration_steps,duration_ms,peak_to_tail_ratio
37,a2,unit_impulse,channel_0,L1,syn_current,0,0,0.0,0.18781012296676636,3,46.875,9,140.625,25420771.217343286
37,a2,unit_impulse,channel_0,L1,syn_current,1,0,0.0,0.1957634836435318,3,46.875,9,140.625,25561333.825208
37,a2,unit_impulse,channel_0,L1,syn_current,2,0,0.0,0.19383446872234344,3,46.875,9,140.625,25528149.818095405
37,a2,unit_impulse,channel_0,L1,syn_current,3,0,0.0,0.07782283425331116,3,46.875,9,140.625,21338756.988438666
37,a2,unit_impulse,channel_0,L1,syn_current,4,0,0.0,0.19734779000282288,3,46.875,9,140.625,25588141.694909997
37,a2,unit_impulse,channel_0,L1,syn_current,5,0,0.0,0.1318400651216507,3,46.875,9,140.625,24039416.185342345
37,a2,unit_impulse,channel_0,L1,syn_current,6,0,0.0,0.06052999943494797,3,46.875,9,140.625,19788604.64839891
37,a2,unit_impulse,channel_0,L1,syn_current,7,0,0.0,0.024246523156762123,3,46.875,9,140.625,13287902.915164674
37,a2,unit_impulse,channel_0,L1,syn_current,8,0,0.0,0.20241345465183258,3,46.875,9,140.625,25671449.54257494
37,a2,unit_impulse,channel_0,L1,syn_current,9,0,0.0,0.02198251523077488,3,46.875,9,140.625,12577967.426123297
37,a2,unit_impulse,channel_0,L1,syn_current,10,0,0.0,0.2004213035106659,3,46.875,9,140.625,25639128.58635953
37,a2,unit_impulse,channel_0,L1,syn_current,11,0,0.0,0.2557096481323242,3,46.875,9,140.625,26368466.759221815
37,a2,unit_impulse,channel_0,L1,syn_current,12,0,0.0,0.13480564951896667,3,46.875,9,140.625,24136228.901046343
37,a2,unit_impulse,channel_0,L1,syn_current,13,0,0.0,0.004335250239819288,3,46.875,9,140.625,3778138.7378264335
37,a2,unit_impulse,channel_0,L1,syn_current,14,0,0.0,0.22240321338176727,3,46.875,9,140.625,25967450.294658884
37,a2,unit_impulse,channel_0,L1,syn_current,15,0,0.0,0.051191654056310654,3,46.875,9,140.625,18674891.00620459
37,a2,unit_impulse,channel_0,L1,syn_current,16,0,0.0,0.08002195507287979,3,46.875,9,140.625,21500770.008571465
37,a2,unit_impulse,channel_0,L1,syn_current,17,0,0.0,0.1610611528158188,3,46.875,9,140.625,24861873.572965343
37,a2,unit_impulse,channel_0,L1,syn_current,18,0,0.0,0.12205199897289276,3,46.875,9,140.625,23692963.694379885
37,a2,unit_impulse,channel_0,L1,syn_current,19,0,0.0,0.1690150797367096,3,46.875,9,140.625,25043800.362386372
37,a2,unit_impulse,channel_0,L1,syn_current,20,0,0.0,0.18221734464168549,3,46.875,9,140.625,25315587.248939857
37,a2,unit_impulse,channel_0,L1,syn_current,21,0,0.0,0.20228874683380127,3,46.875,9,140.625,25669430.17748843
37,a2,unit_impulse,channel_0,L1,syn_current,22,0,0.0,0.1495225727558136,3,46.875,9,140.625,24569208.21233181
37,a2,unit_impulse,channel_0,L1,syn_current,23,0,0.0,0.038345202803611755,3,46.875,9,140.625,16641065.965459855
37,a2,unit_impulse,channel_0,L1,syn_current,24,0,0.0,0.04992470517754555,3,46.875,9,140.625,18503595.57320772
37,a2,unit_impulse,channel_0,L1,syn_current,25,0,0.0,0.1606537103652954,3,46.875,9,140.625,24852151.796713747
37,a2,unit_impulse,channel_0,L1,syn_current,26,0,0.0,0.07337729632854462,3,46.875,9,140.625,20990056.569421176
37,a2,unit_impulse,channel_0,L1,syn_current,27,0,0.0,0.22304335236549377,3,46.875,9,140.625,25976164.468429346
37,a2,unit_impulse,channel_0,L1,syn_current,28,0,0.0,0.22847400605678558,3,46.875,9,140.625,26048270.78188948
37,a2,unit_impulse,channel_0,L1,syn_current,29,0,0.0,0.18276101350784302,3,46.875,9,140.625,25326056.214428972
37,a2,unit_impulse,channel_0,L1,syn_current,30,0,0.0,0.10664501041173935,3,46.875,9,140.625,23046630.73692023
37,a2,unit_impulse,channel_0,L1,syn_current,31,0,0.0,0.15174546837806702,3,46.875,9,140.625,24628488.11325275
37,a2,unit_impulse,channel_0,L1,syn_current,32,0,0.0,0.00976515468209982,3,46.875,9,140.625,7330393.087960119
37,a2,unit_impulse,channel_0,L1,syn_current,33,0,0.0,0.1450740545988083,3,46.875,9,140.625,24446045.21568081
37,a2,unit_impulse,channel_0,L1,syn_current,34,0,0.0,0.26037833094596863,3,46.875,9,140.625,26417305.106046434
37,a2,unit_impulse,channel_0,L1,syn_current,35,0,0.0,0.0701165497303009,3,46.875,9,140.625,20714501.577495456
