width,depth,mean_best_epoch,mean_train_ba,sd_train_ba,mean_val_ba,sd_val_ba,mean_val_macro_f1,mean_output_firing_rate,mean_network_firing_rate,backbone_params,readout_params,total_params,generalization_gap,delta_val_ba_vs_64
64,2,78.0,0.684179054567201,0.08750489901864189,0.44323392656725996,0.08307892144598512,0.4314847295802755,0.09057589324905628,0.021063621656194742,6784,1452,8236,0.240945127999941,0.0
128,2,77.33333333333333,0.775413335242234,0.04075635723693094,0.4970278178611512,0.035668717646794426,0.4986311064137547,0.10319794379578422,0.020198913255686277,21760,1452,23212,0.2783855173810828,0.05379389129389123
256,2,71.0,0.800139347569632,0.11010095815338548,0.5109928651595318,0.05787590827413722,0.5167943382408468,0.12132385216398911,0.017086276094492706,76288,1452,77740,0.2891464824101002,0.06775893859227183
