epoch,train_ba,val_ba,train_loss,val_loss,train_main_ce,val_main_ce,train_aux_ce,val_aux_ce
1.0,0.10050011769693752,0.053571428571428575,2.7385524689843446,2.7282941341400146,2.48988924789757,2.479839324951172,2.4866317340305875,2.4845473766326904
2.0,0.10579271488469603,0.03472222222222222,2.716203616941652,2.7168400287628174,2.467644274132182,2.468419075012207,2.4855934363018832,2.4842090606689453
3.0,0.10786163522012578,0.10515873015873016,2.7002100452088245,2.7020297050476074,2.4517530250056887,2.453657627105713,2.4845701129834543,2.4837210178375244
4.0,0.1159670819222706,0.11706349206349205,2.686166725962995,2.6842269897460938,2.437805172908737,2.435936689376831,2.4836157205387974,2.4829018115997314
5.0,0.11919710530559587,0.13095238095238096,2.66939810795546,2.668696880340576,2.4211760720369533,2.420527219772339,2.482220678444368,2.4816975593566895
6.0,0.1261670720672293,0.1378968253968254,2.6558356941669614,2.6534416675567627,2.407740880618202,2.405393600463867,2.48094830127263,2.480480432510376
7.0,0.1460538062857245,0.15674603174603172,2.638728172151234,2.6410841941833496,2.3907978354140527,2.3931427001953125,2.4793035614716206,2.479414463043213
8.0,0.16291235508609722,0.12103174603174603,2.6234115946928935,2.623687982559204,2.3756483520369933,2.3758983612060547,2.477633008448064,2.477896213531494
9.0,0.17272265673995232,0.15178571428571427,2.605755219976586,2.6069655418395996,2.3581664804337152,2.359316110610962,2.4758875731141554,2.4764950275421143
10.0,0.17843860309269113,0.16011904761904763,2.584576322371701,2.5919768810272217,2.3372366887977325,2.344489812850952,2.473396590162267,2.4748706817626953
11.0,0.20510369071296744,0.19993386243386244,2.56272238790476,2.577047348022461,2.3156427048569905,2.32977032661438,2.4707966930074248,2.472770929336548
12.0,0.23712948404379222,0.22724867724867728,2.541950357144958,2.5611438751220703,2.295160854950214,2.314065933227539,2.4678950785769858,2.4707798957824707
13.0,0.24232730028258143,0.2562830687830688,2.517955942531461,2.537944793701172,2.2714869266122633,2.291105031967163,2.4646900906620255,2.468398332595825
14.0,0.2662933147510469,0.26293290043290046,2.49101662307516,2.506838321685791,2.2449138956513135,2.26027512550354,2.461026821612491,2.465632677078247
15.0,0.29333949009910903,0.28991702741702746,2.4623776503971646,2.485107183456421,2.216670196355928,2.2388336658477783,2.4570747304085816,2.462735891342163
16.0,0.2977892441446825,0.2640271765271765,2.4351511715611576,2.456874370574951,2.189824103078005,2.2109405994415283,2.453270693038704,2.459336757659912
17.0,0.3093131372180114,0.28780663780663784,2.4070049165243126,2.425532579421997,2.1620945089245005,2.1799261569976807,2.4491049488317125,2.4560649394989014
18.0,0.31511804639879926,0.28634559884559885,2.377504016364093,2.4113824367523193,2.133014377341213,2.1660733222961426,2.4448961317026265,2.4530911445617676
19.0,0.3352099057921292,0.2988816738816739,2.3413943628846265,2.3790078163146973,2.097329714212073,2.134058952331543,2.4406461108366924,2.449489116668701
