epoch,train_ba,val_ba,train_loss,val_loss,train_main_ce,val_main_ce
1.0,0.10010283634446752,0.07162698412698414,2.481673541044409,2.4813246726989746,2.481673541044409,2.4813246726989746
2.0,0.11756366255529371,0.0951058201058201,2.473693165229233,2.4751908779144287,2.473693165229233,2.4751908779144287
3.0,0.11479650134473628,0.09570105820105819,2.4651428717549204,2.468022108078003,2.4651428717549204,2.468022108078003
4.0,0.10760334354673978,0.06851851851851852,2.4561070665435003,2.461625099182129,2.4561070665435003,2.461625099182129
5.0,0.11796665860345106,0.0787037037037037,2.444246565823711,2.4506995677948,2.444246565823711,2.4506995677948
6.0,0.12441440896629576,0.09556878306878307,2.4328479779156473,2.436832904815674,2.4328479779156473,2.436832904815674
7.0,0.12741668010535934,0.1164021164021164,2.4188696209616998,2.4248030185699463,2.4188696209616998,2.4248030185699463
8.0,0.14004159275385689,0.12400793650793651,2.406059444053243,2.41635799407959,2.406059444053243,2.41635799407959
9.0,0.1641901619810425,0.12896825396825398,2.3907392299934425,2.407747507095337,2.3907392299934425,2.407747507095337
10.0,0.18902647870415168,0.13591269841269843,2.3764040580920223,2.3982982635498047,2.3764040580920223,2.3982982635498047
11.0,0.19079840393126557,0.1498015873015873,2.3574967273541447,2.3860738277435303,2.3574967273541447,2.3860738277435303
12.0,0.20073789621745597,0.15906084656084657,2.3384294990007723,2.376232147216797,2.3384294990007723,2.376232147216797
13.0,0.22638772420218964,0.16044973544973545,2.317493357059262,2.358175277709961,2.317493357059262,2.358175277709961
14.0,0.23844214194843127,0.1775793650793651,2.290205452405237,2.3373305797576904,2.290205452405237,2.3373305797576904
15.0,0.2601859328771556,0.18075396825396828,2.262663332812757,2.316869020462036,2.262663332812757,2.316869020462036
16.0,0.25544551506029495,0.17876984126984127,2.2306082634425204,2.2973389625549316,2.2306082634425204,2.2973389625549316
17.0,0.2925479089394184,0.20099206349206347,2.1977405777896744,2.2739627361297607,2.1977405777896744,2.2739627361297607
18.0,0.3038476656990808,0.2435846560846561,2.1633492574839503,2.246851682662964,2.1633492574839503,2.246851682662964
19.0,0.3323200223082298,0.2302910052910053,2.1293530903256492,2.1987297534942627,2.1293530903256492,2.1987297534942627
20.0,0.3215586755720403,0.2597883597883598,2.093892420015319,2.178492784500122,2.093892420015319,2.178492784500122
21.0,0.36709019826551276,0.26904761904761904,2.0566937537693937,2.1407511234283447,2.0566937537693937,2.1407511234283447
22.0,0.3746458568510455,0.33445767195767195,2.0202590619019922,2.100355625152588,2.0202590619019922,2.100355625152588
23.0,0.3853576484079628,0.3365079365079365,1.982443002333124,2.070232629776001,1.982443002333124,2.070232629776001
24.0,0.40955831496712003,0.3156746031746032,1.9426389571516527,2.0445797443389893,1.9426389571516527,2.0445797443389893
25.0,0.4231564676211828,0.40598845598845595,1.9042559886758381,1.9903481006622314,1.9042559886758381,1.9903481006622314
26.0,0.44740869071330747,0.40198412698412694,1.8684675414467842,1.9677726030349731,1.8684675414467842,1.9677726030349731
27.0,0.45986351167303047,0.39424603174603173,1.8287095518818,1.9451488256454468,1.8287095518818,1.9451488256454468
28.0,0.4849668552197701,0.41984126984126985,1.7856952380805746,1.9114738702774048,1.7856952380805746,1.9114738702774048
29.0,0.5028338225663479,0.41845238095238085,1.7477579664650553,1.8916888236999512,1.7477579664650553,1.8916888236999512
30.0,0.5186244037717013,0.39265873015873015,1.711882579962686,1.8508846759796143,1.711882579962686,1.8508846759796143
31.0,0.5466605055020779,0.40132275132275136,1.6800263549702918,1.83146333694458,1.6800263549702918,1.83146333694458
32.0,0.5600233605236932,0.3852873977873978,1.6485402225011803,1.8294095993041992,1.6485402225011803,1.8294095993041992
33.0,0.5631708334859106,0.42607022607022604,1.6153620042406958,1.7686474323272705,1.6153620042406958,1.7686474323272705
34.0,0.574420969934117,0.4226611351611352,1.5778938131775586,1.775295615196228,1.5778938131775586,1.775295615196228
35.0,0.5900201638191088,0.4671777296777296,1.5519602218716568,1.7289215326309204,1.5519602218716568,1.7289215326309204
36.0,0.585245775010172,0.4393638768638768,1.52341986789966,1.7198410034179688,1.52341986789966,1.7198410034179688
37.0,0.6213422071120654,0.43334535834535837,1.494647589484919,1.7070918083190918,1.494647589484919,1.7070918083190918
38.0,0.6342914699823465,0.47504810004810016,1.462580669767475,1.6611813306808472,1.462580669767475,1.6611813306808472
39.0,0.6403165358684914,0.4950877825877826,1.439747760505151,1.6575993299484253,1.439747760505151,1.6575993299484253
40.0,0.642582829055103,0.45076960076960076,1.4126276746264013,1.616487979888916,1.4126276746264013,1.616487979888916
41.0,0.6323036119304378,0.46528980278980275,1.3811993170112833,1.6246174573898315,1.3811993170112833,1.6246174573898315
42.0,0.6761398962850828,0.472564935064935,1.3560566801622689,1.5920828580856323,1.3560566801622689,1.5920828580856323
43.0,0.6891241774049557,0.48086219336219327,1.3320914636175316,1.573763370513916,1.3320914636175316,1.573763370513916
44.0,0.689241714540203,0.4814935064935064,1.307747657656054,1.5685439109802246,1.307747657656054,1.5685439109802246
45.0,0.68023869228362,0.4589766714766715,1.284629283181156,1.5547493696212769,1.284629283181156,1.5547493696212769
46.0,0.694589516598239,0.4898268398268398,1.2619320773832154,1.5342298746109009,1.2619320773832154,1.5342298746109009
47.0,0.6991271991770317,0.4663419913419913,1.2387149974113898,1.5217961072921753,1.2387149974113898,1.5217961072921753
48.0,0.6913902005001947,0.4891895141895142,1.2170593670846672,1.5054430961608887,1.2170593670846672,1.5054430961608887
49.0,0.7244820683638963,0.4676046176046175,1.1955022294837307,1.5070900917053223,1.1955022294837307,1.5070900917053223
