epoch,train_ba,val_ba,train_loss,val_loss,train_main_ce,val_main_ce
1.0,0.07629770410773148,0.09206349206349206,2.483984912324075,2.4785945415496826,2.483984912324075,2.4785945415496826
2.0,0.08865708263900089,0.1115079365079365,2.4756094551743,2.4730544090270996,2.4756094551743,2.4730544090270996
3.0,0.10904459722393499,0.11706349206349205,2.466054728847773,2.463977336883545,2.466054728847773,2.463977336883545
4.0,0.11248348160690926,0.09623015873015872,2.454331279826862,2.4556407928466797,2.454331279826862,2.4556407928466797
5.0,0.10773989186331952,0.08928571428571429,2.4394501552319157,2.4427330493927,2.4394501552319157,2.4427330493927
6.0,0.10824021439194394,0.1011904761904762,2.426525809473507,2.428399085998535,2.426525809473507,2.428399085998535
7.0,0.1095596588363884,0.12896825396825398,2.4123595413365586,2.4165408611297607,2.4123595413365586,2.4165408611297607
8.0,0.11615163996846385,0.14517195767195767,2.398157590022391,2.408928155899048,2.398157590022391,2.408928155899048
9.0,0.1573144004551237,0.12136243386243385,2.382939168385097,2.394679307937622,2.382939168385097,2.394679307937622
10.0,0.17530358006773103,0.12136243386243385,2.3644540420702937,2.3840925693511963,2.3644540420702937,2.3840925693511963
11.0,0.18384125992223477,0.13525132275132276,2.3436295190079077,2.3682339191436768,2.3436295190079077,2.3682339191436768
12.0,0.1971912460355857,0.15211640211640212,2.3191517121615384,2.3561036586761475,2.3191517121615384,2.3561036586761475
13.0,0.21607898143668583,0.17433862433862432,2.2936339452221555,2.3360157012939453,2.2936339452221555,2.3360157012939453
14.0,0.24610114408070383,0.1812830687830688,2.2643378252827158,2.314866781234741,2.2643378252827158,2.314866781234741
15.0,0.28381700176442126,0.1773809523809524,2.232680237847228,2.2853429317474365,2.232680237847228,2.2853429317474365
16.0,0.2890490109122184,0.17380952380952383,2.19723948472133,2.25498104095459,2.19723948472133,2.25498104095459
17.0,0.3240350333543082,0.23247354497354497,2.1589716773435295,2.229567766189575,2.1589716773435295,2.229567766189575
18.0,0.31573556552653853,0.1890873015873016,2.122914809983692,2.2070653438568115,2.122914809983692,2.2070653438568115
19.0,0.328623876551642,0.27195767195767195,2.087142371269594,2.1690127849578857,2.087142371269594,2.1690127849578857
20.0,0.35135959785141396,0.2646825396825397,2.049875205642385,2.1390650272369385,2.049875205642385,2.1390650272369385
21.0,0.35916398160566826,0.3080687830687831,2.0117097149207135,2.1062426567077637,2.0117097149207135,2.1062426567077637
