epoch,train_ba,val_ba,train_loss,val_loss,train_main_ce,val_main_ce,train_aux_ce,val_aux_ce
1.0,0.07468504978674384,0.10039682539682539,2.7324887142739485,2.7269294261932373,2.4840215951358187,2.478498935699463,2.4846716965332294,2.484304189682007
2.0,0.09051777043129244,0.10456349206349204,2.7239505641431694,2.721592903137207,2.475555807300771,2.473210096359253,2.483947705894247,2.4838290214538574
3.0,0.09991169527263681,0.1121031746031746,2.7142859046922903,2.7128543853759766,2.4659734654549683,2.464536190032959,2.483123778065798,2.4831817150115967
4.0,0.11438700523213101,0.10813492063492064,2.7022347245076848,2.702573537826538,2.4540160658437498,2.4543325901031494,2.482186720006027,2.482409954071045
5.0,0.11334945976455409,0.12202380952380953,2.6870233557105268,2.6893839836120605,2.4389336638524486,2.4412472248077393,2.4808971044734096,2.481368064880371
6.0,0.10489144895984519,0.10813492063492064,2.673714083361338,2.6759467124938965,2.425771625850369,2.4279375076293945,2.479424320687115,2.4800920486450195
7.0,0.10625010079019513,0.1359126984126984,2.660020738788808,2.663485050201416,2.4122625702219453,2.415647029876709,2.4775822310357416,2.478381395339966
8.0,0.1145259277177516,0.11441798941798942,2.645848738757345,2.6551098823547363,2.398287390677736,2.4073963165283203,2.4756136908999,2.4771363735198975
9.0,0.14761697262090342,0.13525132275132276,2.6297070807721243,2.6425461769104004,2.382354880364134,2.3949825763702393,2.473521785768913,2.4756362438201904
10.0,0.17049588776003868,0.13525132275132276,2.611809782235019,2.632169485092163,2.3646765091743402,2.3847758769989014,2.471332383032715,2.473935842514038
11.0,0.192289079718325,0.15608465608465608,2.590766335928912,2.616732358932495,2.3438637814710557,2.3695521354675293,2.4690253143671663,2.471801996231079
12.0,0.21711715404325468,0.16600529100529102,2.5649290367986577,2.602445125579834,2.318356762654605,2.355527639389038,2.4657225071255393,2.4691760540008545
13.0,0.21963370603307708,0.16600529100529102,2.5390371989054854,2.5838303565979004,2.2927750855838167,2.337164878845215,2.462621258376182,2.4666550159454346
14.0,0.25517884660180257,0.14126984126984127,2.5111471954188125,2.5594284534454346,2.2652578526232614,2.3130555152893066,2.458893088588616,2.4637303352355957
15.0,0.27683813186888473,0.16997354497354497,2.4805900168295776,2.5332136154174805,2.235081226197865,2.287099838256836,2.455087764743273,2.4611377716064453
16.0,0.28538517533014385,0.1521825396825397,2.4439849804272544,2.506866455078125,2.1988865799830006,2.2610979080200195,2.450984238757529,2.4576847553253174
17.0,0.3059439324566036,0.20390211640211642,2.4092958839337717,2.4776699542999268,2.164628431842167,2.2322046756744385,2.4466747351234424,2.454653263092041
18.0,0.30844445880540033,0.2029761904761905,2.3717564190521503,2.453150749206543,2.1275249147168944,2.2080414295196533,2.442315184926412,2.4510927200317383
19.0,0.33962876142718135,0.2613095238095238,2.3341688428606306,2.42030930519104,2.090418750365712,2.1755332946777344,2.4375007997896914,2.4477601051330566
20.0,0.35782557872314774,0.271031746031746,2.2971348811755288,2.384315252304077,2.0538250973220538,2.1399927139282227,2.4330974667494965,2.4432249069213867
21.0,0.3713938020018331,0.2646825396825397,2.257371014448944,2.349785804748535,2.0146137432879714,2.105870008468628,2.427572477294738,2.4391579627990723
