epoch,train_ba,val_ba,train_loss,val_loss,train_main_ce,val_main_ce
1.0,0.11488086805063609,0.05499639249639249,2.4916296378675713,2.4793732166290283,2.4916296378675713,2.4793732166290283
2.0,0.1203568519677935,0.11289682539682538,2.467834420951016,2.467108726501465,2.467834420951016,2.467108726501465
3.0,0.11944269609687663,0.12896825396825398,2.4521474374551167,2.454241991043091,2.4521474374551167,2.454241991043091
4.0,0.12289830045333189,0.16805555555555554,2.4388526302606843,2.4379708766937256,2.4388526302606843,2.4379708766937256
5.0,0.12062384651221131,0.18194444444444444,2.4220396454691273,2.42360258102417,2.4220396454691273,2.42360258102417
6.0,0.137047194448924,0.17361111111111108,2.4083034274089767,2.410414218902588,2.4083034274089767,2.410414218902588
7.0,0.14758975926821838,0.18253968253968256,2.391944953783859,2.3982367515563965,2.391944953783859,2.3982367515563965
8.0,0.17028038712394059,0.16908369408369406,2.376497155417674,2.3780481815338135,2.376497155417674,2.3780481815338135
9.0,0.19181552126844395,0.16845238095238094,2.3559914931988346,2.354888439178467,2.3559914931988346,2.354888439178467
10.0,0.20647097558584795,0.1634920634920635,2.3358211324465254,2.336824655532837,2.3358211324465254,2.336824655532837
11.0,0.23270033599366746,0.2044011544011544,2.3122771139194143,2.3210196495056152,2.3122771139194143,2.3210196495056152
12.0,0.26321279814134974,0.26015512265512264,2.2901223477315984,2.306314706802368,2.2901223477315984,2.306314706802368
13.0,0.25650995899354206,0.2532106782106782,2.2648653442395945,2.2820210456848145,2.2648653442395945,2.2820210456848145
14.0,0.27928793835171006,0.24563492063492062,2.2382590631199375,2.2516462802886963,2.2382590631199375,2.2516462802886963
15.0,0.30966681989411365,0.27404401154401153,2.207850542002824,2.2252471446990967,2.207850542002824,2.2252471446990967
16.0,0.3087954649418763,0.28161976911976916,2.1786186965935816,2.203385829925537,2.1786186965935816,2.203385829925537
17.0,0.326540172336741,0.3114177489177489,2.1475187107125575,2.175877809524536,2.1475187107125575,2.175877809524536
18.0,0.3397223539741112,0.30073953823953825,2.117011494152312,2.1475796699523926,2.117011494152312,2.1475796699523926
19.0,0.3507004404729155,0.32256493506493505,2.080659991492503,2.119816541671753,2.080659991492503,2.119816541671753
20.0,0.3837168182867406,0.32454906204906203,2.0489816706685313,2.0931410789489746,2.0489816706685313,2.0931410789489746
21.0,0.3955567630616188,0.3529581529581529,2.0086078496069586,2.059063673019409,2.0086078496069586,2.059063673019409
22.0,0.40637469657539943,0.34264069264069263,1.9746635044298155,2.0338923931121826,1.9746635044298155,2.0338923931121826
23.0,0.4258782857603613,0.3751803751803752,1.9389513478632023,2.0154190063476562,1.9389513478632023,2.0154190063476562
24.0,0.41427397462774823,0.3572871572871574,1.903672337326864,1.9765421152114868,1.903672337326864,1.9765421152114868
25.0,0.44356639979004014,0.39601370851370854,1.8718522803508477,1.9570285081863403,1.8718522803508477,1.9570285081863403
26.0,0.4528850159103581,0.39819624819624816,1.8287178489304245,1.9213688373565674,1.8287178489304245,1.9213688373565674
27.0,0.46944081929121695,0.36221139971139965,1.8005504772297898,1.914812445640564,1.8005504772297898,1.914812445640564
28.0,0.4811454891740237,0.4237914862914863,1.7662698385432336,1.8721210956573486,1.7662698385432336,1.8721210956573486
29.0,0.48984322517591256,0.44402958152958155,1.7332588017704975,1.8520729541778564,1.7332588017704975,1.8520729541778564
30.0,0.5182028113906597,0.39895382395382395,1.6994940251778818,1.8460899591445923,1.6994940251778818,1.8460899591445923
31.0,0.5230269971010845,0.41823593073593074,1.6654800104807659,1.818199634552002,1.6654800104807659,1.818199634552002
32.0,0.5277396218569481,0.400974025974026,1.6366887482431383,1.8163602352142334,1.6366887482431383,1.8163602352142334
33.0,0.54166439600786,0.429383116883117,1.603236641613013,1.7763031721115112,1.603236641613013,1.7763031721115112
34.0,0.5554430876592408,0.4324555074555074,1.574385051267693,1.7660986185073853,1.574385051267693,1.7660986185073853
35.0,0.5575103196792135,0.41625180375180376,1.5451223023376859,1.7622883319854736,1.5451223023376859,1.7622883319854736
36.0,0.5769120119956781,0.43077200577200575,1.5177183093794857,1.7317123413085938,1.5177183093794857,1.7317123413085938
37.0,0.5767382101737074,0.423490860990861,1.4896907831018025,1.7375904321670532,1.4896907831018025,1.7375904321670532
38.0,0.5866626775169703,0.4253427128427129,1.463626667677638,1.7092700004577637,1.463626667677638,1.7092700004577637
39.0,0.592049136769273,0.4608645983645983,1.4329985993659435,1.6912286281585693,1.4329985993659435,1.6912286281585693
40.0,0.6015594921999993,0.41717772967772965,1.4041482257350586,1.7004510164260864,1.4041482257350586,1.7004510164260864
41.0,0.6347689636486508,0.432022607022607,1.3807801720197352,1.6597901582717896,1.3807801720197352,1.6597901582717896
42.0,0.6392034259962219,0.41793530543530544,1.349301785076752,1.6716724634170532,1.349301785076752,1.6716724634170532
43.0,0.6463939678604612,0.43741582491582487,1.3301029258668935,1.6477407217025757,1.3301029258668935,1.6477407217025757
44.0,0.6574334514408268,0.44789562289562296,1.3002013074756695,1.62351393699646,1.3002013074756695,1.62351393699646
45.0,0.6768843043396555,0.4423400673400673,1.2822088249373969,1.6150331497192383,1.2822088249373969,1.6150331497192383
46.0,0.6846839397558283,0.4403559403559403,1.2558494276926562,1.6133131980895996,1.2558494276926562,1.6133131980895996
47.0,0.6983682885757716,0.45563371813371806,1.2389241381069058,1.6024237871170044,1.2389241381069058,1.6024237871170044
48.0,0.7017071666873561,0.4946548821548822,1.206342615276934,1.5711877346038818,1.206342615276934,1.5711877346038818
49.0,0.7023752000206178,0.4216329966329966,1.1843577459223709,1.595885157585144,1.1843577459223709,1.595885157585144
50.0,0.7030354746551356,0.4761303511303511,1.1638518850897759,1.5418246984481812,1.1638518850897759,1.5418246984481812
51.0,0.7252593247144478,0.45496632996632996,1.14783573048045,1.5640321969985962,1.14783573048045,1.5640321969985962
52.0,0.7386050993361643,0.4590007215007215,1.1270144730549876,1.5399190187454224,1.1270144730549876,1.5399190187454224
53.0,0.7332149596373413,0.4451118326118326,1.1007028309285334,1.5257885456085205,1.1007028309285334,1.5257885456085205
54.0,0.7492971084319406,0.4623737373737375,1.0761512413287533,1.5095404386520386,1.0761512413287533,1.5095404386520386
55.0,0.7559822961629123,0.48307479557479555,1.0608161802751472,1.5016323328018188,1.0608161802751472,1.5016323328018188
56.0,0.7542768568490735,0.46994949494949495,1.0388604436396731,1.4852262735366821,1.0388604436396731,1.4852262735366821
57.0,0.7781997022798312,0.4989838864838865,1.0235125175236424,1.4601770639419556,1.0235125175236424,1.4601770639419556
58.0,0.7762444302951415,0.47490981240981234,1.0086044801492084,1.4790974855422974,1.0086044801492084,1.4790974855422974
59.0,0.7810777477714974,0.5341690716690716,0.9912670325494264,1.4359694719314575,0.9912670325494264,1.4359694719314575
60.0,0.7964802953744751,0.4758357383357383,0.9694982153618398,1.4526234865188599,0.9694982153618398,1.4526234865188599
61.0,0.7942203881169249,0.48324314574314564,0.9494125945637846,1.4553667306900024,0.9494125945637846,1.4553667306900024
62.0,0.8170631921670491,0.5449855699855699,0.9305024406585759,1.4192514419555664,0.9305024406585759,1.4192514419555664
63.0,0.8231295266974037,0.5218374218374219,0.9149511234895703,1.427654504776001,0.9149511234895703,1.427654504776001
64.0,0.8271764539959975,0.516576479076479,0.8983798172716019,1.3961375951766968,0.8983798172716019,1.3961375951766968
