epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
1,0.1,0.001,0.010000000000000002,2.5991751770144282,600.5993436199458,0.006923530354178967,0.6005993660622743,6.923530166732266e-05,3.1998437792832184,0.2310996991183589,0.08333333333333333,2.4911797046661377,0.17203479135503555,5821.7147723523,0.0032128178406652945,5.821715221731075,3.2128175005991627e-05,5.821724504050104,33.840336456807464,0.0001867539394382578,33.840390412864586,24.062668020671904,24.67447070779981,1753.0608522083592
2,0.2,0.002,0.020000000000000004,2.5163821903235326,148.03993344594198,0.004075369684237237,0.2960798750132989,8.150739150471254e-05,2.8125435382692006,0.11769332319377367,0.08333333333333333,2.4849748611450195,0.055642148181160304,447.8744418081925,0.002096611090146754,0.8957489493967694,4.193221800235013e-05,0.895762245678454,16.09838905716545,0.0007536053041271298,16.09862801777569,19.475583091249973,13.786042421902314,410.85817998206556
3,0.3,0.003,0.03,2.5002315011574354,69.01576016897178,0.002830475817832025,0.20704728117446686,8.491427350630816e-05,2.7073637692325088,0.082845206674696,0.08333333333333333,2.4842536449432373,,,,,,,,,,15.220147846898195,9.225861999951624,182.60127779620856
4,0.4,0.004,0.04000000000000001,2.493032747619944,38.6633038020175,0.0020577734295782117,0.1546532218689147,8.231093637914142e-05,2.64776828038713,0.062067188228079724,0.08333333333333333,2.484900712966919,,,,,,,,,,11.51132292263274,6.477793828960951,98.0007956565555
5,0.5,0.005,0.05,2.4901157192847405,21.995752475758223,0.0014739221926913205,0.1099787607865982,7.369611075664141e-05,2.60016823799803,0.04419571991978198,0.08333333333333333,2.4849658012390137,0.016342692985978048,120.54289134397122,0.001049834884252623,0.6027144504487613,5.2491745957541704e-05,0.6027302539138184,36.87975115030842,0.0032119397949027964,36.88071815526107,8.542476486626262,5.107207439442305,52.337573368249785
6,0.6,0.006,0.06,2.4867846731885166,13.551619885915732,0.001068329111161592,0.08130971869380052,6.409974386250334e-05,2.5681584673371045,0.03272250280251517,0.08333333333333333,2.4849069118499756,,,,,,,,,,6.474292092807527,4.176134358174624,30.004433150956224
7,0.7,0.006999999999999999,0.06999999999999999,2.4854390887918654,10.441902397011315,0.0008706613409728863,0.0730933200010129,6.094629469162523e-05,2.558593367955771,0.0294331358292364,0.08333333333333333,2.4849658012390137,,,,,,,,,,5.201385333082557,3.6088736168078426,22.51544841103217
8,0.8,0.008,0.08000000000000002,2.4859315983810033,8.916511108871171,0.000693164675066924,0.07133209269346345,5.545317236031125e-05,2.557319103542991,0.02871661710737169,0.08333333333333333,2.4849069118499756,,,,,,,,,,4.3594247387936935,3.1267636548631574,19.263344021138963
9,0.9,0.009000000000000001,0.09000000000000001,2.4849936445075347,5.654538018157683,0.0005724857652433844,0.0508908393749528,5.152372034425285e-05,2.535936024020748,0.020499997337173306,0.09027777777777778,2.483672618865967,,,,,,,,,,3.7895182648131853,2.5938828758856927,10.580213071352029
10,1.0,0.01,0.1,2.486809139202466,5.123522283288165,0.0005205120186428836,0.051235222549413345,5.2051204530782807e-05,2.5380963831883494,0.02062372738842043,0.08333333333333333,2.4849069118499756,0.00016711566534358062,5.071035066205413,0.00014765907624919195,0.050710347486194386,1.4765907338263922e-05,0.05071976985116474,303.4446075533176,0.08835740986882365,303.50098984968093,3.358281186033239,2.1075448888304313,9.904740389340306
11,1.0,0.01,0.1,2.4849938665117537,3.6822705275015246,0.00033884366886998226,0.03682270350668855,3.388436649165763e-05,2.521850548594831,0.014831661506238119,0.08333333333333333,2.4849069118499756,,,,,,,,,,3.045586351273187,1.7693321283220629,6.231893311525581
12,1.0,0.01,0.1,2.484991923051529,2.934887468301901,0.0002922872164051839,0.029348874339599824,2.922872208133372e-05,2.5143699547509932,0.011822212695808418,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.807307359068406,1.5390146659901958,4.458340408764587
13,1.0,0.01,0.1,2.484952995165695,2.0705566773521307,0.00022181811557742871,0.02070556654436145,2.218181153770581e-05,2.505680753524045,0.008341303998998597,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.6127005046082856,1.3801887995609934,2.218780707163983
14,1.0,0.01,0.1,2.4849066734313965,1.9215815002659717,0.00017767185589368534,0.019215814916740803,1.7767185483782618e-05,2.5041402773274406,0.007740162762597848,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.451547281672335,1.29208236327475,2.0211148707519917
15,1.0,0.01,0.1,2.4849066734313965,1.5891274498990398,0.00015011061635750015,0.015891274177628006,1.501106186617621e-05,2.5008128904024214,0.006401160015208646,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.314659541322114,1.158393461404692,1.2943293650261096
16,1.0,0.01,0.1,2.4849066734313965,1.486528761620776,0.00016974419378034335,0.014865287433726242,1.6974419371146595e-05,2.499788926103234,0.005989062692864252,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.1987075662038413,1.0645416589283903,1.1963371729891805
17,1.0,0.01,0.1,2.4849492719784867,1.3238339866295123,0.00014777691701185956,0.013238339450870754,1.4777692176674795e-05,2.498202422810093,0.005333355208694243,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.0914240525634686,0.9566782686776015,0.9233996437753513
18,1.0,0.01,0.1,2.4849515831203757,1.3285312109888112,0.0001446639719229731,0.013285311952028134,1.446639728324678e-05,2.4982514069535853,0.005352127759612415,0.08333333333333333,2.4849069118499756,,,,,,,,,,1.9936679956629846,0.9027939144387302,1.0891317478076534
19,1.0,0.01,0.1,2.4849067017461675,1.1122468127235898,0.0001056464071880077,0.011122467847486474,1.0564640788147786e-05,2.496039701205728,0.004480261766146526,0.08333333333333333,2.4849069118499756,,,,,,,,,,1.9039350555193404,0.8465134920023395,0.5862919913922242
20,1.0,0.01,0.1,2.4849066209054445,1.056015613669988,0.0001043262689190998,0.010560156005673534,1.0432627240640932e-05,2.495477289833423,0.004253917851070994,0.08333333333333333,2.4849069118499756,2.5281655100242056e-05,1.89981846855862,0.00010053344886546192,0.018998183828741157,1.005334557071434e-05,0.019001122711061857,751.4612375421284,0.39765377428228915,751.577483187797,1.8241850424961872,0.771926006690155,0.5719358022364815
21,1.0,0.01,0.1,2.4849066734313965,0.9834624348326928,9.94843988050912e-05,0.00983462415446436,9.948440139640755e-06,2.4947513081325723,0.0039617474168595936,0.08333333333333333,2.4849069118499756,,,,,,,,,,1.7495907955448722,0.7396659563822918,0.4611306510570743
