epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2
1,1.0,0.01,0.1,2.4735328252467355,1.720556230532733,0.03661134452422802,0.017205562325524688,0.0036611344934587018,2.4943995213139285,0.00843598945039346,0.08035714285714286,2.4961493015289307,0.16265178829824356,8.80913847530989,0.01694613301416294,0.08809138125791886,0.0016946133148337311,0.08860276124049288,0.5415949137699714,0.010418657750792346,0.5447389307397469,0.47401421164481444,2.96709826255214
2,1.0,0.01,0.1,2.4499247349067725,0.7623140328722443,0.02686066443995026,0.007623140160763787,0.002686066443995026,2.460233870553888,0.004207968701189962,0.07976190476190476,2.484287977218628,0.09297069564632787,2.917589482142195,0.012510180454584574,0.029175893761247046,0.0012510181127062944,0.029551731187795773,0.3138181720424658,0.013456047671895706,0.31786070849909787,0.35023050500070374,1.1743975839803633
3,1.0,0.01,0.1,2.437225256031844,0.4475199458623712,0.02124401233872325,0.0044751993473458925,0.0021244012516251605,2.4438248168991272,0.0027078336656153642,0.10059523809523808,2.4643383026123047,,,,,,,,,,0.2652700961456857,0.6297697824475688
4,1.0,0.01,0.1,2.4285541766687024,0.30537869102881,0.017443815945117076,0.003053786933162408,0.001744381639695279,2.433352349752403,0.001975730506222197,0.10753968253968253,2.453824758529663,,,,,,,,,,0.2054072336875633,0.4053501516529287
5,1.0,0.01,0.1,2.4156137940805666,0.22562409560364413,0.015187658637236296,0.0022562409101114984,0.0015187659000307835,2.419388764081026,0.0015627526301567295,0.11646825396825396,2.4463398456573486,0.05583009163197439,0.4858079526009448,0.007829249925040057,0.004858079216434341,0.0007829250128331013,0.005184337263912805,0.08701542616942574,0.014023351743609054,0.092859193176457,0.1632906667593219,0.28795752267829317
6,1.0,0.01,0.1,2.4037652397319906,0.1852071865905788,0.013744506718856948,0.0018520718236035457,0.001374450694768018,2.406991775187691,0.001342278549102951,0.1248015873015873,2.440356969833374,,,,,,,,,,0.13452207652303724,0.23589229186204952
7,1.0,0.01,0.1,2.38263611333916,0.16118374646428119,0.013126320684915361,0.0016118374237591936,0.001312632086645113,2.3855606372918605,0.00122740921034131,0.12837301587301586,2.433485984802246,,,,,,,,,,0.11460037157580692,0.20776712059615607
8,1.0,0.01,0.1,2.358612112252109,0.14450426076550082,0.01290742776608303,0.0014450425669236715,0.0012907427793734173,2.3613479219492453,0.001159913210012662,0.12837301587301586,2.4286632537841797,,,,,,,,,,0.10076709362243827,0.18824143194803478
9,1.0,0.01,0.1,2.3343853901257408,0.13451997610049485,0.013093494104859443,0.0013451997207545013,0.00130934942823878,2.3370398929320184,0.0011371512005780224,0.12142857142857143,2.424198627471924,,,,,,,,,,0.09152165418186205,0.17751830546970826
10,1.0,0.01,0.1,2.3132803530372974,0.1296295813074826,0.013942003020898097,0.0012962957751967666,0.001394200304454183,2.3159708119095295,0.001163065287836113,0.10952380952380952,2.4162309169769287,0.10388150646547456,0.2986348156459531,0.0068055140056863615,0.002986348247093846,0.000680551384281157,0.0033762796340449444,0.0287476409295852,0.006551227522940678,0.032501257913188475,0.08444146855562772,0.17481769405933748
11,1.0,0.01,0.1,2.2836088957761937,0.1273641768144043,0.014589570523616369,0.0012736417372789547,0.0014589570780090743,2.286341556788722,0.0011966141927114997,0.09424603174603174,2.410801410675049,,,,,,,,,,0.0793162407465728,0.1754121137670724
12,1.0,0.01,0.1,2.24906143099839,0.12811397573880198,0.01524945589587118,0.0012811397189489227,0.0015249456156352969,2.2518675298575896,0.001247669492664128,0.14365079365079364,2.392047882080078,,,,,,,,,,0.07559354772563645,0.1806344021105315
