epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
1,0.1,0.001,0.010000000000000002,2.5084846860980825,600.3358360986496,0.006921664537563792,0.6003358578004854,6.921664375764528e-05,3.1088897964425013,0.23934970692532545,0.08333333333333333,2.492506504058838,0.08959631510881007,5821.7147723523,0.0032128178406652945,5.821715221731075,3.2128175005991627e-05,5.821724504050104,64.97717249488335,0.0003585881290650584,64.97727609645466,24.06193358967924,24.67047398513032,1752.275058923613
2,0.2,0.002,0.020000000000000004,2.4856223403484194,148.82414089340762,0.004095367392807199,0.2976482920669237,8.19073465492267e-05,2.7833525051143204,0.11978094764458021,0.08333333333333333,2.4868807792663574,0.03580509384490152,442.8201944462052,0.0020384665260165407,0.8856404823364621,4.0769327855969575e-05,0.8856527873243413,24.735041504787823,0.0011386460270868676,24.735385170634153,19.47359364455415,13.77970190425748,413.2191196776503
3,0.3,0.003,0.03,2.481485706598541,69.53063116549625,0.0028445241239848395,0.20859189418732813,8.533572314473201e-05,2.6901629266558333,0.08409366588555289,0.08333333333333333,2.4849300384521484,,,,,,,,,,15.22176987127675,9.297180887343757,184.07294763509253
4,0.4,0.004,0.04000000000000001,2.4812408589249837,37.45583858588476,0.002051702923367438,0.1498233608888677,8.206811551381946e-05,2.631146342742053,0.060415508823004456,0.08333333333333333,2.485482931137085,,,,,,,,,,11.523689900330956,6.573502799935267,94.27032045899487
5,0.5,0.005,0.05,2.4861607912690626,23.452162081116036,0.0015131922958902823,0.11726081099444535,7.56596149548106e-05,2.603497183466532,0.04719584952890584,0.08333333333333333,2.485300064086914,0.03006954944109997,132.0957315845461,0.0009440301320144183,0.6604786320591861,4.720151031702668e-05,0.6604930981842437,21.965032544066787,0.0015697445154435944,21.96551363292001,8.572788010365787,5.127839088439941,56.65586041501385
6,0.6,0.006,0.06,2.4819080222289043,14.407630447676588,0.0011097030424017606,0.08644578230155314,6.658217925101474e-05,2.568420360502811,0.03485720006783764,0.08333333333333333,2.485341787338257,,,,,,,,,,6.499234475285174,4.198625118925321,32.525032726294405
7,0.7,0.006999999999999999,0.06999999999999999,2.483395999146821,11.449193089431,0.0008556529262027801,0.08014435469847743,5.989570573435955e-05,2.5636002968182456,0.032296198605363875,0.08333333333333333,2.4858222007751465,,,,,,,,,,5.2042535151548925,3.62626796006746,25.517056673611297
8,0.8,0.008,0.08000000000000002,2.4830897305795534,8.386271964252098,0.0006550546202940061,0.06709017839263516,5.240436856656555e-05,2.550232349287417,0.02703993413300076,0.08333333333333333,2.485062837600708,,,,,,,,,,4.358073728630342,3.0545272096709417,17.7462148354509
9,0.9,0.009000000000000001,0.09000000000000001,2.4853807607739395,5.503482216401683,0.0005676744905828014,0.049531336844916396,5.109070691978935e-05,2.5349631264369785,0.019949630388382173,0.09027777777777778,2.4828171730041504,,,,,,,,,,3.792646781097386,2.5546196198504476,10.163180476057756
10,1.0,0.01,0.1,2.4852408316377517,5.105029974459781,0.0004671484052817531,0.05105029736451561,4.671484139133431e-05,2.5363378352429495,0.020560185377380292,0.08333333333333333,2.4849069118499756,4.562142046038399e-05,6.364040191334062,0.0001670123077264005,0.06364039589285499,1.6701228533245772e-05,0.06365301133059162,1394.9674352669058,0.366083045304311,1395.2439597067264,3.3552679420543416,2.0199144000440783,9.939908088664179
