epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
1,1.0,0.01,0.1,2.613753211682922,0.18160961827394678,0.008903701820133475,0.0018160961503836226,0.0008903701857602778,2.616459602743336,0.0010354712618033603,0.10416666666666667,2.473820209503174,0.1421184269385747,0.42113031175966215,0.0024888875929733353,0.004211302905616025,0.00024888875644247285,0.004295253837301034,0.029632349557571453,0.0017512771693571135,0.03022306065319379,0.005983210284192365,0.007715131391782358,0.5311305353132665
2,1.0,0.01,0.1,2.500525158982269,0.08391956637474017,0.005724671049918755,0.0008391956522220845,0.0005724671051922461,2.501936839492719,0.0005645465122969957,0.09027777777777778,2.481671094894409,0.03821715619780134,0.09885985835967524,0.0015026306500730863,0.0009885984983257483,0.00015026306713520498,0.001037777800170522,0.025867924164975496,0.003931822304032389,0.02715476250507164,0.005372721174484994,0.0056684174295995714,0.24071755392313413
3,1.0,0.01,0.1,2.49035378167223,0.0551732693664191,0.004446786698098206,0.0005517326890075781,0.00044467868495282916,2.49135019241635,0.00040010836263245064,0.08333333333333333,2.484947443008423,,,,,,,,,,0.004802386943257306,0.004484064366488931,0.15623335182192302
4,1.0,0.01,0.1,2.4836063036204616,0.036412813857826125,0.0035808827954852593,0.00036412812239933667,0.0003580882825090016,2.484328542026513,0.00029079343366761947,0.09027777777777778,2.4846599102020264,,,,,,,,,,0.004299249676362372,0.0036584151313253863,0.10128077869135213
5,1.0,0.01,0.1,2.4796225343431746,0.028243784784706447,0.0030899558419909923,0.00028243783814111236,0.00030899559006995796,2.4802139121365836,0.00023851752434881572,0.08333333333333333,2.485394239425659,0.0005469709458561043,0.008370505359767048,0.0006634534668788003,8.370504973957987e-05,6.634534523202202e-05,0.00013565799131258927,0.15303381353934067,0.12129592208628205,0.24801681394660005,0.0038475395855934657,0.0031146824242877366,0.07776913064790059
6,1.0,0.01,0.1,2.476987128413688,0.022750670843711202,0.002719223100961332,0.00022750670529530094,0.0002719223121198763,2.4774865927671605,0.0002016276191693501,0.08333333333333333,2.4853382110595703,,,,,,,,,,0.0034535568349364754,0.002732926736811814,0.062065526740481235
7,1.0,0.01,0.1,2.4752675793462284,0.018681475310786764,0.0025035333967961615,0.00018681474881092,0.0002503533454001969,2.4757047877254257,0.00017661447912091283,0.08333333333333333,2.4850990772247314,,,,,,,,,,0.003129900847890265,0.0024709071075982975,0.050443618726658535
8,1.0,0.01,0.1,2.4708900866122745,0.01661434473442603,0.0023087617393587868,0.0001661434452406194,0.0002308761744292913,2.4712871417736637,0.0001606787860864529,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.002863149538158524,0.002207294547098421,0.04477259049091084
9,1.0,0.01,0.1,2.468212202781244,0.014312526283275957,0.0021669149902535413,0.00014312526334570833,0.00021669150164019054,2.4685720790068584,0.00014578032009583623,0.08333333333333333,2.485034942626953,,,,,,,,,,0.002644562098340303,0.0020370884079537427,0.038255929191902974
10,1.0,0.01,0.1,2.465914567448391,0.012525230255210372,0.0019731702560137334,0.00012525229942619704,0.00019731703282723832,2.466237135475146,0.0001308112359250201,0.08333333333333333,2.4851856231689453,0.016272182880116774,0.0324909743647771,0.0006540335295360148,0.00032490973123715494,6.540335191812544e-05,0.00034785730668032526,0.01996718778487716,0.0040193348612153805,0.021377421163658216,0.002469545476725277,0.0019187859033928502,0.03318735841091036
11,1.0,0.01,0.1,2.4621647701000797,0.011808849338974272,0.0019426925008452904,0.00011808848896756345,0.00019426925334055137,2.46247714070568,0.00012686305404955428,0.08333333333333333,2.485241413116455,,,,,,,,,,0.002319735112213714,0.0017932963849280972,0.03131351714854396
12,1.0,0.01,0.1,2.45998232910432,0.010104791804660824,0.0018497726205967226,0.00010104791596676135,0.00018497726632756616,2.4602683788732898,0.00011627123451674115,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.002189667652587113,0.0016958324824541602,0.02642887530659234
13,1.0,0.01,0.1,2.4595484126250224,0.009575001200542443,0.0018522984358957343,9.575000716810233e-05,0.0001852298476708722,2.459829389125673,0.00011424042454162991,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0020739940494433583,0.0015936566514953676,0.025057352856306517
14,1.0,0.01,0.1,2.456265747034201,0.00823151134275118,0.001756008578185473,8.231511369300285e-05,0.00017560086598364947,2.456523671618017,0.00010500328801477242,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0019717544582536165,0.0014796834867832327,0.02124309550695083
15,1.0,0.01,0.1,2.455514531127352,0.008943648309977452,0.0017246145642043544,8.94364780965205e-05,0.00017246146489611206,2.4557764452213675,0.00010665705279797002,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0018789357599512178,0.001425079972100109,0.02352692897266447
16,1.0,0.01,0.1,2.4550600601760943,0.009617206849327724,0.001720047690412719,9.6172066293208e-05,0.00017200477145824233,2.4553282527628126,0.00010923432876514425,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0018069057355886533,0.0013729284650513104,0.025671785860041898
17,1.0,0.01,0.1,2.451421286686357,0.010847975203379502,0.0016606215667300144,0.00010847974968945893,0.00016606215918765253,2.4516957983913192,0.00011199295297309591,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0017648443909083042,0.0012798399573092617,0.029499240771012954
18,1.0,0.01,0.1,2.4530646616333325,0.00958761079966214,0.0016599591407065702,9.5876107713097e-05,0.00016599591552584855,2.453326581062015,0.00010675300465360844,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0017246838429423367,0.0012328129631616238,0.025805335955954
19,1.0,0.01,0.1,2.450855199728488,0.00938672549892762,0.0015749316567373935,9.386725175103674e-05,0.00015749316890471536,2.451106574572302,0.0001025602902544379,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0016849343793181358,0.0011697098989081336,0.02530553136918559
20,1.0,0.01,0.1,2.4465140709573348,0.009559810727437166,0.0015913657443325409,9.559810395473165e-05,0.00015913657955773233,2.4467687729919225,0.00010412148719536481,0.08333333333333333,2.4849069118499756,0.011456723696315993,0.1424698448212701,0.0009116021377790038,0.001424698433127304,9.116022363055803e-05,0.0014277940337574949,0.12435478683887854,0.007956919102436883,0.12462498630534437,0.001641987952589668,0.0011201104000547384,0.025917333981948752
21,1.0,0.01,0.1,2.4473465190697046,0.010047417730349477,0.0016263699290870004,0.00010047417287129698,0.00016263699517789714,2.4476096084318963,0.00010750875121239841,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0015874706347362361,0.0010966701919362012,0.027458112391926952
22,1.0,0.01,0.1,2.44399328937629,0.010440297181142586,0.0017291378288364708,0.0001044029683981126,0.00017291378976637737,2.444270606295377,0.00011346870687818522,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0015322304953518044,0.0010845695037984653,0.028704092297670968
23,1.0,0.01,0.1,2.4419895420796696,0.010276108509608466,0.0017478757234039377,0.00010276108310624801,0.00017478757494834244,2.4422670555607175,0.00011365677586736178,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0014986231980810066,0.00106907193428755,0.02826063051432485
24,1.0,0.01,0.1,2.439542137201805,0.010159203349877143,0.0017158524181353964,0.00010159203099964904,0.00017158524699311978,2.4398153714591992,0.0001119789135128888,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0014775822555450739,0.0010503253222462398,0.027949702606990087
25,1.0,0.01,0.1,2.4392642576805286,0.009863286009843809,0.0017186121517398015,9.863285970270615e-05,0.00017186121762852006,2.4395347962896508,0.00011089166599294012,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.001457503581020449,0.0010548176846215294,0.027077536324677083
26,1.0,0.01,0.1,2.4387054271008597,0.008801968905292515,0.0016906587298792786,8.801968608493557e-05,0.00016906587661463582,2.438962539994573,0.00010541886684739759,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0014214737464236207,0.0010118915601441134,0.023972541731806303
27,1.0,0.01,0.1,2.4397193901304943,0.009606859397476542,0.0016733013117916742,9.606859034154541e-05,0.00016733013280717857,2.4399827314531124,0.00010796271252106393,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0013973169399845364,0.0009584456835288343,0.026464815458311683
28,1.0,0.01,0.1,2.439527588333813,0.008727169552378728,0.0016338359025921537,8.727169325803404e-05,0.000163383594106331,2.4397782885474304,0.00010274746986385243,0.08333333333333333,2.4849069118499756,,,,,,,,,,0.0013838775570964418,0.0009034204658637025,0.023894209748337593
