epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
1,1.0,0.01,0.1,2.5305864449827684,0.10869082075458744,0.006730951958699809,0.0010869081583373583,0.0006730952100762568,2.5323464673480562,0.0006954922926672041,0.08333333333333333,2.4872779846191406,0.10924298760338091,0.5301097080113322,0.002463250398778466,0.005301096704496816,0.00024632505168657,0.00539024170734592,0.048525739004347354,0.00225483627911094,0.0493417639484175,0.0058429035568119325,0.006887016994253493,0.3133425466370049
2,1.0,0.01,0.1,2.4809093926736696,0.04496601439384093,0.004758077858756465,0.0004496601260032364,0.00047580779228750586,2.481834866298866,0.00037303575899374857,0.08333333333333333,2.4858717918395996,0.05184028335951032,0.16923314336513004,0.001466351125222197,0.0016923313413341008,0.0001466351290428638,0.001748313038360148,0.03264510206469841,0.0028285942811298883,0.03372499000894085,0.005088152490530593,0.004713750760938183,0.12509613918868276
3,1.0,0.01,0.1,2.4648938076426363,0.030710256446903113,0.0038719179037406963,0.0003071025588311032,0.00038719179708147564,2.4655882052423213,0.00028167313080987647,0.08333333333333333,2.4860076904296875,,,,,,,,,,0.00450350138440523,0.0038855333404580255,0.08374173685318427
4,1.0,0.01,0.1,2.456319978027869,0.025782102939356986,0.0035433554134240274,0.00025782102472293104,0.00035433554407996614,2.456932106034481,0.00024921694823098155,0.08333333333333333,2.4842689037323,,,,,,,,,,0.004004223884136228,0.0034976255694859487,0.06984445911779256
5,1.0,0.01,0.1,2.447262462363186,0.02192303248506405,0.003307603363736361,0.00021923031751006335,0.00033076034421814535,2.4478124218019888,0.00022473709713878142,0.08333333333333333,2.4831738471984863,0.04086773139696415,0.10183505508590657,0.001119487342206734,0.0010183504204945785,0.00011194873663056391,0.0010421530552914868,0.024918202838394556,0.0027392941277596824,0.025500633866084938,0.0035824639876589513,0.003148555498740118,0.05903807522251356
6,1.0,0.01,0.1,2.436833571649049,0.021951903629143964,0.003371052546971662,0.00021951903226699604,0.00033710527280065043,2.4373901230948314,0.00022842114108390617,0.09027777777777778,2.4833571910858154,,,,,,,,,,0.003263001825112253,0.0029916317673422486,0.05960107664617737
7,1.0,0.01,0.1,2.4339728687798505,0.02020604861820062,0.003112892414885613,0.00020206048083561752,0.0003112892386282709,2.4344862451241474,0.00021091020612782358,0.09027777777777778,2.4827187061309814,,,,,,,,,,0.003003466710457883,0.002817728924973773,0.05479695161615407
8,1.0,0.01,0.1,2.430023394435285,0.017785773307995523,0.003088346947378859,0.00017785773463883852,0.00030883470194120917,2.4305101302732903,0.0002002830251324187,0.09027777777777778,2.4819302558898926,,,,,,,,,,0.002802004444969116,0.0026499657104634994,0.047905348036149695
9,1.0,0.01,0.1,2.4259038045361203,0.0157983321872846,0.00298592105721045,0.00015798331664467597,0.00029859211805385573,2.426360441362181,0.00018820838396180252,0.09027777777777778,2.480480194091797,,,,,,,,,,0.002650366243289178,0.002486005732821695,0.04225862496845078
10,1.0,0.01,0.1,2.4207515187189625,0.013796684636354523,0.002939831800402179,0.00013796684398113875,0.00029398317878289235,2.4211835134870623,0.00017843633244630358,0.09027777777777778,2.4835689067840576,0.02283572001169668,0.06492924245815698,0.0013742886145742402,0.0006492923845628708,0.00013742885892884446,0.0007099886962513097,0.02843319081816982,0.00601815308903998,0.031091145621318116,0.0025239719134850006,0.002323473469681217,0.03654260912560658
