epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2
1,1.0,0.01,0.1,2.484501373336976,17.106730498873635,0.0009548552576757056,0.1710672993822065,9.54855285915438e-05,2.6556642018579164,0.06889220780784129,0.08333333333333333,2.4849069118499756,0.011372021501119307,31.405236982263155,0.000650006018651018,0.3140523619462611,6.500061160081282e-05,0.3140820867209738,27.6162300533243,0.00571583615053973,27.618843904758698,21.851508989186378,12.361952638872314
2,1.0,0.01,0.1,2.484484995088561,10.554300950029015,0.0005479106248661767,0.10554300847490561,5.479106264691415e-05,2.590082751288882,0.04250289285155792,0.08333333333333333,2.4849069118499756,0.0012495397293473146,19.93757825495271,0.00037485739727567685,0.1993757802438267,3.7485740616083975e-05,0.19938910203870294,159.55937659378688,0.029999638855552277,159.57003795537736,15.336691075060742,5.771910558263939
3,1.0,0.01,0.1,2.4846016203474877,7.1480530658400205,0.0003787751055403537,0.07148052812289453,3.78775108408158e-05,2.5561200583453023,0.028784657084677034,0.08333333333333333,2.4849069118499756,,,,,,,,,,10.884101319436157,3.4120047314031603
4,1.0,0.01,0.1,2.4846626288304026,5.047970546912818,0.000288945939878752,0.05047970447888062,2.8894594228319926e-05,2.5351712400039172,0.02032815179293967,0.08333333333333333,2.4849069118499756,,,,,,,,,,7.872341559799116,2.223599693656173
5,1.0,0.01,0.1,2.484783552599856,3.9086972809494465,0.0002517538962659018,0.03908697184232959,2.5175390730193906e-05,2.523895646126463,0.01574066569787792,0.08333333333333333,2.4849069118499756,0.00752308183187251,10.558697800541697,0.00026949033415669775,0.1055869702646071,2.694903428080964e-05,0.10559352584636138,14.035068689173928,0.003582180133497494,14.03594008495305,6.011162209633911,1.8062323260020061
6,1.0,0.01,0.1,2.4847047636718225,3.151815137026027,0.00021751477692048617,0.03151815030050565,2.1751478105312992e-05,2.516244619520519,0.01269362148765,0.08333333333333333,2.4849069118499756,,,,,,,,,,4.835144127502704,1.4684862536530487
7,1.0,0.01,0.1,2.4848366563373507,2.672199425311589,0.00020263618165834507,0.026721993515752062,2.0263618708400535e-05,2.5115789246846396,0.0107621791018966,0.08333333333333333,2.4849069118499756,,,,,,,,,,4.063827287309551,1.2805715845497052
8,1.0,0.01,0.1,2.484561246356537,2.3248349996524094,0.0001792756319322532,0.0232483493789338,1.7927563350391014e-05,2.5078274662030955,0.009364340273922736,0.08333333333333333,2.4849069118499756,,,,,,,,,,3.5151218182043444,1.134548208389348
9,1.0,0.01,0.1,2.4849138694868236,2.0693376749600065,0.00016162619024267494,0.020693376544933514,1.6162619126018193e-05,2.5056234308856693,0.00833410743863585,0.08333333333333333,2.4849069118499756,,,,,,,,,,3.1274170239492864,1.0112584057855525
10,1.0,0.01,0.1,2.4848294602819236,1.8813754092395407,0.00014646737712071552,0.018813753801938178,1.4646738364058717e-05,2.5036579048366843,0.007577341158119561,0.08333333333333333,2.4849069118499756,5.38846529758516e-05,3.745229293159967,0.00013698441514300536,0.03745228929776772,1.3698442769268764e-05,0.03745346919446617,695.0455691818588,0.2542178897469697,695.067465893321,2.8472631465957825,0.9154876860406846
11,1.0,0.01,0.1,2.4849066734313965,1.7235276294862547,0.00013171180540923408,0.01723527566412794,1.3171180622637045e-05,2.5021551623812233,0.00694128557388929,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.63968870479761,0.8073665864906705
12,1.0,0.01,0.1,2.484752614814115,1.596571794680597,0.0001203668553474529,0.01596571754651359,1.2036685616458929e-05,2.500730313450457,0.006430319918719694,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.4802437899650274,0.7128997791859861
13,1.0,0.01,0.1,2.484752614814115,1.4897865972092148,0.00010765849231648549,0.014897865749792983,1.0765849432801852e-05,2.4996612716254596,0.006000046648644377,0.08333333333333333,2.4849069118499756,,,,,,,,,,2.358651403305658,0.6209217981914645
