variant,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
original,4,37,input__events__whole_count,input,events,whole_count,30,1.0,0.34918243521184694,966869904,"[{""C"": 0.001, ""val_ba"": 0.23900772430184195}, {""C"": 0.01, ""val_ba"": 0.2975688731203437}, {""C"": 0.1, ""val_ba"": 0.34702054481466255}, {""C"": 1.0, ""val_ba"": 0.34918243521184694}, {""C"": 10.0, ""val_ba"": 0.3297788404406051}]",0.6699410609037328,0.6578427292764389,0.6607032475790414,0.3505747126436782,0.34918243521184694,0.3268990627800342,0.40588235294117647,0.4006295787545788,0.37619060979953245,0.45977011494252873,0.4608134920634921,0.4443712280189262,0.3493975903614458,0.32936507936507936,0.28539562289562287
original,4,37,input__events__fixed250_count,input,events,fixed250_count,480,0.01,0.6468065839389369,759653092,"[{""C"": 0.001, ""val_ba"": 0.4962739670460259}, {""C"": 0.01, ""val_ba"": 0.6468065839389369}, {""C"": 0.1, ""val_ba"": 0.6361888111888111}, {""C"": 1.0, ""val_ba"": 0.6125999817176287}, {""C"": 10.0, ""val_ba"": 0.6061221662324603}]",0.9037328094302554,0.8890522765015523,0.897884211914537,0.6609195402298851,0.6468065839389369,0.6446686499222731,0.5529411764705883,0.5456043956043957,0.5387237852349979,0.4942528735632184,0.49751984126984133,0.4869769119769119,0.6144578313253012,0.5982142857142857,0.5929379580114874
original,4,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5463748057498058,2802246546,"[{""C"": 0.001, ""val_ba"": 0.24740418894830662}, {""C"": 0.01, ""val_ba"": 0.3135790883952649}, {""C"": 0.1, ""val_ba"": 0.4173636820695645}, {""C"": 1.0, ""val_ba"": 0.5126125508478451}, {""C"": 10.0, ""val_ba"": 0.5463748057498058}]",0.8978388998035364,0.8980208878246198,0.899395118792063,0.5517241379310345,0.5463748057498058,0.5337723375127467,0.3941176470588235,0.39779075091575095,0.39564952859874364,0.41379310344827586,0.42410714285714285,0.4293327013693146,0.37349397590361444,0.37053571428571425,0.34960317460317464
original,4,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,10.0,0.6586906965583436,440316252,"[{""C"": 0.001, ""val_ba"": 0.5933500731294848}, {""C"": 0.01, ""val_ba"": 0.6583733260203849}, {""C"": 0.1, ""val_ba"": 0.6463776623703095}, {""C"": 1.0, ""val_ba"": 0.6401685120435121}, {""C"": 10.0, ""val_ba"": 0.6586906965583436}]",1.0,1.0,1.0,0.6609195402298851,0.6586906965583436,0.6511016000483535,0.5529411764705883,0.5453830891330892,0.5444888517214954,0.4942528735632184,0.5,0.5025340583684573,0.6144578313253012,0.5877976190476191,0.5763105315736895
original,4,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.4848724804607157,4093300310,"[{""C"": 0.001, ""val_ba"": 0.2516525549613785}, {""C"": 0.01, ""val_ba"": 0.36057949403537637}, {""C"": 0.1, ""val_ba"": 0.45340280634398283}, {""C"": 1.0, ""val_ba"": 0.4848724804607157}, {""C"": 10.0, ""val_ba"": 0.4647744412450296}]",0.9292730844793713,0.9272916958275382,0.9296313359323346,0.4885057471264368,0.4848724804607157,0.47288531282589,0.4764705882352941,0.4709058302808303,0.4655607904406531,0.4367816091954023,0.4350198412698412,0.42334286692839335,0.5180722891566265,0.5114087301587302,0.49788799163799163
original,4,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.1,0.6757231534805065,3063272517,"[{""C"": 0.001, ""val_ba"": 0.631585367247132}, {""C"": 0.01, ""val_ba"": 0.6612482288952878}, {""C"": 0.1, ""val_ba"": 0.6757231534805065}, {""C"": 1.0, ""val_ba"": 0.6344527000777002}, {""C"": 10.0, ""val_ba"": 0.6506006044608986}]",1.0,1.0,1.0,0.6781609195402298,0.6757231534805065,0.6711021287423812,0.6058823529411764,0.5991033272283272,0.5976211421020813,0.5747126436781609,0.5793650793650794,0.5829761118654307,0.6385542168674698,0.613095238095238,0.5965886939571151
original,4,37,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.44579134101192924,2554209880,"[{""C"": 0.001, ""val_ba"": 0.25637854792266557}, {""C"": 0.01, ""val_ba"": 0.35006127450980395}, {""C"": 0.1, ""val_ba"": 0.4299199574934868}, {""C"": 1.0, ""val_ba"": 0.44579134101192924}, {""C"": 10.0, ""val_ba"": 0.42371209264591614}]",0.9803536345776032,0.9800101058296259,0.9801287939936952,0.4482758620689655,0.44579134101192924,0.43123559907834097,0.40588235294117647,0.3958943833943834,0.38808564467338497,0.40229885057471265,0.3993055555555555,0.38416699041699043,0.40963855421686746,0.3878968253968254,0.36836445145268676
original,4,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.5999050173682526,1220184698,"[{""C"": 0.001, ""val_ba"": 0.4600124548653961}, {""C"": 0.01, ""val_ba"": 0.5602277012203484}, {""C"": 0.1, ""val_ba"": 0.5999050173682526}, {""C"": 1.0, ""val_ba"": 0.5992514225970108}, {""C"": 10.0, ""val_ba"": 0.5389170266008502}]",0.9980353634577603,0.99822695035461,0.9981676130643148,0.5919540229885057,0.5999050173682526,0.5934879047170483,0.5,0.4899763431013431,0.5138952044124458,0.47126436781609193,0.4677579365079365,0.496553333617287,0.5301204819277109,0.5094246031746033,0.5187379506458454
original,4,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.45840060674619504,402284267,"[{""C"": 0.001, ""val_ba"": 0.2727686937245761}, {""C"": 0.01, ""val_ba"": 0.3805678390237213}, {""C"": 0.1, ""val_ba"": 0.45840060674619504}, {""C"": 1.0, ""val_ba"": 0.4484914187120069}, {""C"": 10.0, ""val_ba"": 0.43333747543306367}]",0.8781925343811395,0.8762157463949315,0.8782248704236677,0.46551724137931033,0.45840060674619504,0.4447910939227255,0.43529411764705883,0.4232371794871795,0.41620463822669707,0.41379310344827586,0.41071428571428564,0.4022768625709802,0.4578313253012048,0.4370039682539682,0.4121458119910133
original,4,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.7010876582567759,3275566527,"[{""C"": 0.001, ""val_ba"": 0.6473847639288816}, {""C"": 0.01, ""val_ba"": 0.7010876582567759}, {""C"": 0.1, ""val_ba"": 0.6759242595639655}, {""C"": 1.0, ""val_ba"": 0.6818270373417432}, {""C"": 10.0, ""val_ba"": 0.6868892545363133}]",0.9980353634577603,0.998062015503876,0.9981605013139276,0.7068965517241379,0.7010876582567759,0.7009524729844148,0.6176470588235294,0.610176282051282,0.6090889815522168,0.5747126436781609,0.5773809523809524,0.5781954758347947,0.6626506024096386,0.6393849206349206,0.6371752974694151
original,4,37,l1__spike__whole_count,l1,spike,whole_count,128,1.0,0.4814499634352576,3348096984,"[{""C"": 0.001, ""val_ba"": 0.23364884706796474}, {""C"": 0.01, ""val_ba"": 0.3569947209653091}, {""C"": 0.1, ""val_ba"": 0.4752408131084602}, {""C"": 1.0, ""val_ba"": 0.4814499634352576}, {""C"": 10.0, ""val_ba"": 0.4687865647424471}]",0.9901768172888016,0.9889454332605928,0.9897695175542484,0.4827586206896552,0.4814499634352576,0.4658958397843391,0.4235294117647059,0.4128815628815629,0.41089176501573715,0.39080459770114945,0.38740079365079366,0.3857424418400028,0.4578313253012048,0.43402777777777773,0.4253702724290959
original,4,37,l1__spike__fixed250_count,l1,spike,fixed250_count,2048,1.0,0.6092564502490972,2582499658,"[{""C"": 0.001, ""val_ba"": 0.4858294483294483}, {""C"": 0.01, ""val_ba"": 0.5814491064491065}, {""C"": 0.1, ""val_ba"": 0.6060387529137529}, {""C"": 1.0, ""val_ba"": 0.6092564502490972}, {""C"": 10.0, ""val_ba"": 0.556974438959733}]",1.0,1.0,1.0,0.603448275862069,0.6092564502490972,0.6065812163845689,0.5235294117647059,0.5155830280830281,0.5329768850443121,0.47126436781609193,0.4677579365079365,0.48595663022907604,0.5783132530120482,0.5649801587301587,0.5788507244389598
