variant,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
original,4,23,input__events__whole_count,input,events,whole_count,30,1.0,0.34918243521184694,3937734983,"[{""C"": 0.001, ""val_ba"": 0.23900772430184195}, {""C"": 0.01, ""val_ba"": 0.2975688731203437}, {""C"": 0.1, ""val_ba"": 0.34702054481466255}, {""C"": 1.0, ""val_ba"": 0.34918243521184694}, {""C"": 10.0, ""val_ba"": 0.3297788404406051}]",0.6699410609037328,0.6578427292764389,0.6607032475790414,0.3505747126436782,0.34918243521184694,0.3268990627800342,0.40588235294117647,0.4006295787545788,0.37619060979953245,0.45977011494252873,0.4608134920634921,0.4443712280189262,0.3493975903614458,0.32936507936507936,0.28539562289562287
original,4,23,input__events__fixed250_count,input,events,fixed250_count,480,0.01,0.6468065839389369,539319355,"[{""C"": 0.001, ""val_ba"": 0.4962739670460259}, {""C"": 0.01, ""val_ba"": 0.6468065839389369}, {""C"": 0.1, ""val_ba"": 0.6361888111888111}, {""C"": 1.0, ""val_ba"": 0.6125999817176287}, {""C"": 10.0, ""val_ba"": 0.6061221662324603}]",0.9037328094302554,0.8890522765015523,0.897884211914537,0.6609195402298851,0.6468065839389369,0.6446686499222731,0.5529411764705883,0.5456043956043957,0.5387237852349979,0.4942528735632184,0.49751984126984133,0.4869769119769119,0.6144578313253012,0.5982142857142857,0.5929379580114874
original,4,23,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5200081985008457,1991911238,"[{""C"": 0.001, ""val_ba"": 0.25110422665569726}, {""C"": 0.01, ""val_ba"": 0.31670408839526487}, {""C"": 0.1, ""val_ba"": 0.3988229295214589}, {""C"": 1.0, ""val_ba"": 0.4690686560171855}, {""C"": 10.0, ""val_ba"": 0.5200081985008457}]",0.8781925343811395,0.8779979091391664,0.879686192538235,0.5287356321839081,0.5200081985008457,0.5062739002193617,0.4176470588235294,0.423931623931624,0.42533190849907493,0.41379310344827586,0.4226190476190476,0.43050079005961356,0.42168674698795183,0.42857142857142855,0.41857121636533406
original,4,23,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.6708466166186754,1840876590,"[{""C"": 0.001, ""val_ba"": 0.600963538095891}, {""C"": 0.01, ""val_ba"": 0.6708466166186754}, {""C"": 0.1, ""val_ba"": 0.662549705196764}, {""C"": 1.0, ""val_ba"": 0.6628969274189863}, {""C"": 10.0, ""val_ba"": 0.640369618126971}]",0.9685658153241651,0.9652436347567162,0.966920257683025,0.6781609195402298,0.6708466166186754,0.6691856379678877,0.6411764705882353,0.6380418192918192,0.6317220182985491,0.5862068965517241,0.5912698412698413,0.5819771788812037,0.6987951807228916,0.6840277777777777,0.6750254375254375
original,4,23,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.5143232380364733,1569958893,"[{""C"": 0.001, ""val_ba"": 0.2787358882947118}, {""C"": 0.01, ""val_ba"": 0.3583204785410668}, {""C"": 0.1, ""val_ba"": 0.43265560011883547}, {""C"": 1.0, ""val_ba"": 0.5143232380364733}, {""C"": 10.0, ""val_ba"": 0.48412747383335614}]",0.9273084479371316,0.9262221174524798,0.9287926810526503,0.5114942528735632,0.5143232380364733,0.5066881470334156,0.47058823529411764,0.470558608058608,0.4644854914504026,0.41379310344827586,0.41964285714285715,0.42117604617604615,0.5301204819277109,0.5238095238095238,0.5048062260523561
original,4,23,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.65425850701586,1782604569,"[{""C"": 0.001, ""val_ba"": 0.6129701997349057}, {""C"": 0.01, ""val_ba"": 0.65425850701586}, {""C"": 0.1, ""val_ba"": 0.6336906965583436}, {""C"": 1.0, ""val_ba"": 0.6336906965583436}, {""C"": 10.0, ""val_ba"": 0.63191373577403}]",0.9685658153241651,0.9656867680123494,0.9668356121531732,0.6551724137931034,0.65425850701586,0.6474706899386691,0.6411764705882353,0.6395909645909645,0.6354578904211257,0.5977011494252874,0.601686507936508,0.5973574491956845,0.6867469879518072,0.6726190476190476,0.6630291005291006
original,4,23,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.42389334521687466,2808823428,"[{""C"": 0.001, ""val_ba"": 0.24228726747109106}, {""C"": 0.01, ""val_ba"": 0.34370600804424334}, {""C"": 0.1, ""val_ba"": 0.4070887037798802}, {""C"": 1.0, ""val_ba"": 0.42389334521687466}, {""C"": 10.0, ""val_ba"": 0.3781875599890306}]",0.9764243614931237,0.9773249555264956,0.9771415208572604,0.42528735632183906,0.42389334521687466,0.40685368916366316,0.3941176470588235,0.3836538461538462,0.37917614374363023,0.40229885057471265,0.39732142857142855,0.40027680652680653,0.3855421686746988,0.36160714285714285,0.33646255705079237
original,4,23,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.6048838212441153,3912972752,"[{""C"": 0.001, ""val_ba"": 0.4703307109557109}, {""C"": 0.01, ""val_ba"": 0.5738474964577908}, {""C"": 0.1, ""val_ba"": 0.6048838212441153}, {""C"": 1.0, ""val_ba"": 0.6001829665432606}, {""C"": 10.0, ""val_ba"": 0.5305175625028568}]",0.9921414538310412,0.9927706011482608,0.9927210948934516,0.6091954022988506,0.6048838212441153,0.5944084611715722,0.49411764705882355,0.48089896214896216,0.5073742698313636,0.47126436781609193,0.46775793650793646,0.5132737632737633,0.5180722891566265,0.48908730158730157,0.4910062160062161
original,4,23,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,1.0,0.48916426710544353,1760632896,"[{""C"": 0.001, ""val_ba"": 0.2890472884958179}, {""C"": 0.01, ""val_ba"": 0.377752353855295}, {""C"": 0.1, ""val_ba"": 0.47932135266694087}, {""C"": 1.0, ""val_ba"": 0.48916426710544353}, {""C"": 10.0, ""val_ba"": 0.4590612002376709}]",0.9921414538310412,0.9918718434343434,0.9922128942615348,0.4827586206896552,0.48916426710544353,0.4824932648672095,0.5117647058823529,0.5087034493284494,0.5041227065512456,0.42528735632183906,0.42212301587301587,0.4288376498053917,0.6024096385542169,0.5942460317460317,0.5540651055743936
original,4,23,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.6601204351204352,1892526630,"[{""C"": 0.001, ""val_ba"": 0.6224281845605376}, {""C"": 0.01, ""val_ba"": 0.6601204351204352}, {""C"": 0.1, ""val_ba"": 0.6434946181269711}, {""C"": 1.0, ""val_ba"": 0.6217657342657343}, {""C"": 10.0, ""val_ba"": 0.6340379187805658}]",0.9921414538310412,0.9909597427766031,0.9917388911909052,0.6609195402298851,0.6601204351204352,0.6559885113317735,0.6294117647058823,0.6243131868131869,0.6217702123584476,0.5862068965517241,0.5892857142857143,0.5904693373075727,0.6746987951807228,0.6572420634920635,0.6460266585266584
original,4,23,l1__spike__whole_count,l1,spike,whole_count,128,0.1,0.4553290255496138,126663023,"[{""C"": 0.001, ""val_ba"": 0.2670371703459939}, {""C"": 0.01, ""val_ba"": 0.3414765585721468}, {""C"": 0.1, ""val_ba"": 0.4553290255496138}, {""C"": 1.0, ""val_ba"": 0.41006758764111706}, {""C"": 10.0, ""val_ba"": 0.38647875816993466}]",0.899803536345776,0.8928063850905267,0.8983096564013309,0.45977011494252873,0.4553290255496138,0.43323917874627815,0.37058823529411766,0.3531478937728938,0.3491479961991057,0.3793103448275862,0.37003968253968256,0.3869813057313057,0.3614457831325301,0.33283730158730157,0.3023736967557917
original,4,23,l1__spike__fixed250_count,l1,spike,fixed250_count,2048,0.01,0.6039914129987659,2497975685,"[{""C"": 0.001, ""val_ba"": 0.49690656565656566}, {""C"": 0.01, ""val_ba"": 0.6039914129987659}, {""C"": 0.1, ""val_ba"": 0.583583858951506}, {""C"": 1.0, ""val_ba"": 0.5721663752913754}, {""C"": 10.0, ""val_ba"": 0.5611969525572467}]",0.9332023575638507,0.9251859685238891,0.9319840457045482,0.6149425287356322,0.6039914129987659,0.6003688381510962,0.47058823529411764,0.45777243589743594,0.48139958187649706,0.47126436781609193,0.4662698412698412,0.5135954785954786,0.46987951807228917,0.44742063492063494,0.45493483125062073
original,4,23,l2__syn_current__whole_mean,l2,syn_current,whole_mean,128,1.0,0.45340723410576356,1430685228,"[{""C"": 0.001, ""val_ba"": 0.4013103318250377}, {""C"": 0.01, ""val_ba"": 0.44438945449974865}, {""C"": 0.1, ""val_ba"": 0.44393825129119246}, {""C"": 1.0, ""val_ba"": 0.45340723410576356}, {""C"": 10.0, ""val_ba"": 0.44587232620320855}]",0.9783889980353635,0.9791574906037116,0.9782722114156961,0.4540229885057471,0.45340723410576356,0.4397202448244284,0.4411764705882353,0.4289529914529915,0.421802463418776,0.4482758620689655,0.4439484126984126,0.4366479649567885,0.43373493975903615,0.40625,0.3735046271810978
original,4,23,l2__syn_current__fixed250_ordered_mean,l2,syn_current,fixed250_ordered_mean,2048,0.1,0.5672644145070616,684727974,"[{""C"": 0.001, ""val_ba"": 0.5599183292197999}, {""C"": 0.01, ""val_ba"": 0.5408600998674528}, {""C"": 0.1, ""val_ba"": 0.5672644145070616}, {""C"": 1.0, ""val_ba"": 0.5560901720828192}, {""C"": 10.0, ""val_ba"": 0.4898642819598702}]",1.0,1.0,1.0,0.5689655172413793,0.5672644145070616,0.557610914473864,0.5117647058823529,0.5003319597069597,0.5021329942724341,0.45977011494252873,0.45436507936507936,0.4587704639533908,0.5662650602409639,0.5461309523809523,0.5389708116101305
original,4,23,l2__pre_reset__whole_mean,l2,pre_reset,whole_mean,128,0.01,0.44438945449974865,3151917880,"[{""C"": 0.001, ""val_ba"": 0.3813961161387632}, {""C"": 0.01, ""val_ba"": 0.44438945449974865}, {""C"": 0.1, ""val_ba"": 0.42892599638923173}, {""C"": 1.0, ""val_ba"": 0.4318386066547832}, {""C"": 10.0, ""val_ba"": 0.43263703208556153}]",0.8781925343811395,0.8665356954741649,0.8728657619367435,0.45977011494252873,0.44438945449974865,0.4342344623232304,0.4117647058823529,0.39842414529914527,0.38858820102619257,0.3793103448275862,0.3735119047619047,0.36065291391378346,0.4457831325301205,0.4181547619047619,0.39534134447927555
