variant,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
original,3,37,input__events__whole_count,input,events,whole_count,30,1.0,0.3770032051282051,4325,"[{""C"": 0.001, ""val_ba"": 0.22395833333333334}, {""C"": 0.01, ""val_ba"": 0.3308035714285714}, {""C"": 0.1, ""val_ba"": 0.3652243589743589}, {""C"": 1.0, ""val_ba"": 0.3770032051282051}, {""C"": 10.0, ""val_ba"": 0.37155830280830277}]",0.6349514563106796,0.627964739561305,0.6283757655130353,0.38235294117647056,0.3770032051282051,0.3629901412634054,0.49404761904761907,0.47789224664224655,0.45216309725566156,0.46875,0.4706349206349207,0.445250129557405,0.5277777777777778,0.48809523809523814,0.4426159896748132
original,3,37,input__events__fixed250_count,input,events,fixed250_count,480,1.0,0.5838102869352869,3338137635,"[{""C"": 0.001, ""val_ba"": 0.4929143772893773}, {""C"": 0.01, ""val_ba"": 0.5562690781440781}, {""C"": 0.1, ""val_ba"": 0.5726495726495726}, {""C"": 1.0, ""val_ba"": 0.5838102869352869}, {""C"": 10.0, ""val_ba"": 0.5775106837606837}]",1.0,1.0,1.0,0.5823529411764706,0.5838102869352869,0.5865419905099661,0.6547619047619048,0.6436825905575906,0.643545648149691,0.6354166666666666,0.6331349206349206,0.622848379117729,0.6805555555555556,0.6617063492063492,0.6713445731828086
original,3,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.46904380341880336,2256597026,"[{""C"": 0.001, ""val_ba"": 0.2543154761904762}, {""C"": 0.01, ""val_ba"": 0.34331501831501826}, {""C"": 0.1, ""val_ba"": 0.4248855311355311}, {""C"": 1.0, ""val_ba"": 0.43868666056166056}, {""C"": 10.0, ""val_ba"": 0.46904380341880336}]",0.8757281553398059,0.8802626982946745,0.8790023281012367,0.47058823529411764,0.46904380341880336,0.455192671903478,0.5595238095238095,0.5371184371184371,0.5063111731127469,0.59375,0.5847222222222223,0.5399838591385233,0.5138888888888888,0.4761904761904762,0.44936868686868686
original,3,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.1,0.657482448107448,2478845310,"[{""C"": 0.001, ""val_ba"": 0.5471802503052503}, {""C"": 0.01, ""val_ba"": 0.6515796703296702}, {""C"": 0.1, ""val_ba"": 0.657482448107448}, {""C"": 1.0, ""val_ba"": 0.6432463369963369}, {""C"": 10.0, ""val_ba"": 0.6288003663003663}]",1.0,1.0,1.0,0.6588235294117647,0.657482448107448,0.661099449405901,0.7559523809523809,0.7439356939356941,0.7428427665717288,0.7395833333333334,0.7277116402116403,0.715898611622296,0.7777777777777778,0.7688492063492062,0.7751294457176808
original,3,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,10.0,0.4452228327228327,1417875409,"[{""C"": 0.001, ""val_ba"": 0.24697420634920633}, {""C"": 0.01, ""val_ba"": 0.33741224053724056}, {""C"": 0.1, ""val_ba"": 0.41842567155067156}, {""C"": 1.0, ""val_ba"": 0.41296932234432243}, {""C"": 10.0, ""val_ba"": 0.4452228327228327}]",0.9902912621359223,0.9905801209372638,0.9906627153954576,0.45294117647058824,0.4452228327228327,0.4286151000532721,0.6071428571428571,0.5837454212454212,0.5665831717302307,0.6041666666666666,0.5870701058201059,0.5707616207035712,0.6111111111111112,0.5783730158730158,0.5582638358373653
original,3,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.1,0.6352602258852258,1424848952,"[{""C"": 0.001, ""val_ba"": 0.5549793956043956}, {""C"": 0.01, ""val_ba"": 0.6344055250305249}, {""C"": 0.1, ""val_ba"": 0.6352602258852258}, {""C"": 1.0, ""val_ba"": 0.6345161782661782}, {""C"": 10.0, ""val_ba"": 0.6338217338217338}]",1.0,1.0,1.0,0.6352941176470588,0.6352602258852258,0.6389831942569361,0.7559523809523809,0.7492381461131461,0.7433727349068459,0.71875,0.7103505291005292,0.6973903411403412,0.8055555555555556,0.8015873015873015,0.7960660684344893
original,3,37,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.4373855311355311,474142116,"[{""C"": 0.001, ""val_ba"": 0.2492559523809524}, {""C"": 0.01, ""val_ba"": 0.34268162393162394}, {""C"": 0.1, ""val_ba"": 0.37933836996336995}, {""C"": 1.0, ""val_ba"": 0.4373855311355311}, {""C"": 10.0, ""val_ba"": 0.4042391636141636}]",0.920388349514563,0.9190393739018786,0.9223690069641065,0.4470588235294118,0.4373855311355311,0.43972870916111373,0.6011904761904762,0.5779685592185592,0.5668554739020425,0.5729166666666666,0.5482142857142857,0.5271681090953537,0.6388888888888888,0.6190476190476191,0.6102980352980353
original,3,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.47080280830280824,1487861283,"[{""C"": 0.001, ""val_ba"": 0.39154075091575097}, {""C"": 0.01, ""val_ba"": 0.4448985042735043}, {""C"": 0.1, ""val_ba"": 0.47080280830280824}, {""C"": 1.0, ""val_ba"": 0.42451159951159956}, {""C"": 10.0, ""val_ba"": 0.4248588217338218}]",0.9864077669902913,0.9861096391052396,0.9867165812114523,0.4764705882352941,0.47080280830280824,0.4984938141923436,0.6428571428571429,0.6223354192104192,0.619992035157265,0.6041666666666666,0.5783068783068783,0.5651121267220338,0.6944444444444444,0.6825396825396824,0.6742331742331742
original,3,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,1.0,0.4648046398046399,3076753779,"[{""C"": 0.001, ""val_ba"": 0.24776785714285712}, {""C"": 0.01, ""val_ba"": 0.34064789377289384}, {""C"": 0.1, ""val_ba"": 0.4032356532356533}, {""C"": 1.0, ""val_ba"": 0.4648046398046399}, {""C"": 10.0, ""val_ba"": 0.44442918192918196}]",0.9592233009708738,0.958965572044259,0.9594560535597049,0.4764705882352941,0.4648046398046399,0.4511664552486054,0.5833333333333334,0.5545329670329671,0.5319224122651542,0.5520833333333334,0.5273809523809524,0.5028893195478537,0.625,0.5902777777777777,0.5660174928557281
original,3,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.6424412393162392,2653796035,"[{""C"": 0.001, ""val_ba"": 0.5619238400488401}, {""C"": 0.01, ""val_ba"": 0.6424412393162392}, {""C"": 0.1, ""val_ba"": 0.6305860805860806}, {""C"": 1.0, ""val_ba"": 0.6177388583638583}, {""C"": 10.0, ""val_ba"": 0.6208638583638583}]",0.996116504854369,0.996105072463768,0.9962718950060722,0.6411764705882353,0.6424412393162392,0.6455432392560152,0.7202380952380952,0.6977004477004477,0.6928055342998417,0.6770833333333334,0.6469246031746032,0.6276462901849899,0.7777777777777778,0.7648809523809522,0.7650581874266086
