variant,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
masked_accel_reencode,1,11,input__events__whole_count,input,events,whole_count,30,1.0,0.45653709716209717,2826207368,"[{""C"": 0.001, ""val_ba"": 0.34851190476190474}, {""C"": 0.01, ""val_ba"": 0.3955522486772487}, {""C"": 0.1, ""val_ba"": 0.43100799663299666}, {""C"": 1.0, ""val_ba"": 0.45653709716209717}, {""C"": 10.0, ""val_ba"": 0.43137475949975945}]",0.73828125,0.7318889214102885,0.7303019476084792,0.45930232558139533,0.45653709716209717,0.4634467270021334,0.4378698224852071,0.42445436507936507,0.4293070489844683,0.3953488372093023,0.39285714285714285,0.40529791845581314,0.4819277108433735,0.4583333333333333,0.4610820852200162
masked_accel_reencode,1,11,input__events__fixed250_count,input,events,fixed250_count,480,0.01,0.5789802789802789,3558900189,"[{""C"": 0.001, ""val_ba"": 0.49828643578643583}, {""C"": 0.01, ""val_ba"": 0.5789802789802789}, {""C"": 0.1, ""val_ba"": 0.5622474747474747}, {""C"": 1.0, ""val_ba"": 0.5669928451178451}, {""C"": 10.0, ""val_ba"": 0.5630606661856661}]",0.919921875,0.9135859075627769,0.9178905431759126,0.5813953488372093,0.5789802789802789,0.5872253943374633,0.5443786982248521,0.544131216006216,0.5407389161310729,0.47674418604651164,0.4761904761904762,0.47061279793477934,0.6144578313253012,0.6146825396825397,0.6012688156070509
masked_accel_reencode,1,11,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.47972132034632026,1429771724,"[{""C"": 0.001, ""val_ba"": 0.3168650793650794}, {""C"": 0.01, ""val_ba"": 0.37728174603174597}, {""C"": 0.1, ""val_ba"": 0.44137506012506017}, {""C"": 1.0, ""val_ba"": 0.4428631553631554}, {""C"": 10.0, ""val_ba"": 0.47972132034632026}]",0.90625,0.9052680770538936,0.9047059246189537,0.4883720930232558,0.47972132034632026,0.47906047776996424,0.48520710059171596,0.48429660617160614,0.487607762765478,0.43023255813953487,0.4375,0.4385684576861048,0.5421686746987951,0.5365079365079365,0.5309375346875348
masked_accel_reencode,1,11,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.5973199254449254,3762921053,"[{""C"": 0.001, ""val_ba"": 0.5713413900913901}, {""C"": 0.01, ""val_ba"": 0.5973199254449254}, {""C"": 0.1, ""val_ba"": 0.582058682058682}, {""C"": 1.0, ""val_ba"": 0.5824059042809043}, {""C"": 10.0, ""val_ba"": 0.5577335858585859}]",0.95703125,0.9569297913631014,0.9572431746268849,0.5988372093023255,0.5973199254449254,0.6015433046231154,0.5976331360946746,0.6031451187701188,0.6001846049581457,0.5581395348837209,0.5679563492063492,0.5676344488844489,0.6385542168674698,0.637797619047619,0.6226497113997115
masked_accel_reencode,1,11,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,10.0,0.5191227753727753,63501700,"[{""C"": 0.001, ""val_ba"": 0.32242063492063494}, {""C"": 0.01, ""val_ba"": 0.38769841269841265}, {""C"": 0.1, ""val_ba"": 0.43586910774410775}, {""C"": 1.0, ""val_ba"": 0.4740635521885522}, {""C"": 10.0, ""val_ba"": 0.5191227753727753}]",0.98828125,0.9872776066931515,0.9881088065730514,0.5232558139534884,0.5191227753727753,0.5166467635226241,0.46153846153846156,0.46038961038961035,0.46743605960055007,0.4186046511627907,0.41517857142857145,0.42494189462068716,0.5060240963855421,0.5120039682539682,0.5054421641389187
masked_accel_reencode,1,11,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,1.0,0.5969396344396344,2980348466,"[{""C"": 0.001, ""val_ba"": 0.5505080567580568}, {""C"": 0.01, ""val_ba"": 0.5806036556036556}, {""C"": 0.1, ""val_ba"": 0.5828192640692641}, {""C"": 1.0, ""val_ba"": 0.5969396344396344}, {""C"": 10.0, ""val_ba"": 0.5526936026936027}]",1.0,1.0,1.0,0.5930232558139535,0.5969396344396344,0.5964745158033431,0.6094674556213018,0.6156184093684093,0.6149781469054956,0.5697674418604651,0.579861111111111,0.5853192859771807,0.6506024096385542,0.6501984126984126,0.6377484851749557
masked_accel_reencode,1,11,l1__spike__whole_mean,l1,spike,whole_mean,128,0.1,0.4255681818181818,837220075,"[{""C"": 0.001, ""val_ba"": 0.3106511544011544}, {""C"": 0.01, ""val_ba"": 0.39009890572390565}, {""C"": 0.1, ""val_ba"": 0.4255681818181818}, {""C"": 1.0, ""val_ba"": 0.41725138287638286}, {""C"": 10.0, ""val_ba"": 0.41204304954304954}]",0.80078125,0.7936969018121772,0.8064864679267436,0.436046511627907,0.4255681818181818,0.4281819106574376,0.47928994082840237,0.4580693611943612,0.46014943249554907,0.46511627906976744,0.43998015873015867,0.42815427606449274,0.4939759036144578,0.483234126984127,0.48806399220192326
masked_accel_reencode,1,11,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.6019029581529582,2303077561,"[{""C"": 0.001, ""val_ba"": 0.45450637325637316}, {""C"": 0.01, ""val_ba"": 0.5382696007696007}, {""C"": 0.1, ""val_ba"": 0.6019029581529582}, {""C"": 1.0, ""val_ba"": 0.5797573953823953}, {""C"": 10.0, ""val_ba"": 0.5249759499759499}]",0.93359375,0.9328653520742667,0.9373959970460496,0.5988372093023255,0.6019029581529582,0.6026365226668373,0.6035502958579881,0.6071494477744478,0.6001560080953697,0.627906976744186,0.6279761904761906,0.6311788722972933,0.5783132530120482,0.585218253968254,0.5683666415284062
masked_accel_reencode,1,11,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,1.0,0.4863215488215488,3014875360,"[{""C"": 0.001, ""val_ba"": 0.3771329365079365}, {""C"": 0.01, ""val_ba"": 0.4564048220298221}, {""C"": 0.1, ""val_ba"": 0.4714901996151996}, {""C"": 1.0, ""val_ba"": 0.4863215488215488}, {""C"": 10.0, ""val_ba"": 0.4401049182299182}]",0.96875,0.9665776980638285,0.968162369204972,0.4883720930232558,0.4863215488215488,0.4907228913845671,0.4911242603550296,0.4862595737595737,0.4848269469485155,0.4883720930232558,0.4776785714285714,0.4816405329563225,0.4939759036144578,0.5015873015873016,0.49624706069718855
masked_accel_reencode,1,11,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,10.0,0.6144856301106301,137219668,"[{""C"": 0.001, ""val_ba"": 0.5653724747474748}, {""C"": 0.01, ""val_ba"": 0.6041681697931698}, {""C"": 0.1, ""val_ba"": 0.5980474386724386}, {""C"": 1.0, ""val_ba"": 0.6024951899951899}, {""C"": 10.0, ""val_ba"": 0.6144856301106301}]",1.0,1.0,1.0,0.6104651162790697,0.6144856301106301,0.6191755402962299,0.6035502958579881,0.6112515956265956,0.6039458463871257,0.5581395348837209,0.5679563492063492,0.5655036548418901,0.6506024096385542,0.6543650793650794,0.6465906778406779
