seed,best_epoch,stopped_epoch,best_train_ba,epoch_to_70_train_ba,collapsed,train_accuracy,train_balanced_accuracy,train_macro_f1,train_objective_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_objective_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,test_objective_loss,l1_whole_count_train_ba,l1_whole_count_val_ba,l1_whole_count_test_ba,l1_fixed250_train_ba,l1_fixed250_val_ba,l1_fixed250_test_ba,l2_whole_count_train_ba,l2_whole_count_val_ba,l2_whole_count_test_ba,l2_fixed250_train_ba,l2_fixed250_val_ba,l2_fixed250_test_ba,native_to_l2_whole_test_gap,native_to_l2_fixed250_test_gap,l2_minus_l1_whole_test,l2_minus_l1_fixed250_test,reference_train_ba,delta_vs_reference_train_ba,reference_val_ba,delta_vs_reference_val_ba,reference_test_ba,delta_vs_reference_test_ba
11,94,100,0.940768777457731,49,False,0.9328743545611016,0.9316703490044639,0.9334899710420826,0.5383660001311573,0.5317460317460317,0.5236531986531987,0.5026496626015168,1.2826354503631592,0.547945205479452,0.5306318681318681,0.518542025196482,1.3928822899517947,0.9564910999856417,0.5173039923039923,0.5707944832944832,0.996545584045584,0.5619588744588745,0.5369692807192806,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.9831529280216821,0.5978896103896104,0.5716290653790653,0.04519785769785767,0.04099719724719719,0.005035242535242568,0.0346597846597847,0.9316703490044639,0.0,0.5236531986531987,0.0,0.5306318681318681,0.0
23,89,100,0.9334890330620063,50,False,0.9173838209982789,0.9174331048696077,0.9189651579067158,0.6015098478112902,0.5793650793650794,0.5722643097643098,0.5762265557285365,1.2229338884353638,0.6027397260273972,0.5961822899322898,0.5890452140452139,1.343819404301578,0.8691019735990975,0.5606601731601731,0.5981664169164168,0.9949115971174795,0.560443722943723,0.5359772172272171,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.9949115971174795,0.5963804713804713,0.6055305805305805,-0.008312520812520763,0.009348290598290676,-0.01029664779664774,0.06955336330336337,0.906975448872736,0.010457655996871762,0.5630050505050506,0.00925925925925919,0.5902299089799089,0.005952380952380931
37,90,100,0.9381661823042219,48,False,0.919104991394148,0.9174871329830127,0.9193487554484233,0.5871717356363385,0.5714285714285714,0.566576479076479,0.5623106000279914,1.3148201704025269,0.5753424657534246,0.5666909479409479,0.5566508822296506,1.3496832276043826,0.9615088377424655,0.5264069264069263,0.6255293317793318,0.9795506719975352,0.5236652236652236,0.5739600677100677,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.9950023741690409,0.5930976430976431,0.5845980408480408,0.02842990342990348,0.017907092907092914,-0.03040848040848043,0.0106379731379731,0.9174871329830127,0.0,0.566576479076479,0.0,0.5666909479409479,0.0
