fold,seed,epoch,layer,shift,mean_spikes_per_neuron_s,dead_neuron_fraction,spike_occupancy
0,11,40,l1,3,0.7573606898557512,0.0930232554674148,0.0118337607789961
0,11,40,l1,4,4.5216826376482055,0.1190476194024086,0.0706512912132532
0,11,40,l2,all,16.553922364788047,0.0078125,0.2586550369498132
0,11,40,l2,2,12.05612821103603,0.0,0.1883770032974379
0,11,40,l2,3,17.43500874406518,0.0,0.2724220116260184
0,11,40,l2,4,20.25674222913138,0.0238095242530107,0.3165115973301778
0,11,60,l1,all,2.065535163228845,0.1015625,0.0322739869254507
0,11,60,l1,2,0.1979822550245324,0.1860465109348297,0.0030934727347583
0,11,60,l1,3,0.9200494049125404,0.0465116277337074,0.0143757719517584
0,11,60,l1,4,5.150312845619001,0.0714285746216774,0.0804736382127968
0,11,60,l2,all,19.02558063992204,0.0078125,0.2972746974987819
0,11,60,l2,2,15.000237959441137,0.0,0.2343787181162677
0,11,60,l2,3,20.26501882901292,0.0,0.3166409192033269
0,11,60,l2,4,21.877816190630877,0.0238095242530107,0.3418408779786074
0,11,80,l1,all,2.223404255319149,0.0859375,0.0347406914893617
0,11,80,l1,2,0.2845239489180399,0.1395348906517028,0.0044456867018443
0,11,80,l1,3,1.0423681119240342,0.0465116277337074,0.016287001748813
0,11,80,l1,4,5.41760443011052,0.0714285746216774,0.0846500692204768
0,11,80,l2,all,20.54766931947377,0.0,0.3210573331167776
0,11,80,l2,2,16.82486562845844,0.0,0.2628885254446631
0,11,80,l2,3,22.02413588617229,0.0,0.344127123221442
0,11,80,l2,4,22.84749066103622,0.0,0.3569920415786909
0,11,100,l1,all,2.3114341400032483,0.0703125,0.0361161584375507
0,11,100,l1,2,0.3389146783203841,0.1162790730595588,0.005295541848756
0,11,100,l1,3,1.1284263326672987,0.0465116277337074,0.0176316614479265
0,11,100,l1,4,5.542093010665368,0.0476190485060215,0.0865952032916463
0,11,100,l2,all,21.925694331655027,0.0,0.3425889739321098
0,11,100,l2,2,18.411141034405915,0.0,0.2876740786625924
0,11,100,l2,3,23.42161502694985,0.0,0.3659627347960914
0,11,100,l2,4,23.99238961460823,0.0,0.3748810877282535
0,23,1,l1,all,0.1135293162254344,0.515625,0.0017738955660224
0,23,1,l1,2,0.0125703019063195,0.604651153087616,0.0001964109672862
0,23,1,l1,3,0.0468968955735766,0.4418604671955108,0.0007327639933371
0,23,1,l1,4,0.2851110234576208,0.5,0.0044548597415253
0,23,1,l2,all,0.5432028585350008,0.2734375,0.0084875446646093
0,23,1,l2,2,0.1109570879807819,0.4651162922382355,0.0017337044996997
0,23,1,l2,3,0.4563986538294473,0.1860465109348297,0.0071312289660851
0,23,1,l2,4,1.0746111665390534,0.1666666716337204,0.0167907994771727
0,23,5,l1,all,0.1933571544583401,0.5,0.0030212055384115
0,23,5,l1,2,0.0111198824555903,0.6279069781303406,0.0001737481633685
0,23,5,l1,3,0.0679279776091497,0.4186046421527862,0.0010613746501429
0,23,5,l1,4,0.5083489949496122,0.4523809552192688,0.0079429530460876
0,23,5,l2,all,1.4619132694494072,0.25,0.0228423948351469
0,23,5,l2,2,0.412886070307572,0.4418604671955108,0.0064513448485558
0,23,5,l2,3,1.33100158261914,0.1860465109348297,0.020796899728424
0,23,5,l2,4,2.669945938420845,0.1190476194024086,0.0417179052878257
0,23,10,l1,all,0.3480591197011531,0.4296875,0.0054384237453305
0,23,10,l1,2,0.0152294042326563,0.5581395626068115,0.0002379594411352
0,23,10,l1,3,0.1252195459129521,0.3720930218696594,0.0019565554048898
0,23,10,l1,4,0.9169586301306296,0.3571428656578064,0.014327478595791
0,23,10,l2,all,3.259217151210005,0.125,0.0509252679876563
0,23,10,l2,2,1.4392995682735854,0.1860465109348297,0.0224890557542747
0,23,10,l2,3,3.355061926111705,0.1395348906517028,0.0524228425954953
0,23,10,l2,4,5.02433931181698,0.0476190485060215,0.0785053017471403
0,23,20,l1,all,0.7510151047588111,0.296875,0.0117346110118564
0,23,20,l1,2,0.0367439594184724,0.4186046421527862,0.0005741243659136
0,23,20,l1,3,0.3473754584496376,0.2093023210763931,0.0054277415382755
0,23,20,l1,4,1.8955428200190256,0.261904776096344,0.0296178565627972
0,23,20,l2,all,7.000243625142114,0.0078125,0.1093788066428455
0,23,20,l2,2,4.017420141944696,0.0,0.0627721897178858
0,23,20,l2,3,6.960562944049315,0.0232558138668537,0.1087587960007705
0,23,20,l2,4,10.094712174296388,0.0,0.157729877723381
0,23,40,l1,all,1.7422445996426832,0.1875,0.0272225718694169
0,23,40,l1,2,0.1605130858806954,0.2558139562606811,0.0025080169668858
0,23,40,l1,3,1.1240750743151111,0.1627907007932663,0.0175636730361736
0,23,40,l1,4,3.994524234901042,0.1428571492433548,0.0624144411703287
0,23,40,l2,all,14.08007146337502,0.0,0.2200011166152347
0,23,40,l2,2,10.946557331228211,0.0,0.1710399583004408
0,23,40,l2,3,13.76496406057012,0.0,0.2150775634464081
0,23,40,l2,4,17.6108030348732,0.0,0.2751687974198937
0,23,60,l1,all,2.082182881273348,0.15625,0.032534107519896
0,23,60,l1,2,0.2487469358000536,0.2093023210763931,0.0038866708718758
0,23,60,l1,3,1.5625852215855651,0.1162790730595588,0.0244153940872744
0,23,60,l1,4,4.491241096081116,0.1428571492433548,0.0701756421262674
0,23,60,l2,all,16.201153159006008,0.0,0.2531430181094689
0,23,60,l2,2,13.47101238522234,0.0,0.210484568519099
0,23,60,l2,3,15.650992819668293,0.0,0.244546762807317
0,23,60,l2,4,19.559556679582663,0.0,0.3056180731184791
0,23,80,l1,all,2.287802501218126,0.109375,0.0357469140815332
0,23,80,l1,2,0.3118401819067727,0.1162790730595588,0.0048725028422933
0,23,80,l1,3,1.670157997514646,0.0930232554674148,0.0260962187111663
0,23,80,l1,4,4.943161867638073,0.1190476194024086,0.0772369041818449
0,23,80,l2,all,18.001461750852688,0.0,0.2812728398570732
0,23,80,l2,2,15.492171889813449,0.0,0.2420651857783351
0,23,80,l2,3,17.86384942833077,0.0,0.2791226473176683
0,23,80,l2,4,20.711385414974824,0.0,0.3236153971089816
0,23,100,l1,all,2.429267500406042,0.0859375,0.0379573046938444
0,23,100,l1,2,0.3732412719876412,0.0930232554674148,0.0058318948748068
0,23,100,l1,3,1.75935879373449,0.0465116277337074,0.0274899811521014
0,23,100,l1,4,5.220105648236231,0.1190476194024086,0.0815641507536911
0,23,100,l2,all,19.54929348708787,0.0,0.3054577107357479
0,23,100,l2,2,17.03203387333759,0.0,0.2661255292708998
0,23,100,l2,3,19.51563544613618,0.0,0.3049318038458778
0,23,100,l2,4,22.160947276425595,0.0,0.3462648011941499
0,37,1,l1,all,0.1302582426506415,0.4609375,0.0020352850414162
0,37,1,l1,2,0.0159546139580209,0.5813953280448914,0.000249290843094
0,37,1,l1,3,0.0372274325687155,0.395348846912384,0.0005816786338861
0,37,1,l1,4,0.342529215681725,0.4047619104385376,0.0053520189950269
0,37,1,l2,all,0.8513886633100536,0.28125,0.0133029478642195
0,37,1,l2,2,0.2008830939259908,0.3720930218696594,0.0031387983425936
0,37,1,l2,3,0.3756586377388565,0.3488371968269348,0.0058696662146696
0,37,1,l2,4,2.004439391478534,0.1190476194024086,0.031319365491852
0,37,5,l1,all,0.2472795192463862,0.4453125,0.0038637424882247
0,37,5,l1,2,0.0176467699838716,0.5581395626068115,0.0002757307809979
0,37,5,l1,3,0.0555994122779517,0.3720930218696594,0.0008687408168429
0,37,5,l1,4,0.6786236339590246,0.4047619104385376,0.0106034942806097
0,37,5,l2,all,2.276595744680851,0.15625,0.0355718085106383
0,37,5,l2,2,0.7670301528606124,0.2325581461191177,0.011984846138447
0,37,5,l2,3,1.4501777141540542,0.1162790730595588,0.022659026783657
0,37,5,l2,4,4.668198024702816,0.1190476194024086,0.0729405941359815
0,37,10,l1,all,0.405798278382329,0.3828125,0.0063405980997238
0,37,10,l1,2,0.025140603812639,0.4883720874786377,0.0003928219345724
0,37,10,l1,3,0.0988702592247054,0.3488371968269348,0.001544847800386
0,37,10,l1,4,1.109755060055531,0.3095238208770752,0.0173399228133676
0,37,10,l2,all,4.420903037193439,0.078125,0.0690766099561474
0,37,10,l2,2,2.256127455609233,0.1162790730595588,0.0352519914938942
0,37,10,l2,3,3.1067984634618946,0.0465116277337074,0.0485437259915921
0,37,10,l2,4,7.982613672397658,0.0714285746216774,0.1247283386312134
0,37,20,l1,all,0.8592658762384278,0.34375,0.0134260293162254
0,37,20,l1,2,0.0466551589984551,0.4418604671955108,0.0007289868593508
0,37,20,l1,3,0.2385939996449494,0.3255814015865326,0.0037280312444523
0,37,20,l1,4,2.3266742461155325,0.261904776096344,0.0363542850955551
0,37,20,l2,all,9.042715608250772,0.0390625,0.1412924313789183
0,37,20,l2,2,6.417380859751238,0.0232558138668537,0.100271575933613
0,37,20,l2,3,8.117755929156075,0.0465116277337074,0.1268399363930636
0,37,20,l2,4,12.677540855549626,0.0476190485060215,0.1980865758679629
0,37,40,l1,all,1.601591684261816,0.2265625,0.0250248700665908
0,37,40,l1,2,0.1411741598709731,0.302325576543808,0.0022058462479839
0,37,40,l1,3,0.5419734014224686,0.1627907007932663,0.008468334397226
0,37,40,l1,4,4.181628344045105,0.2142857164144516,0.0653379428757047
0,37,40,l2,all,15.1461750852688,0.015625,0.236658985707325
0,37,40,l2,2,13.114209200342964,0.0,0.2049095187553588
0,37,40,l2,3,14.168180667872832,0.0232558138668537,0.221377822935513
0,37,40,l2,4,18.227801109074456,0.0238095242530107,0.2848093923292883
0,37,60,l1,all,1.881598180932272,0.140625,0.0293999715770667
0,37,60,l1,2,0.2301332195156958,0.1860465109348297,0.0035958315549327
0,37,60,l1,3,0.7082881651060808,0.1162790730595588,0.0110670025797825
0,37,60,l1,4,4.773629705252248,0.1190476194024086,0.0745879641445663
0,37,60,l2,all,17.63472470358941,0.0,0.2755425734935845
0,37,60,l2,2,15.896838916566889,0.0,0.2483881080713576
0,37,60,l2,3,16.883124143062727,0.0,0.2637988147353551
0,37,60,l2,4,20.183484535604077,0.0,0.3153669458688136
0,37,80,l1,all,2.0734123761572194,0.125,0.0323970683774565
0,37,80,l1,2,0.2702614909858697,0.1860465109348297,0.0042228357966542
0,37,80,l1,3,0.7752491964147444,0.0697674453258514,0.0121132686939803
0,37,80,l1,4,5.248567252140421,0.1190476194024086,0.082008863314694
0,37,80,l2,all,19.084131882410265,0.0,0.2981895606626604
0,37,80,l2,2,17.652329925099433,0.0,0.2758176550796786
0,37,80,l2,3,18.596552987524127,0.0,0.2905711404300645
0,37,80,l2,4,21.049212278707163,0.0,0.3288939418547994
0,37,100,l1,all,2.2209680038980024,0.109375,0.0347026250609062
0,37,100,l1,2,0.3007202994511824,0.1395348906517028,0.0046987546789247
0,37,100,l1,3,0.8260138771902655,0.0697674453258514,0.0129064668310978
0,37,100,l1,4,5.6151032119848105,0.1190476194024086,0.0877359876872626
0,37,100,l2,all,20.65892480103947,0.0,0.3227957000162417
0,37,100,l2,2,19.30290726002924,0.0,0.3016079259379568
0,37,100,l2,3,20.36533950768836,0.0,0.3182084298076306
0,37,100,l2,4,22.3478038933618,0.0,0.349184435833778
0,53,1,l1,all,0.1724866006171836,0.4375,0.0026951031346434
0,53,1,l1,2,0.0118450921809549,0.604651153087616,0.0001850795653274
0,53,1,l1,3,0.053907256252101,0.4651162922382355,0.000842300878939
0,53,1,l1,4,0.4583555689613834,0.2380952388048172,0.0071618057650216
0,53,1,l2,all,1.1137729413675492,0.171875,0.0174027022088679
0,53,1,l2,2,0.2161124981586472,0.2093023210763931,0.0033767577837288
0,53,1,l2,3,0.7534929046538068,0.1627907007932663,0.0117733266352157
0,53,1,l2,4,2.401664385097876,0.1428571492433548,0.0375260060171543
0,53,5,l1,all,0.2557251908396946,0.4140625,0.0039957061068702
0,53,5,l1,2,0.0159546139580209,0.6279069781303406,0.000249290843094
0,53,5,l1,3,0.0597089340550177,0.4418604671955108,0.0009329520946096
0,53,5,l1,4,0.7018879014981013,0.1666666716337204,0.0109669984609078
0,53,5,l2,all,1.943316550267988,0.1796875,0.0303643210979373
0,53,5,l2,2,0.6299655147667054,0.2093023210763931,0.0098432111682297
0,53,5,l2,3,1.4470351386774742,0.2093023210763931,0.0226099240418355
0,53,5,l2,4,3.7960354841953023,0.1190476194024086,0.0593130544405516
0,53,10,l1,all,0.4644307292512587,0.3828125,0.0072567301445509
0,53,10,l1,2,0.0232067112116668,0.6279069781303406,0.0003626048626822
0,53,10,l1,3,0.0833991184169276,0.3720930218696594,0.0013031112252644
0,53,10,l1,4,1.3062638730983704,0.1428571492433548,0.020410373017162
0,53,10,l2,all,4.442179632938119,0.1171875,0.0694090567646581
0,53,10,l2,2,2.2348546369985383,0.1627907007932663,0.0349196037031021
0,53,10,l2,3,3.723226730021794,0.1162790730595588,0.0581754176565905
0,53,10,l2,4,7.438130815100118,0.0714285746216774,0.1162207939859393
0,53,20,l1,all,0.9951274971577068,0.28125,0.0155488671430891
0,53,20,l1,2,0.0423039006462676,0.4418604671955108,0.0006609984475979
0,53,20,l1,3,0.2799309539907309,0.2790697813034057,0.0043739211561051
0,53,20,l1,4,2.70286240206656,0.1190476194024086,0.04223222503229
0,53,20,l2,all,9.406691570570082,0.03125,0.1469795557901575
0,53,20,l2,2,6.306907244920699,0.0465116277337074,0.0985454257018859
0,53,20,l2,3,9.728688465765948,0.0,0.1520107572775929
0,53,20,l2,4,12.250616796986783,0.0476190485060215,0.1914158874529185
0,53,40,l1,all,1.9470521357804125,0.1484375,0.0304226896215689
0,53,40,l1,2,0.1095066685300527,0.2325581461191177,0.001711041695782
0,53,40,l1,3,0.974198397739763,0.1395348906517028,0.0152218499646837
0,53,40,l1,4,4.824365607864065,0.0714285746216774,0.075380712622876
0,53,40,l2,all,16.592171512100048,0.0,0.2592526798765632
0,53,40,l2,2,14.031357766354049,0.0,0.2192399650992819
0,53,40,l2,3,17.635166628265804,0.0,0.2755494785666532
0,53,40,l2,4,18.146128680479823,0.0,0.2835332606324973
0,53,60,l1,all,2.4245574143251583,0.125,0.0378837095988306
0,53,60,l1,2,0.1965318355738033,0.2325581461191177,0.0030708099308406
0,53,60,l1,3,1.4221362714399568,0.0697674453258514,0.0222208792412493
0,53,60,l1,4,5.731919534095919,0.0714285746216774,0.0895612427202487
0,53,60,l2,all,19.51080071463375,0.0,0.3048562611661523
0,53,60,l2,2,17.23001612836212,0.0,0.2692190020056581
0,53,60,l2,3,20.844461399579227,0.0,0.3256947093684254
0,53,60,l2,4,20.480475185039097,0.0,0.3200074247662359
0,53,80,l1,all,2.6331817443560177,0.09375,0.0411434647555627
0,53,80,l1,2,0.2240898051376576,0.2093023210763931,0.0035014032052759
0,53,80,l1,3,1.61552553153718,0.0232558138668537,0.0252425864302684
0,53,80,l1,4,6.141519138108386,0.0476190485060215,0.0959612365329435
0,53,80,l2,all,21.32954360890044,0.0,0.3332741188890693
0,53,80,l2,2,19.25770252048151,0.0,0.3009016018825236
0,53,80,l2,3,22.2308206579012,0.0,0.3473565727797062
0,53,80,l2,4,22.527978220685707,0.0,0.3519996596982142
0,53,100,l1,all,2.767581614422608,0.09375,0.0432434627253532
0,53,100,l1,2,0.2555155599034565,0.2093023210763931,0.0039924306234915
0,53,100,l1,3,1.7252739366423546,0.0465116277337074,0.0269574052600367
0,53,100,l1,4,6.406583292729143,0.0238095242530107,0.1001028639488928
0,53,100,l2,all,22.863407503654376,0.0,0.3572407422445996
0,53,100,l2,2,20.888457456251345,0.0,0.3263821477539272
0,53,100,l2,3,23.877530207629054,0.0,0.3730864094942039
0,53,100,l2,4,23.84711168859293,0.0,0.3726111201342645
0,71,1,l1,all,0.1875101510475881,0.4609375,0.0029298461101185
0,71,1,l1,2,0.0058016778029167,0.7441860437393188,9.065121567057348e-05
0,71,1,l1,3,0.0713122896608511,0.4186046421527862,0.0011142545259507
0,71,1,l1,4,0.492509493646411,0.2142857164144516,0.0076954608382251
0,71,1,l2,all,1.2674191976611986,0.25,0.0198034249634562
0,71,1,l2,2,0.3451998292735438,0.3720930218696594,0.0053937473323991
0,71,1,l2,3,1.1170647136365868,0.1860465109348297,0.0174541361505716
0,71,1,l2,4,2.365530522749948,0.190476194024086,0.0369614144179679
0,71,5,l1,all,0.2991716745168101,0.484375,0.0046745574143251
0,71,5,l1,2,0.0055599412277951,0.7674418687820435,8.687408168429959e-05
0,71,5,l1,3,0.0911346888208165,0.4651162922382355,0.0014239795128252
0,71,5,l1,4,0.8127644106205094,0.2142857164144516,0.0126994439159454
0,71,5,l2,all,2.7712359915543283,0.171875,0.0433005623680363
0,71,5,l2,2,0.8277060332161162,0.2558139562606811,0.0129329067690018
0,71,5,l2,3,2.684726403299704,0.1162790730595588,0.0419488500515578
0,71,5,l2,4,4.849609813066042,0.1428571492433548,0.0757751533291569
0,71,10,l1,all,0.4319473769693032,0.4296875,0.0067491777651453
0,71,10,l1,2,0.0089442532794965,0.7441860437393188,0.0001397539574921
0,71,10,l1,3,0.1377898478192717,0.302325576543808,0.0021529663721761
0,71,10,l1,4,1.1661832834481851,0.2380952388048172,0.0182216138038778
0,71,10,l2,all,3.776189702777327,0.1328125,0.0590029641058957
0,71,10,l2,2,1.6986829133789862,0.1627907007932663,0.0265419205215466
0,71,10,l2,3,4.012101937292021,0.1162790730595588,0.0626890927701878
0,71,10,l2,4,5.661631747062963,0.1190476194024086,0.0884629960478588
0,71,20,l1,all,0.924070164040929,0.28125,0.0144385963131395
0,71,20,l1,2,0.0263492866882466,0.5348837375640869,0.0004117076045038
0,71,20,l1,3,0.3751751645886134,0.1860465109348297,0.005862111946697
0,71,20,l1,4,2.405129276007951,0.1190476194024086,0.0375801449376242
0,71,20,l2,all,8.181419522494721,0.0,0.12783468003898
0,71,20,l2,2,5.580972309830747,0.0,0.0872026923411054
0,71,20,l2,3,8.050069688122047,0.0,0.1257823388769069
0,71,20,l2,4,10.978259356365577,0.0,0.1715353024432121
0,71,40,l1,all,2.120919278869579,0.1640625,0.0331393637323371
0,71,40,l1,2,0.0947607374476394,0.302325576543808,0.0014806365226193
0,71,40,l1,3,1.1310854349936357,0.0930232554674148,0.0176732099217755
0,71,40,l1,4,5.208721006674556,0.095238097012043,0.0813862657292899
0,71,40,l2,all,16.722998213415625,0.0,0.2612968470846191
0,71,40,l2,2,14.414026764771426,0.0,0.2252191681995535
0,71,40,l2,3,16.186681070137602,0.0,0.2529168917209
0,71,40,l2,4,19.636031771812185,0.0,0.3068129964345654
0,71,60,l1,all,2.4333279194412865,0.109375,0.0380207487412701
0,71,60,l1,2,0.153019252051928,0.2093023210763931,0.0023909258133113
0,71,60,l1,3,1.493448561100808,0.0697674453258514,0.0233351337672001
0,71,60,l1,4,5.730187088640881,0.0476190485060215,0.0895341732600137
0,71,60,l2,all,18.77537761897028,0.0,0.2933652752964106
0,71,60,l2,2,16.934855770138736,0.0,0.2646071214084177
0,71,60,l2,3,18.14015433369468,0.0,0.2834399114639793
0,71,60,l2,4,21.310069065794256,0.0,0.3329698291530352
0,71,80,l1,all,2.5834822153646257,0.078125,0.0403669096150722
0,71,80,l1,2,0.1800937484655393,0.1860465109348297,0.002813964819774
0,71,80,l1,3,1.6684658414887952,0.0232558138668537,0.0260697787732624
0,71,80,l1,4,5.980896695205612,0.0238095242530107,0.0934515108625876
0,71,80,l2,all,20.061718369335715,0.0,0.3134643495208705
0,71,80,l2,2,18.1403960702698,0.0,0.2834436885979656
0,71,80,l2,3,19.94713523272811,0.0,0.3116739880113767
0,71,80,l2,4,22.14609774395384,0.0,0.3460327772492788
0,71,100,l1,all,2.671187266525905,0.0625,0.0417373010394672
0,71,100,l1,2,0.2182881273347409,0.1395348906517028,0.0034107519896053
0,71,100,l1,3,1.8086730550592824,0.0232558138668537,0.0282605164853012
0,71,100,l1,4,6.065539030294593,0.0238095242530107,0.094774047348353
0,71,100,l2,all,20.98522007471171,0.0,0.3278940636673704
0,71,100,l2,2,19.134175130594407,0.0,0.2989714864155376
0,71,100,l2,3,20.92761878142103,0.0,0.3269940434597036
0,71,100,l2,4,22.93931027015321,0.0,0.358426722971144
1,11,1,l1,all,0.333796145050637,0.4140625,0.0052155647664162
1,11,1,l1,2,0.0106972185712223,0.5581395626068115,0.0001671440401753
1,11,1,l1,3,0.0950593741215441,0.395348846912384,0.0014853027206491
1,11,1,l1,4,0.9090088828736328,0.2857142984867096,0.0142032637949005
1,11,1,l2,all,3.129206141783731,0.1875,0.0488938459653707
1,11,1,l2,2,0.4791867682699832,0.3255814015865326,0.0074872932542184
1,11,1,l2,3,2.914505823450309,0.1162790730595588,0.045539153491411
1,11,1,l2,4,6.062133445341547,0.1190476194024086,0.0947208350834616
1,11,5,l1,all,0.4657791571381901,0.3984375,0.0072777993302842
1,11,5,l1,2,0.011669692986788,0.5581395626068115,0.0001823389529185
1,11,5,l1,3,0.1397931972375648,0.395348846912384,0.0021842687068369
1,11,5,l1,4,1.2644482817628848,0.2380952388048172,0.019757004402545
1,11,5,l2,all,4.920859196341065,0.1640625,0.0768884249428291
1,11,5,l2,2,1.464060232634114,0.2325581461191177,0.022875941134908
1,11,5,l2,3,4.395341239752931,0.1395348906517028,0.0686772068711395
1,11,5,l2,4,8.997993186166985,0.1190476194024086,0.1405936435338591
1,11,10,l1,all,0.6430904933028422,0.3359375,0.0100482889578569
1,11,10,l1,2,0.0167751836685077,0.4186046421527862,0.0002621122448204
1,11,10,l1,3,0.1837976645419113,0.3720930218696594,0.0028718385084673
1,11,10,l1,4,1.7545464445170424,0.2142857164144516,0.0274147881955787
1,11,10,l2,all,6.988647500816726,0.09375,0.1091976172002613
1,11,10,l2,2,2.969450627929769,0.1860465109348297,0.0463976660614026
1,11,10,l2,3,7.020292805968562,0.0232558138668537,0.1096920750932587
1,11,10,l2,4,11.071140772545542,0.0714285746216774,0.1729865745710241
1,11,20,l1,all,1.1734727213328977,0.25,0.0183355112708265
1,11,20,l1,2,0.0517842626288718,0.3488371968269348,0.0008091291035761
1,11,20,l1,3,0.468003312490978,0.2325581461191177,0.0073125517576715
1,11,20,l1,4,3.0441343476299374,0.1666666716337204,0.0475645991817177
1,11,20,l2,all,11.76608951323097,0.0234375,0.1838451486442339
1,11,20,l2,2,6.838440090257782,0.0465116277337074,0.1068506264102778
1,11,20,l2,3,12.910327222445924,0.0,0.2017238628507175
1,11,20,l2,4,15.639582458269162,0.0238095242530107,0.2443684759104556
1,11,40,l1,all,2.1184253511924207,0.1796875,0.0331003961123815
1,11,40,l1,2,0.1407656716531305,0.2790697813034057,0.0021994636195801
1,11,40,l1,3,1.1613775707892997,0.1627907007932663,0.0181465245435828
1,11,40,l1,4,5.123006798276318,0.095238097012043,0.0800469812230674
1,11,40,l2,all,17.517886311662856,0.0078125,0.2737169736197321
1,11,40,l2,2,14.03669571427486,0.0,0.2193233705355447
1,11,40,l2,3,19.109851621677063,0.0,0.2985914315887041
1,11,40,l2,4,19.452093153497923,0.0238095242530107,0.303938955523405
1,11,60,l1,all,2.483502123489056,0.125,0.0388047206795165
1,11,60,l1,2,0.2623249735988391,0.1860465109348297,0.0040988277124818
1,11,60,l1,3,1.3933127189017116,0.1395348906517028,0.0217705112328392
1,11,60,l1,4,5.873710738787511,0.0476190485060215,0.0917767302935548
1,11,60,l2,all,19.690133943155832,0.0078125,0.3076583428618099
1,11,60,l2,2,16.5566200436094,0.0,0.2586971881813968
1,11,60,l2,3,21.567051351207617,0.0,0.336985177362619
1,11,60,l2,4,20.976649398733684,0.0238095242530107,0.3277601468552138
1,11,80,l1,all,2.6867853642600457,0.1171875,0.0419810213165632
1,11,80,l1,2,0.3260220478183904,0.1860465109348297,0.0050940944971623
1,11,80,l1,3,1.5267848324380997,0.1395348906517028,0.0238560130068453
1,11,80,l1,4,6.29137692319659,0.0238095242530107,0.0983027644249467
1,11,80,l2,all,21.09792551453773,0.0,0.329655086164652
1,11,80,l2,2,18.378307742567788,0.0,0.2871610584776217
1,11,80,l2,3,22.81303419615113,0.0,0.3564536593148614
1,11,80,l2,4,22.126351487998008,0.0,0.3457242419999689
1,11,100,l1,all,2.81125449199608,0.1015625,0.0439258514374387
1,11,100,l1,2,0.3758613616161309,0.1395348906517028,0.005872833775252
1,11,100,l1,3,1.5955873973393708,0.1395348906517028,0.0249310530834276
1,11,100,l1,4,6.549244722390753,0.0238095242530107,0.1023319487873555
1,11,100,l2,all,22.116791898072524,0.0,0.3455748734073832
1,11,100,l2,2,19.519749587837996,0.0,0.3049960873099686
1,11,100,l2,3,24.013553862166948,0.0,0.3752117790963585
1,11,100,l2,4,22.8337455857874,0.0,0.3567772747779281
1,23,1,l1,all,0.1530545573342045,0.4609375,0.0023914774583469
1,23,1,l1,2,0.0150733534412678,0.6279069781303406,0.0002355211475198
1,23,1,l1,3,0.0661282602584654,0.395348846912384,0.0010332540665385
1,23,1,l1,4,0.3833169988021344,0.3571428656578064,0.0059893281062833
1,23,1,l2,all,0.7963083959490362,0.234375,0.0124423186867036
1,23,1,l2,2,0.1772334622368431,0.3720930218696594,0.0027692728474506
1,23,1,l2,3,0.7347044209598627,0.1860465109348297,0.0114797565774978
1,23,1,l2,4,1.4931939453337688,0.1428571492433548,0.0233311553958401
1,23,5,l1,all,0.2450996406403136,0.4140625,0.0038296818850049
