fold,test_balanced_accuracy_mean,test_balanced_accuracy_std,val_balanced_accuracy_mean,val_balanced_accuracy_std,best_train_ba_mean,best_train_ba_std,l1_whole_count_test_ba_mean,l1_whole_count_test_ba_std,l1_fixed250_test_ba_mean,l1_fixed250_test_ba_std,l2_whole_count_test_ba_mean,l2_whole_count_test_ba_std,l2_fixed250_test_ba_mean,l2_fixed250_test_ba_std,native_to_l2_whole_test_gap_mean,native_to_l2_whole_test_gap_std,native_to_l2_fixed250_test_gap_mean,native_to_l2_fixed250_test_gap_std,collapse_rate
0,0.5824289165426937,0.026752640299915503,0.5848888978668391,0.029455972433621212,0.9281090836151034,0.004294668802353897,0.5230717474390075,0.018483730612801112,0.615754789156492,0.022160348340131086,0.5921633685372075,0.018019385557722974,0.625794653188229,0.03467835330393868,0.009734451994513948,0.031824876813220195,0.04336573664553549,0.041270499478634766,0.0
1,0.6057121609327492,0.04849552865166058,0.5267145191409897,0.023451925996632622,0.9315415743727942,0.009811723723705377,0.5867504459048577,0.04438110869603944,0.6748545123177476,0.03252309806013295,0.6183192828413416,0.03571176360628659,0.6880879958821134,0.037492437157382257,0.012607121908592478,0.038588593318495755,0.08237583494936433,0.028437002577083266,0.0
2,0.37011612978524744,0.03185641470704809,0.4247636097848946,0.05389379600348521,0.5719463856707035,0.03659432591139208,0.416764705882353,0.03993561915264834,0.5599095471521942,0.014552886050841719,0.45795926704014944,0.046552121323545644,0.5653396358543418,0.022577666390813385,0.08784313725490198,0.0566320168373868,0.19522350606909428,0.02773710544237124,1.0
3,0.5348550596576912,0.01697385655675575,0.5551870596723537,0.018661127513257617,0.9267008180080314,0.00833157201122402,0.5326739351836102,0.035572102690785055,0.6258867505616732,0.02804793406641896,0.5647010925377799,0.025398563020502772,0.6522674214760128,0.03254991265953703,0.02984603288008869,0.01728677306932742,0.11741236181832163,0.03579201699905062,0.0
4,0.4177900857312622,0.0205724776940088,0.5130607881110977,0.019864749818665768,0.624603226198871,0.0214599080589649,0.487151369871958,0.008396958013910985,0.5637275347201818,0.03915883434939958,0.4983797289311995,0.03299936385776733,0.6252961988991401,0.030351138613437384,0.08058964319993729,0.016023626061302445,0.20750611316787793,0.033809272471464945,1.0
